"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA,NA
-0.965887937995877,-1.0942097497211,-0.223674588201059,-2.80634381551152,-1.44427375464752,-1.16636615751332,-0.474409041459926
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-1.27267565259424,-1.0942097497211,-0.223674588201059,-1.18912873538624,-1.44427375464752,-1.16636615751332,1.54182938474476
NA,NA,NA,NA,NA,NA,NA
-1.36875087196285,NA,NA,0.428086344739045,-0.117103277403853,-1.16636615751332,3.55806781094945
-1.0506630198068,-1.0942097497211,-1.74466178796826,-2.80634381551152,-1.44427375464752,-0.357050864544895,1.54182938474476
-0.69240582778848,0.336679922991108,-0.223674588201059,0.428086344739045,-1.44427375464752,-1.16636615751332,-0.474409041459926
-1.59637444883145,-1.0942097497211,-1.74466178796826,NA,-1.44427375464752,-1.16636615751332,-0.474409041459926
-0.965241989054959,0.336679922991108,-0.223674588201059,-1.18912873538624,-0.117103277403853,1.26157972139196,-0.474409041459926
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.961495130918684,0.336679922991108,1.29731261156614,0.428086344739045,1.21006719983982,1.26157972139196,-0.474409041459926
NA,NA,NA,NA,NA,NA,NA
-1.18310106819869,0.336679922991108,-1.74466178796826,0.428086344739045,-0.117103277403853,-1.16636615751332,-0.474409041459926
-0.863157623935644,0.336679922991108,-1.74466178796826,-1.18912873538624,-1.44427375464752,-1.16636615751332,1.54182938474476
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.964144658713473,-1.0942097497211,-1.74466178796826,-2.80634381551152,-0.117103277403853,-1.16636615751332,-0.474409041459926
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.702848836626415,0.336679922991108,1.29731261156614,0.428086344739045,-0.117103277403853,-0.357050864544895,1.54182938474476
0.353930850132853,1.76756959570332,1.29731261156614,0.428086344739045,NA,NA,NA
0.460717424963622,NA,NA,NA,-0.117103277403853,0.452264428423534,-0.474409041459926
-0.822365402136634,0.336679922991108,-0.223674588201059,0.428086344739045,-0.117103277403853,0.452264428423534,-0.474409041459926
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-1.32741299808638,0.336679922991108,1.29731261156614,0.428086344739045,1.21006719983982,-0.357050864544895,1.54182938474476
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.401067244526166,0.336679922991108,-0.223674588201059,0.428086344739045,-0.117103277403853,0.452264428423534,-0.474409041459926
0.219841808681259,-1.0942097497211,-0.223674588201059,0.428086344739045,1.21006719983982,1.26157972139196,-0.474409041459926
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.292058489902747,0.336679922991108,-0.223674588201059,0.428086344739045,1.21006719983982,1.26157972139196,1.54182938474476
-1.51719327028407,-1.0942097497211,-0.223674588201059,0.428086344739045,-1.44427375464752,1.26157972139196,-0.474409041459926
NA,NA,NA,NA,NA,NA,NA
0.875959748270061,1.76756959570332,-0.223674588201059,0.428086344739045,1.21006719983982,-0.357050864544895,-0.474409041459926
0.0655477283181796,-1.0942097497211,-0.223674588201059,0.428086344739045,-0.117103277403853,-0.357050864544895,-0.474409041459926
NA,NA,NA,NA,NA,NA,NA
1.01295657949188,0.336679922991108,1.29731261156614,0.428086344739045,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.94022541339171,0.336679922991108,1.29731261156614,0.428086344739045,-0.117103277403853,-1.16636615751332,-0.474409041459926
0.585982818447079,-1.0942097497211,-0.223674588201059,0.428086344739045,2.53723767708349,1.26157972139196,-0.474409041459926
-0.0746246847531222,-1.0942097497211,1.29731261156614,0.428086344739045,1.21006719983982,0.452264428423534,-0.474409041459926
2.10997334080472,-1.0942097497211,-0.223674588201059,0.428086344739045,-0.117103277403853,-0.357050864544895,-0.474409041459926
NA,NA,NA,NA,NA,NA,NA
1.24738872764658,0.336679922991108,-0.223674588201059,0.428086344739045,-0.117103277403853,1.26157972139196,-0.474409041459926
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.911218255847201,1.76756959570332,-0.223674588201059,0.428086344739045,-0.117103277403853,-0.357050864544895,-0.474409041459926
NA,NA,NA,NA,NA,NA,NA
0.692785432765361,0.336679922991108,-0.223674588201059,0.428086344739045,-0.117103277403853,-1.16636615751332,-0.474409041459926
NA,NA,NA,NA,NA,NA,NA
0.844712350579199,0.336679922991108,-0.223674588201059,0.428086344739045,-0.117103277403853,1.26157972139196,-0.474409041459926
0.223880009098092,NA,NA,NA,NA,NA,NA
0.357976078066348,-1.0942097497211,1.29731261156614,0.428086344739045,-0.117103277403853,0.452264428423534,-0.474409041459926
NA,NA,NA,NA,NA,NA,NA
0.842724346221716,-1.0942097497211,-0.223674588201059,0.428086344739045,1.21006719983982,-1.16636615751332,-0.474409041459926
0.244908523673237,0.336679922991108,-0.223674588201059,0.428086344739045,-0.117103277403853,1.26157972139196,-0.474409041459926
0.769957542611265,1.76756959570332,1.29731261156614,0.428086344739045,-0.117103277403853,1.26157972139196,-0.474409041459926
2.01041057974721,1.76756959570332,1.29731261156614,0.428086344739045,1.21006719983982,0.452264428423534,-0.474409041459926
