"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.962682888082986,-1.12464311423107,0.316227766016838,0,1.5,0.774596669241484,-1.26131244777378,1.31243591777942,2.11554354139178,0.20806259464412,-0.572077553547355,-0.474341649025257
-1.55605783039908,0.42174116783665,0.316227766016838,0,0,0.774596669241484,0.720749970156447,1.31243591777942,0.661107356684931,1.35240686518678,-0.572077553547355,-0.474341649025257
0.742887692581451,0.42174116783665,0.316227766016838,NA,NA,NA,-1.26131244777378,-1.09369659814952,-0.793328828021918,0.20806259464412,NA,NA
0.0470643101952419,0.42174116783665,0.316227766016838,0,-1.5,-1.16189500386222,0.720749970156447,1.31243591777942,0.661107356684931,1.35240686518678,-0.572077553547355,-0.474341649025257
-1.41285061500646,-1.12464311423107,0.316227766016838,-1.5,0,0.774596669241484,0.720749970156447,-1.09369659814952,-0.793328828021918,0.20806259464412,-0.572077553547355,-0.474341649025257
0.54440824229027,-1.12464311423107,0.316227766016838,1.5,0,-1.16189500386222,0.720749970156447,0.109369659814952,-0.793328828021918,-2.0806259464412,-0.572077553547355,-0.474341649025257
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.850013342661216,0.42174116783665,0.316227766016838,0,-1.5,0.774596669241484,-1.26131244777378,0.109369659814952,-0.793328828021918,0.20806259464412,0.858116330321033,1.89736659610103
0.994496047729956,0.42174116783665,0.316227766016838,0,0,0.774596669241484,0.720749970156447,-1.09369659814952,-0.793328828021918,-0.936281675898539,2.28831021418942,1.89736659610103
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.21594471196658,0.42174116783665,0.316227766016838,1.5,0,0.774596669241484,0.720749970156447,-1.09369659814952,-0.793328828021918,0.20806259464412,-0.572077553547355,-0.474341649025257
1.37258058623805,1.96812544990437,-2.84604989415154,0,0,-1.16189500386222,-1.26131244777378,0.109369659814952,0.661107356684931,-0.936281675898539,-0.572077553547355,-0.474341649025257
-0.403914176241082,-1.12464311423107,NA,-1.5,1.5,-1.16189500386222,0.720749970156447,0.109369659814952,0.661107356684931,0.20806259464412,0.858116330321033,-0.474341649025257
