"PROFICIENCIA_MT_SAEB","TX_RESP_Q21d_num","TX_RESP_Q22b_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num"
NA,NA,NA,NA,NA
-0.889172232981917,0.734846922834953,0.099705014106599,-0.101484329443508,0.304865874405346
2.37925499767027,0.734846922834953,-1.29616518338578,-0.101484329443508,0.304865874405346
0.896339996877321,-1.46969384566991,0.099705014106599,-0.101484329443508,0.304865874405346
-1.34897169345779,-0.734846922834953,1.49557521159898,1.26855411804385,1.37189643482406
0.952086371644748,0.734846922834953,1.49557521159898,1.26855411804385,1.37189643482406
0.226335792744111,0,-1.29616518338578,-0.101484329443508,-0.762164686013366
0.563135980072025,-1.46969384566991,-1.29616518338578,-0.101484329443508,-0.762164686013366
-0.0645330358371056,0.734846922834953,0.099705014106599,NA,1.37189643482406
-1.74909878320289,0.734846922834953,0.099705014106599,-0.101484329443508,0.304865874405346
0.273338411779442,0,-1.29616518338578,-0.101484329443508,-1.82919524643208
-1.31985503465555,0.734846922834953,0.099705014106599,1.26855411804385,-0.762164686013366
1.08940752661518,0.734846922834953,0.099705014106599,-1.47152277693087,-0.762164686013366
0.277697873209969,-1.46969384566991,0.099705014106599,-1.47152277693087,-0.762164686013366
0.1700786337596,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.87847184729473,-1.46969384566991,-1.29616518338578,-0.101484329443508,-0.762164686013366
NA,NA,NA,NA,NA
0.79802493700584,-1.46969384566991,0.099705014106599,-1.47152277693087,-0.762164686013366
0.0266612047912285,0.734846922834953,0.099705014106599,1.26855411804385,0.304865874405346
0.487761061668657,-1.46969384566991,0.099705014106599,-0.101484329443508,-0.762164686013366
-0.589526068151084,-1.46969384566991,1.49557521159898,1.26855411804385,1.37189643482406
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.663254705599981,0.734846922834953,1.49557521159898,1.26855411804385,-0.762164686013366
-0.426147319407384,0.734846922834953,1.49557521159898,1.26855411804385,1.37189643482406
-0.836569605683825,0.734846922834953,0.099705014106599,-1.47152277693087,0.304865874405346
0.24398384310543,0.734846922834953,-1.29616518338578,-0.101484329443508,-0.762164686013366
NA,NA,NA,NA,NA
-1.41774245212004,0.734846922834953,1.49557521159898,1.26855411804385,-0.762164686013366
0.355788896675679,0.734846922834953,-1.29616518338578,-1.47152277693087,0.304865874405346
-1.57705947276194,0.734846922834953,0.099705014106599,-0.101484329443508,1.37189643482406
-0.569310805504166,0.734846922834953,0.099705014106599,-0.101484329443508,1.37189643482406
NA,NA,NA,NA,NA
0.25791604991786,-1.46969384566991,0.099705014106599,-0.101484329443508,0.304865874405346
0.574957784531563,0.734846922834953,-1.29616518338578,-1.47152277693087,-1.82919524643208
