"PROFICIENCIA_LP_SAEB","TX_RESP_Q19_num"
1.65488212321968,NA
0.740730329504938,-0.329608821648696
-0.586273703990209,NA
0.379898545598848,-0.329608821648696
-0.0399777755358395,-0.329608821648696
NA,NA
0.155227902959649,NA
-0.569653802541748,-0.329608821648696
0.633614484730273,NA
-2.52918917129104,2.14245734071653
-0.426594378492109,NA
NA,NA
-1.91839011005331,4.61452350308175
1.25594349931985,-0.329608821648696
0.237426972735678,-0.329608821648696
-0.793235976714125,NA
1.30768997879039,-0.329608821648696
NA,NA
-0.488611695333482,-0.329608821648696
NA,NA
-0.392794144654405,NA
-1.01703984119935,-0.329608821648696
1.1043717504738,-0.329608821648696
0.884802268166888,-0.329608821648696
NA,NA
0.474952669618843,NA
0.615356896109877,-0.329608821648696
1.4415246941832,NA
0.141467438080358,-0.329608821648696
NA,NA
NA,NA
-0.297549480444034,-0.329608821648696
0.916806622846388,-0.329608821648696
-0.99919197389235,-0.329608821648696
-0.116451733106908,NA
-0.717093300017416,-0.329608821648696
0.877739576936564,-0.329608821648696
0.454047343193409,-0.329608821648696
-1.35738847552133,-0.329608821648696
0.925721209202616,NA
NA,NA
NA,NA
-0.307096744324082,-0.329608821648696
-1.66992104510719,2.14245734071653
0.860692502872423,-0.329608821648696
1.28361385020293,-0.329608821648696
0.376194732741727,-0.329608821648696
-0.432009391001779,-0.329608821648696
0.397450012030752,2.14245734071653
-1.47267666117221,-0.329608821648696
1.11547701779449,-0.329608821648696
NA,NA
-2.45948023817762,2.14245734071653
1.06409791988451,-0.329608821648696
-1.13803693104517,-0.329608821648696
-0.920915898096458,-0.329608821648696
0.234272355978356,-0.329608821648696
1.24116057349015,-0.329608821648696
0.40641566379095,NA
0.959740646768648,-0.329608821648696
1.20745125822472,-0.329608821648696
-0.0490866545645431,-0.329608821648696
-0.078503062494118,-0.329608821648696
-0.57998192177785,-0.329608821648696
-1.0058536242498,-0.329608821648696
0.00720927994865488,-0.329608821648696
-0.99298238460112,-0.329608821648696
