"PROFICIENCIA_MT_SAEB","TX_RESP_Q21d_num","TX_RESP_Q22g_num"
NA,NA,NA
NA,NA,NA
-0.994214560542859,0.992237801005948,1.39064333633354
-0.534223715711605,0.277826584281665,1.39064333633354
0.220098881178022,0.277826584281665,-0.30641293851417
-1.87665046162971,0.277826584281665,1.39064333633354
-0.757975231614473,0.992237801005948,1.39064333633354
-0.608317407599054,0.992237801005948,-0.30641293851417
-0.298317050317825,0.992237801005948,1.39064333633354
0.615475233084052,0.992237801005948,1.39064333633354
-0.0799689467036254,0.992237801005948,-2.00346921336188
NA,NA,NA
-0.708218331704085,-1.1509958491669,1.39064333633354
0.36230142885828,0.992237801005948,1.39064333633354
-0.657303034794274,0.277826584281665,1.39064333633354
-0.303252410912339,0.992237801005948,1.39064333633354
-1.7152863942832,0.992237801005948,1.39064333633354
-1.71225128722467,-1.1509958491669,-0.30641293851417
-1.03204005299764,0.992237801005948,-0.30641293851417
-0.368549875346942,0.992237801005948,1.39064333633354
-1.10129553405144,0.992237801005948,-0.30641293851417
0.540070058927494,0.992237801005948,1.39064333633354
-1.02371927736983,0.992237801005948,-0.30641293851417
NA,NA,NA
NA,NA,NA
2.87861522822196,-1.1509958491669,-2.00346921336188
1.50952459934869,-1.1509958491669,NA
-0.0707458818086556,0.992237801005948,-0.30641293851417
-0.0377144364171411,NA,-0.30641293851417
0.585411187503801,-1.1509958491669,-0.30641293851417
-0.626614876396841,-1.1509958491669,1.39064333633354
1.04183998855519,-1.1509958491669,-0.30641293851417
1.01717055937851,-1.1509958491669,NA
1.0409833378176,-1.1509958491669,-2.00346921336188
-1.34005038077792,NA,-0.30641293851417
NA,NA,NA
0.271317399108847,0.992237801005948,-0.30641293851417
0.0467813376582072,0.992237801005948,-0.30641293851417
0.40638111163759,-1.1509958491669,-0.30641293851417
0.0330188586730629,-1.1509958491669,-2.00346921336188
-0.17670229877395,-1.1509958491669,-0.30641293851417
NA,NA,NA
0.0412881230695869,-1.1509958491669,-2.00346921336188
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
-0.841052076680594,0.992237801005948,-0.30641293851417
0.0399030345164994,0.992237801005948,-0.30641293851417
NA,NA,NA
-1.3085924244245,0.992237801005948,-0.30641293851417
0.296123743874226,0.277826584281665,1.39064333633354
NA,NA,NA
NA,NA,NA
-0.804273136542565,-0.436584632442617,1.39064333633354
NA,NA,NA
1.771082488507,-1.1509958491669,-0.30641293851417
0.851227364783954,-1.1509958491669,-0.30641293851417
NA,NA,NA
0.615145519067802,0.992237801005948,-0.30641293851417
NA,NA,NA
0.897606197121946,-1.1509958491669,-0.30641293851417
NA,NA,NA
-0.290674821921852,0.992237801005948,-0.30641293851417
1.09214152229705,NA,-0.30641293851417
1.1786597179053,-1.1509958491669,-0.30641293851417
0.592770815172266,0.992237801005948,-0.30641293851417
2.10591713197303,-1.1509958491669,-0.30641293851417
1.45601132980174,-1.1509958491669,-0.30641293851417
0.730235224963098,-1.1509958491669,-0.30641293851417
-2.12473287047292,0.992237801005948,-0.30641293851417
NA,NA,NA
-1.12085005070367,0.992237801005948,-0.30641293851417
NA,NA,NA
-0.382221103607941,0.277826584281665,1.39064333633354
NA,NA,NA
-0.869329214501693,0.992237801005948,-0.30641293851417
0.677618371981566,-1.1509958491669,-0.30641293851417
-1.34023438332037,-1.1509958491669,-0.30641293851417
0.678243933222939,-0.436584632442617,-0.30641293851417
NA,NA,NA
-0.0677460899654457,0.277826584281665,-0.30641293851417
-0.39139855630833,0.277826584281665,-0.30641293851417
0.346609253823558,-1.1509958491669,-0.30641293851417
2.26346154671324,-1.1509958491669,-2.00346921336188
1.06409547397217,0.992237801005948,1.39064333633354
-0.103147315346278,-1.1509958491669,-0.30641293851417
-0.451985876942904,-1.1509958491669,1.39064333633354
0.938998157634131,0.992237801005948,-0.30641293851417
-0.312138414330153,0.992237801005948,1.39064333633354
0.279839848054271,0.992237801005948,-0.30641293851417
-0.312019169516608,-1.1509958491669,NA
-0.832522280274265,0.992237801005948,-0.30641293851417
-0.141738207814501,-1.1509958491669,-0.30641293851417
-1.84989087733787,0.277826584281665,-0.30641293851417
0.70269994367856,0.992237801005948,-2.00346921336188
0.379290364905315,-1.1509958491669,-0.30641293851417
