"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23h_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.855060556401912,-0.483045891539648,-0.277350098112615,0.75955452531275,0.946684805630745,1.39228644267677,-0.378932373372537,-0.449223554371097,-0.179398740368981,1.2152872405004
-1.50144143967928,0.724568837309472,0.924500327042048,0.75955452531275,0.946684805630745,-0.928190961784514,-0.378932373372537,-0.449223554371097,-0.179398740368981,1.2152872405004
-1.62341058108777,0.724568837309472,0.924500327042048,-0.227866357593825,0.946684805630745,1.39228644267677,1.04206402677448,1.23536477452052,-0.179398740368981,1.2152872405004
0.143316626555709,-1.69066062038877,-1.47920052326728,0.75955452531275,-1.23797243813251,-0.928190961784514,-1.79992877351955,-0.449223554371097,1.16609181239838,1.2152872405004
0.0443644700601437,-1.69066062038877,0.924500327042048,0.75955452531275,-1.23797243813251,0.232047740446129,1.04206402677448,1.23536477452052,-1.52488929313634,1.2152872405004
-0.562389455322645,0.724568837309472,NA,NA,-1.23797243813251,-0.928190961784514,-0.378932373372537,-2.13381188326271,-1.52488929313634,NA
-0.0225477742022831,0.724568837309472,-1.47920052326728,-2.20270812340697,-1.23797243813251,-0.928190961784514,-0.378932373372537,-0.449223554371097,1.16609181239838,-0.75955452531275
1.910049586176,0.724568837309472,-0.277350098112615,-0.227866357593825,-0.145643816250884,-0.928190961784514,-0.378932373372537,1.23536477452052,-0.179398740368981,-0.75955452531275
1.22713003364507,-0.483045891539648,-1.47920052326728,-0.227866357593825,0.946684805630745,1.39228644267677,-0.378932373372537,1.23536477452052,1.16609181239838,-0.75955452531275
-0.21916832963411,0.724568837309472,0.924500327042048,0.75955452531275,0.946684805630745,0.232047740446129,1.04206402677448,-0.449223554371097,-1.52488929313634,-0.75955452531275
1.03304118466166,-1.69066062038877,-0.277350098112615,-1.2152872405004,-1.23797243813251,-0.928190961784514,-1.79992877351955,-0.449223554371097,1.16609181239838,-0.75955452531275
-0.0710235941406116,0.724568837309472,-0.277350098112615,0.75955452531275,-0.145643816250884,0.232047740446129,1.04206402677448,-0.449223554371097,-0.179398740368981,-0.75955452531275
0.976278815932723,0.724568837309472,0.924500327042048,0.75955452531275,0.946684805630745,0.232047740446129,-0.378932373372537,-0.449223554371097,-0.179398740368981,-0.75955452531275
0.350975518317531,-0.483045891539648,0.924500327042048,-1.2152872405004,-0.145643816250884,-0.928190961784514,1.04206402677448,1.23536477452052,1.16609181239838,-0.75955452531275
-0.830114504880223,0.724568837309472,NA,NA,0.946684805630745,1.39228644267677,1.04206402677448,-0.449223554371097,-0.179398740368981,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
