"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q22a_num"
NA,NA,NA
-0.324599323931169,0.69187351938019,0.397923517443277
NA,NA,NA
NA,NA,NA
-1.33736861194295,0.69187351938019,1.70538650332833
0.29415117171964,0.69187351938019,-0.909539468441776
0.498059821470402,0.69187351938019,-0.909539468441776
0.999039314657946,-1.64985223852199,-0.909539468441776
-0.0233203484521183,0.69187351938019,0.397923517443277
-2.13460355513136,0.69187351938019,0.397923517443277
-1.32788256787548,-0.478989359570901,0.397923517443277
-1.03593955818788,-0.478989359570901,0.397923517443277
0.890843438211235,-0.478989359570901,-0.909539468441776
-1.29559923766084,0.69187351938019,1.70538650332833
0.154464462111778,0.69187351938019,-0.909539468441776
1.19941789302749,-1.64985223852199,-0.909539468441776
0.0921913773738061,0.69187351938019,1.70538650332833
NA,NA,NA
0.366765159494898,-1.64985223852199,-0.909539468441776
-0.490970856854977,NA,0.397923517443277
-0.102490735816786,-0.478989359570901,0.397923517443277
-0.823448042444726,-0.478989359570901,0.397923517443277
1.80754888264182,-0.478989359570901,-0.909539468441776
0.520090033286915,-1.64985223852199,-0.909539468441776
1.39957003391325,0.69187351938019,-0.909539468441776
0.906644172542774,0.69187351938019,1.70538650332833
-0.232562922153653,1.86273639833128,-0.909539468441776
NA,NA,NA
NA,NA,NA
