"PROFICIENCIA_LP_SAEB","TX_RESP_Q21e_num","TX_RESP_Q23e_num"
1.08264994599415,0.727189829166755,-0.828159469928552
1.26323176175331,-1.32385840694461,1.4829832368488
NA,NA,NA
-1.05463823889244,0.727189829166755,0.327411883460125
-0.3646021693917,0.727189829166755,-0.828159469928552
0.565705369173958,0.727189829166755,0.327411883460125
-0.727191155063723,0.727189829166755,0.327411883460125
-1.92269938928641,0.727189829166755,0.327411883460125
0.693792705283552,0.727189829166755,-1.98373082331723
0.0497698275000318,0.727189829166755,-0.828159469928552
-1.32300641726097,0.727189829166755,-0.828159469928552
0.193383682667443,0.727189829166755,-1.98373082331723
-0.326812328832328,0.727189829166755,1.4829832368488
0.648059048575992,0.727189829166755,-0.828159469928552
-0.214403866636235,-2.34938252500029,0.327411883460125
0.190293008929072,0.727189829166755,0.327411883460125
NA,NA,NA
-1.19147807399913,0.727189829166755,0.327411883460125
-0.521407720697754,0.727189829166755,0.327411883460125
1.73492139319208,0.727189829166755,0.327411883460125
-0.639072468969821,-1.32385840694461,-0.828159469928552
-0.453549900225606,0.727189829166755,0.327411883460125
-0.469570723244877,0.727189829166755,-1.98373082331723
-0.538107607340518,NA,-0.828159469928552
0.746801894340502,-2.34938252500029,-0.828159469928552
-0.347076809506405,0.727189829166755,-0.828159469928552
1.50557883706398,-1.32385840694461,1.4829832368488
-1.82382696785133,NA,0.327411883460125
0.299042101746233,-1.32385840694461,0.327411883460125
0.189394363543161,-0.298334288888925,0.327411883460125
1.38966577763866,-1.32385840694461,1.4829832368488
-1.12277439661594,NA,-0.828159469928552
-1.54427196651798,0.727189829166755,-0.828159469928552
-0.445640884400371,0.727189829166755,-0.828159469928552
0.878598992787295,-0.298334288888925,0.327411883460125
-0.728356138340576,-0.298334288888925,-0.828159469928552
0.687436223766012,0.727189829166755,1.4829832368488
-1.34608199310891,NA,NA
0.566313656170669,0.727189829166755,1.4829832368488
0.769194813290052,-0.298334288888925,-0.828159469928552
0.73183810390917,-1.32385840694461,0.327411883460125
1.04271966779889,-2.34938252500029,1.4829832368488
0.159902287598164,0.727189829166755,0.327411883460125
0.665543619346836,-2.34938252500029,NA
-0.452922405541257,NA,0.327411883460125
-1.42056265476696,-1.32385840694461,-0.828159469928552
-0.681793436893012,-1.32385840694461,0.327411883460125
0.186338490127742,0.727189829166755,0.327411883460125
0.785184429261267,-0.298334288888925,1.4829832368488
0.322028912815479,0.727189829166755,-1.98373082331723
-0.611810793197713,NA,0.327411883460125
0.423647663366562,-0.298334288888925,-0.828159469928552
-1.14290211506965,0.727189829166755,-0.828159469928552
0.0982534065984941,-0.298334288888925,-0.828159469928552
-1.38949885860406,0.727189829166755,-0.828159469928552
0.274134434803514,NA,0.327411883460125
1.69453999566641,-0.298334288888925,1.4829832368488
-1.02152520894379,0.727189829166755,0.327411883460125
2.79512553622215,0.727189829166755,1.4829832368488
1.84479228465504,-0.298334288888925,0.327411883460125
-1.33416327449088,-0.298334288888925,1.4829832368488
0.853204208432919,-0.298334288888925,1.4829832368488
-0.0670430750694954,0.727189829166755,-0.828159469928552
-0.104295405258939,0.727189829166755,-0.828159469928552
