"PROFICIENCIA_LP_SAEB","TX_RESP_Q21c_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num"
-0.376510768517649,-1.55116191494795,-0.812873930606273,0.56370918477508,0.498907932792363
-1.51856495188603,-0.620464765979178,-0.812873930606273,-0.682384802622465,-0.81072539078759
NA,NA,NA,NA,NA
-0.46529349881511,-0.620464765979178,-0.812873930606273,-0.682384802622465,-0.81072539078759
-1.00443766179948,1.24092953195836,0.451596628114596,0.56370918477508,-0.81072539078759
0.751865386868961,1.24092953195836,0.451596628114596,0.56370918477508,0.498907932792363
0.478374847850568,0.310232382989589,0.451596628114596,-0.682384802622465,0.498907932792363
0.554481394612404,1.24092953195836,0.451596628114596,0.56370918477508,1.80854125637232
0.276646900737617,0.310232382989589,0.451596628114596,-1.92847879002001,0.498907932792363
0.671354099917845,-0.620464765979178,0.451596628114596,1.80980317217263,0.498907932792363
-0.754675121869277,1.24092953195836,-0.812873930606273,-0.682384802622465,-0.81072539078759
1.58616925297906,0.310232382989589,0.451596628114596,0.56370918477508,0.498907932792363
0.698607689177388,1.24092953195836,0.451596628114596,0.56370918477508,0.498907932792363
0.668176324442855,0.310232382989589,0.451596628114596,0.56370918477508,0.498907932792363
2.14919678031926,1.24092953195836,0.451596628114596,0.56370918477508,0.498907932792363
-1.26374588954168,-0.620464765979178,-0.812873930606273,-0.682384802622465,0.498907932792363
0.529071654359733,-0.620464765979178,0.451596628114596,0.56370918477508,-0.81072539078759
-1.40850030602381,0.310232382989589,0.451596628114596,-0.682384802622465,0.498907932792363
1.32780208435013,-1.55116191494795,0.451596628114596,0.56370918477508,0.498907932792363
-1.27926212728599,-0.620464765979178,0.451596628114596,0.56370918477508,0.498907932792363
-1.02337256882541,-1.55116191494795,0.451596628114596,0.56370918477508,0.498907932792363
-1.36651619329762,0.310232382989589,-2.07734448932714,-0.682384802622465,-2.12035871436754
0.426472448545835,-1.55116191494795,-2.07734448932714,-0.682384802622465,-0.81072539078759
0.7467447282666,1.24092953195836,0.451596628114596,-0.682384802622465,-0.81072539078759
0.560393427168801,-0.620464765979178,0.451596628114596,0.56370918477508,-0.81072539078759
-0.151376749612281,1.24092953195836,1.71606718683547,1.80980317217263,1.80854125637232
-0.230851314617001,-0.620464765979178,-2.07734448932714,-1.92847879002001,-0.81072539078759
-1.47152431674569,-0.620464765979178,-2.07734448932714,-1.92847879002001,-2.12035871436754
0.854964380927453,1.24092953195836,1.71606718683547,1.80980317217263,1.80854125637232
0.432936044148014,-0.620464765979178,0.451596628114596,-0.682384802622465,-0.81072539078759
-0.890104475757727,-1.55116191494795,-0.812873930606273,0.56370918477508,0.498907932792363
0.512608718257824,1.24092953195836,0.451596628114596,-0.682384802622465,0.498907932792363
0.609383708443301,1.24092953195836,-0.812873930606273,-1.92847879002001,-0.81072539078759
NA,NA,NA,NA,NA
0.454990168408916,-0.620464765979178,-0.812873930606273,0.56370918477508,0.498907932792363
-1.27880959836071,1.24092953195836,1.71606718683547,0.56370918477508,-0.81072539078759
-0.762805829291957,-0.620464765979178,0.451596628114596,0.56370918477508,0.498907932792363
0.716358375326469,-0.620464765979178,0.451596628114596,0.56370918477508,0.498907932792363
1.3307130786179,1.24092953195836,0.451596628114596,0.56370918477508,-0.81072539078759
-0.887983711249487,0.310232382989589,0.451596628114596,0.56370918477508,0.498907932792363
-0.31652718906651,-0.620464765979178,0.451596628114596,0.56370918477508,1.80854125637232
-1.84267686230468,-1.55116191494795,-2.07734448932714,-1.92847879002001,-2.12035871436754
1.38929632745575,0.310232382989589,0.451596628114596,0.56370918477508,0.498907932792363
0.566931313685389,-0.620464765979178,0.451596628114596,-0.682384802622465,-0.81072539078759
