"Variavel","N_Total","N_NA","Pct_NA"
"TX_RESP_Q21a_num",153,44,28.76
"TX_RESP_Q21d_num",153,44,28.76
"TX_RESP_Q21b_num",153,43,28.1
"TX_RESP_Q21c_num",153,43,28.1
"TX_RESP_Q20_num",153,43,28.1
"TX_RESP_Q21e_num",153,42,27.45
"TX_RESP_Q19_num",153,42,27.45
"TX_RESP_Q22e_num",153,30,19.61
"TX_RESP_Q10d_num",153,29,18.95
"TX_RESP_Q10b_num",153,28,18.3
"TX_RESP_Q10c_num",153,28,18.3
"TX_RESP_Q10e_num",153,28,18.3
"TX_RESP_Q22b_num",153,28,18.3
"TX_RESP_Q22f_num",153,28,18.3
"TX_RESP_Q23b_num",153,28,18.3
"TX_RESP_Q23f_num",153,28,18.3
"TX_RESP_Q23h_num",153,28,18.3
"TX_RESP_Q23i_num",153,28,18.3
"TX_RESP_Q10a_num",153,27,17.65
"TX_RESP_Q10f_num",153,27,17.65
"TX_RESP_Q22a_num",153,27,17.65
"TX_RESP_Q22c_num",153,27,17.65
"TX_RESP_Q22d_num",153,27,17.65
"TX_RESP_Q22g_num",153,27,17.65
"TX_RESP_Q22h_num",153,27,17.65
"TX_RESP_Q23a_num",153,27,17.65
"TX_RESP_Q23c_num",153,27,17.65
"TX_RESP_Q23d_num",153,27,17.65
"TX_RESP_Q23e_num",153,27,17.65
"TX_RESP_Q23g_num",153,27,17.65
"TX_RESP_Q01",153,0,0
"TX_RESP_Q02",153,0,0
"TX_RESP_Q03",153,0,0
"TX_RESP_Q04",153,0,0
"TX_RESP_Q05a",153,0,0
"TX_RESP_Q05b",153,0,0
"TX_RESP_Q05c",153,0,0
"TX_RESP_Q06",153,0,0
"TX_RESP_Q07a",153,0,0
"TX_RESP_Q07b",153,0,0
"TX_RESP_Q07c",153,0,0
"TX_RESP_Q07d",153,0,0
"TX_RESP_Q07e",153,0,0
"TX_RESP_Q08",153,0,0
"TX_RESP_Q09",153,0,0
"TX_RESP_Q10a",153,0,0
"TX_RESP_Q10b",153,0,0
"TX_RESP_Q10c",153,0,0
"TX_RESP_Q10d",153,0,0
"TX_RESP_Q10e",153,0,0
"TX_RESP_Q10f",153,0,0
"TX_RESP_Q11a",153,0,0
"TX_RESP_Q11b",153,0,0
"TX_RESP_Q11c",153,0,0
"TX_RESP_Q12a",153,0,0
"TX_RESP_Q12b",153,0,0
"TX_RESP_Q12c",153,0,0
"TX_RESP_Q12d",153,0,0
"TX_RESP_Q12e",153,0,0
"TX_RESP_Q12f",153,0,0
"TX_RESP_Q12g",153,0,0
"TX_RESP_Q13a",153,0,0
"TX_RESP_Q13b",153,0,0
"TX_RESP_Q13c",153,0,0
"TX_RESP_Q13d",153,0,0
"TX_RESP_Q13e",153,0,0
"TX_RESP_Q13f",153,0,0
"TX_RESP_Q13g",153,0,0
"TX_RESP_Q13h",153,0,0
"TX_RESP_Q13i",153,0,0
"TX_RESP_Q14",153,0,0
"TX_RESP_Q15a",153,0,0
"TX_RESP_Q15b",153,0,0
"TX_RESP_Q16",153,0,0
"TX_RESP_Q17",153,0,0
"TX_RESP_Q18",153,0,0
"TX_RESP_Q19",153,0,0
"TX_RESP_Q20",153,0,0
"TX_RESP_Q21a",153,0,0
"TX_RESP_Q21b",153,0,0
"TX_RESP_Q21c",153,0,0
"TX_RESP_Q21d",153,0,0
"TX_RESP_Q21e",153,0,0
"TX_RESP_Q22a",153,0,0
"TX_RESP_Q22b",153,0,0
"TX_RESP_Q22c",153,0,0
"TX_RESP_Q22d",153,0,0
"TX_RESP_Q22e",153,0,0
"TX_RESP_Q22f",153,0,0
"TX_RESP_Q22g",153,0,0
"TX_RESP_Q22h",153,0,0
"TX_RESP_Q23a",153,0,0
"TX_RESP_Q23b",153,0,0
"TX_RESP_Q23c",153,0,0
"TX_RESP_Q23d",153,0,0
"TX_RESP_Q23e",153,0,0
"TX_RESP_Q23f",153,0,0
"TX_RESP_Q23g",153,0,0
"TX_RESP_Q23h",153,0,0
"TX_RESP_Q23i",153,0,0
"TX_RESP_Q24",153,0,0
"TX_RESP_Q25",153,0,0
