"PROFICIENCIA_MT_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22g_num","TX_RESP_Q23c_num","TX_RESP_Q23g_num"
-0.952889681323277,-2.29114663223958,-1.74928556845359,-0.301816363719575,1.12774538843621,1.49872611441989,0.267393910692952
NA,NA,NA,NA,NA,NA,NA
-0.493728971639944,-0.616847170218349,-0.58309518948453,0.845085818414811,-0.402766210155791,0.142735820420942,0.267393910692952
0.624641835776145,-0.616847170218349,-0.58309518948453,0.845085818414811,-0.402766210155791,0.142735820420942,-1.00272716509857
2.94584008553072,1.05745229180288,-0.58309518948453,-2.59562072798835,-0.402766210155791,0.142735820420942,0.267393910692952
NA,NA,NA,NA,NA,NA,NA
-0.144791008556104,1.05745229180288,0.58309518948453,-0.301816363719575,1.12774538843621,0.142735820420942,-1.00272716509857
0.352088783503755,1.05745229180288,1.74928556845359,-0.301816363719575,-0.402766210155791,0.142735820420942,0.267393910692952
0.174115198950002,-0.616847170218349,-0.58309518948453,-0.301816363719575,-1.9332778087478,1.49872611441989,-2.27284824089009
-0.419270960224476,-0.616847170218349,0.58309518948453,0.845085818414811,1.12774538843621,0.142735820420942,0.267393910692952
-1.10269511956214,1.05745229180288,-0.58309518948453,-1.44871854585396,-0.402766210155791,0.142735820420942,1.53751498648447
-1.03123611633861,-0.616847170218349,-1.74928556845359,-0.301816363719575,-0.402766210155791,-1.21325447357801,0.267393910692952
-1.06629526159084,-0.616847170218349,0.58309518948453,-1.44871854585396,-0.402766210155791,0.142735820420942,0.267393910692952
-0.689960403234022,1.05745229180288,NA,0.845085818414811,-1.9332778087478,1.49872611441989,0.267393910692952
-0.801764997319037,-0.616847170218349,0.58309518948453,-0.301816363719575,-0.402766210155791,0.142735820420942,1.53751498648447
0.371751786844549,1.05745229180288,0.58309518948453,0.845085818414811,1.12774538843621,0.142735820420942,0.267393910692952
0.929461577787678,1.05745229180288,1.74928556845359,0.845085818414811,1.12774538843621,-1.21325447357801,-1.00272716509857
-0.671932968163372,-0.616847170218349,-0.58309518948453,0.845085818414811,-0.402766210155791,0.142735820420942,0.267393910692952
0.868670967026413,1.05745229180288,-0.58309518948453,0.845085818414811,1.12774538843621,-1.21325447357801,-1.00272716509857
0.743465183873185,-0.616847170218349,0.58309518948453,-0.301816363719575,1.12774538843621,0.142735820420942,-1.00272716509857
0.364530068659364,-0.616847170218349,0.58309518948453,0.845085818414811,-0.402766210155791,-2.56924476757696,1.53751498648447
