"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q22f_num"
-1.24853409497036,-0.266778857400234,-0.37057145659288
NA,NA,NA
NA,NA,NA
-1.84893142556834,-1.36057217274119,0.709197097962236
-1.3787280828949,-0.266778857400234,-1.450340011148
-1.90452998717754,-0.266778857400234,0.709197097962236
-0.5487211367672,NA,0.709197097962236
-0.656603532975252,-0.266778857400234,0.709197097962236
-1.12171595051294,1.92080777328169,1.78896565251735
0.455654846191585,-0.266778857400234,-0.37057145659288
-1.73527809340331,-0.266778857400234,1.78896565251735
NA,NA,NA
-0.98137406003475,-0.266778857400234,0.709197097962236
-1.38375111259495,-1.36057217274119,0.709197097962236
-0.44643215530692,-1.36057217274119,-0.37057145659288
-1.34642283240503,-1.36057217274119,-0.37057145659288
-1.63545114905075,-1.36057217274119,1.78896565251735
-1.29440286735996,0.827014457940725,NA
-0.706719256428021,0.827014457940725,0.709197097962236
0.275924253299779,-0.266778857400234,-1.450340011148
-1.31470641987175,-0.266778857400234,1.78896565251735
NA,NA,NA
-0.119481878386874,-1.36057217274119,1.78896565251735
0.404598147640488,-0.266778857400234,0.709197097962236
-0.753771497676441,-1.36057217274119,-1.450340011148
-1.66183025137781,-1.36057217274119,0.709197097962236
-1.34992770537236,NA,NA
-1.33310474475794,-1.36057217274119,0.709197097962236
-1.24301246696826,-0.266778857400234,NA
-0.804406226798982,-0.266778857400234,0.709197097962236
NA,NA,NA
NA,NA,0.709197097962236
1.36103910782487,0.827014457940725,0.709197097962236
0.25541407398874,0.827014457940725,1.78896565251735
0.854671585309105,0.827014457940725,-0.37057145659288
-0.339062918999799,0.827014457940725,-1.450340011148
1.88308878564415,1.92080777328169,-1.450340011148
1.27245819018125,NA,1.78896565251735
0.536365598201149,0.827014457940725,-0.37057145659288
0.683673549817345,0.827014457940725,-0.37057145659288
0.644558418820861,0.827014457940725,-1.450340011148
1.50589958393224,0.827014457940725,-0.37057145659288
0.687967073346127,0.827014457940725,-1.450340011148
1.74209209862479,1.92080777328169,-0.37057145659288
NA,NA,NA
NA,NA,NA
0.454702232378787,1.92080777328169,0.709197097962236
1.2303756095806,0.827014457940725,-0.37057145659288
0.759521344068232,-0.266778857400234,-0.37057145659288
1.35203590189212,1.92080777328169,-0.37057145659288
0.0247131308904085,-0.266778857400234,0.709197097962236
1.56043495513731,-0.266778857400234,-0.37057145659288
1.17606044074037,0.827014457940725,0.709197097962236
0.728433527762761,-1.36057217274119,-0.37057145659288
1.80411058217878,1.92080777328169,-0.37057145659288
