"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q20_num"
1.31084019097657,-0.301039864469808,NA,NA,NA,NA
0.0867533340728361,1.20415945787923,1.03629310355905,1.89242828784809,-0.942809041582063,-0.277555466595485
-0.533288447522612,-0.301039864469808,-1.50733542335861,-0.60003823761037,1.17851130197758,-0.277555466595485
0.0876522377188463,-0.301039864469808,-0.235521159899783,-0.60003823761037,0.471404520791032,-0.277555466595485
-0.664913829473683,-0.301039864469808,-0.235521159899783,-0.60003823761037,0.471404520791032,-0.277555466595485
-1.05666034789609,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.391466372283282,-0.301039864469808,1.03629310355905,-0.60003823761037,-0.235702260395516,-0.277555466595485
-0.318521926240546,1.20415945787923,-0.235521159899783,-0.60003823761037,1.17851130197758,-0.277555466595485
-1.57444343156588,-0.301039864469808,-1.50733542335861,-0.60003823761037,1.17851130197758,3.46944333244355
NA,NA,NA,NA,NA,NA
0.505752824789408,-0.301039864469808,-0.235521159899783,0.64619502511886,-0.942809041582063,-0.277555466595485
-0.204743458782954,1.20415945787923,-0.235521159899783,-0.60003823761037,-0.942809041582063,-0.277555466595485
-0.33027206618056,1.20415945787923,1.03629310355905,0.64619502511886,1.17851130197758,-0.277555466595485
-0.201364318059402,-0.301039864469808,1.03629310355905,0.64619502511886,-0.942809041582063,-0.277555466595485
0.567489939409587,-0.301039864469808,-0.235521159899783,-0.60003823761037,1.17851130197758,-0.277555466595485
-0.711336667592219,-1.80623918681884,-1.50733542335861,-0.60003823761037,1.17851130197758,-0.277555466595485
NA,NA,NA,NA,NA,NA
0.647616777040698,-0.301039864469808,-0.235521159899783,-0.60003823761037,1.17851130197758,-0.277555466595485
0.595842487742654,1.20415945787923,1.03629310355905,3.13866155057732,-0.942809041582063,-0.277555466595485
-0.562691730994721,-0.301039864469808,-1.50733542335861,-0.60003823761037,1.17851130197758,-0.277555466595485
-0.914963934920836,-1.80623918681884,-0.235521159899783,-0.60003823761037,-0.942809041582063,-0.277555466595485
NA,NA,NA,NA,NA,NA
-0.615775106304257,-1.80623918681884,1.03629310355905,-0.60003823761037,1.17851130197758,-0.277555466595485
1.30918031862999,-0.301039864469808,1.03629310355905,1.89242828784809,-0.942809041582063,-0.277555466595485
-1.43812289022006,-1.80623918681884,-1.50733542335861,-0.60003823761037,1.17851130197758,3.46944333244355
-1.35467452788857,-0.301039864469808,-0.235521159899783,-0.60003823761037,-0.942809041582063,-0.277555466595485
1.10018411233163,1.20415945787923,-0.235521159899783,0.64619502511886,-0.235702260395516,-0.277555466595485
-0.156271488844238,-0.301039864469808,-0.235521159899783,0.64619502511886,-0.942809041582063,-0.277555466595485
NA,NA,NA,NA,NA,NA
1.27362967092553,1.20415945787923,-0.235521159899783,-0.60003823761037,-0.942809041582063,-0.277555466595485
-0.370500416717721,1.20415945787923,-0.235521159899783,-0.60003823761037,-0.942809041582063,-0.277555466595485
0.0257440550363841,1.20415945787923,1.03629310355905,-0.60003823761037,-0.942809041582063,-0.277555466595485
0.0470503354910963,-0.301039864469808,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.487406758797654,-0.301039864469808,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
3.35486791852475,1.20415945787923,2.30810736701788,0.64619502511886,-0.942809041582063,-0.277555466595485
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
