"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10e_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22g_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
1.87987663251716,-1.20659949980977,-0.809173593712687,0.720749970156447,1.85216946644159,-0.109369659814952,-1.15577119279413,1.35400640077266,-0.741619848709566,-1.5,-0.866025403784439,-0.552770798392567,-2.04706526287664
-0.353323039972175,0.402199833269922,-0.809173593712687,0.720749970156447,-1.20391015318703,-0.109369659814952,-0.0963142660661774,-1.35400640077266,-0.741619848709566,1.5,0.288675134594813,1.6583123951777,-0.511766315719159
-0.204998879894976,-1.20659949980977,1.13284303119776,-1.26131244777378,-0.185216946644159,1.09369659814952,0.963142660661774,0,-0.741619848709566,-0.5,0.288675134594813,-0.552770798392567,1.02353263143832
-0.951431438120067,0.402199833269922,1.13284303119776,0.720749970156447,0.833476259898716,-0.109369659814952,0.963142660661774,0,0.741619848709566,1.5,1.44337567297406,1.6583123951777,1.02353263143832
0.85006855961744,-1.20659949980977,-0.809173593712687,-1.26131244777378,NA,NA,NA,-1.35400640077266,0.741619848709566,0.5,0.288675134594813,-0.552770798392567,-0.511766315719159
-1.86863305033711,0.402199833269922,1.13284303119776,NA,-0.185216946644159,1.09369659814952,-0.0963142660661774,0,0.741619848709566,-0.5,0.288675134594813,1.6583123951777,1.02353263143832
-0.123693705994453,0.402199833269922,-0.809173593712687,0.720749970156447,-1.20391015318703,-0.109369659814952,0.963142660661774,0,0.741619848709566,0.5,-0.866025403784439,-0.552770798392567,1.02353263143832
0.477497619567435,0.402199833269922,1.13284303119776,-1.26131244777378,-0.185216946644159,-0.109369659814952,-1.15577119279413,1.35400640077266,0.741619848709566,0.5,0.288675134594813,-0.552770798392567,-0.511766315719159
-0.185998319104167,0.402199833269922,-0.809173593712687,0.720749970156447,-0.185216946644159,-0.109369659814952,0.963142660661774,-1.35400640077266,-0.741619848709566,-0.5,1.44337567297406,-0.552770798392567,1.02353263143832
0.993229928019699,-1.20659949980977,-0.809173593712687,-1.26131244777378,0.833476259898716,-2.51550217574389,-1.15577119279413,0,-2.2248595461287,-1.5,-2.02072594216369,-0.552770798392567,-0.511766315719159
-0.88231340103493,2.01099916634961,1.13284303119776,0.720749970156447,-1.20391015318703,-0.109369659814952,0.963142660661774,0,0.741619848709566,0.5,0.288675134594813,-0.552770798392567,-0.511766315719159
0.369719094736136,0.402199833269922,-0.809173593712687,0.720749970156447,0.833476259898716,1.09369659814952,-1.15577119279413,1.35400640077266,0.741619848709566,-0.5,-0.866025403784439,-0.552770798392567,-0.511766315719159
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
