"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10c_num","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21e_num"
-1.84866183079496,0.291647914188641,0.308957190326662,0.308957190326662,-1.29071376725652,0.801360574866096
NA,NA,NA,NA,NA,NA
0.193977376123854,0.291647914188641,0.308957190326662,0.308957190326662,-0.117337615205138,0.801360574866096
NA,NA,NA,NA,NA,NA
-0.211201634611374,2.43039928490534,0.308957190326662,0.308957190326662,2.22941468889762,0.801360574866096
2.68678024007643,0.291647914188641,0.308957190326662,0.308957190326662,1.05603853684624,-0.65565865216317
-0.297227217180463,0.291647914188641,0.308957190326662,0.308957190326662,1.05603853684624,0.801360574866096
1.31684971714478,0.291647914188641,-3.08957190326662,-3.08957190326662,1.05603853684624,0.801360574866096
-0.265177584768982,0.291647914188641,0.308957190326662,0.308957190326662,-0.117337615205138,-0.65565865216317
-0.271533709934965,0.291647914188641,0.308957190326662,0.308957190326662,1.05603853684624,0.801360574866096
-0.130329165452092,0.291647914188641,0.308957190326662,0.308957190326662,-0.117337615205138,-2.11267787919244
0.0567025262970857,0.291647914188641,0.308957190326662,0.308957190326662,-0.117337615205138,-0.65565865216317
NA,NA,NA,NA,NA,NA
-0.511047809897179,-1.84710345652806,0.308957190326662,0.308957190326662,-0.117337615205138,-0.65565865216317
0.141197988341128,0.291647914188641,0.308957190326662,0.308957190326662,-1.29071376725652,0.801360574866096
0.732053954967924,0.291647914188641,0.308957190326662,0.308957190326662,NA,NA
-1.19312553896841,-1.84710345652806,0.308957190326662,0.308957190326662,-1.29071376725652,0.801360574866096
0.251141611615102,0.291647914188641,0.308957190326662,0.308957190326662,NA,NA
-0.830802743941406,0.291647914188641,0.308957190326662,0.308957190326662,1.05603853684624,0.801360574866096
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.758510570159843,-1.84710345652806,0.308957190326662,0.308957190326662,-1.29071376725652,0.801360574866096
-1.55498777116346,-1.84710345652806,0.308957190326662,0.308957190326662,-1.29071376725652,0.801360574866096
NA,NA,NA,NA,NA,NA
1.246297490177,0.291647914188641,-3.08957190326662,0.308957190326662,-0.117337615205138,-2.11267787919244
0.462367897389443,0.291647914188641,0.308957190326662,0.308957190326662,-0.117337615205138,-0.65565865216317
NA,NA,NA,NA,NA,NA
0.051875443550619,0.291647914188641,0.308957190326662,0.308957190326662,-0.117337615205138,-0.65565865216317
0.73336133118976,0.291647914188641,0.308957190326662,-3.08957190326662,-0.117337615205138,-0.65565865216317
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
