"PROFICIENCIA_MT_SAEB","TX_RESP_Q21b_num","TX_RESP_Q22c_num","TX_RESP_Q23e_num","TX_RESP_Q23h_num","TX_RESP_Q20_num"
0.120109812649723,2.44822548992849,1.29154913710386,0,-1.54329911290674,-0.223606797749979
0.59366425494299,NA,-0.935259719971759,-2.44948974278318,1.21259216014101,NA
0.208933131945939,-0.723339349297054,1.29154913710386,1.22474487139159,-0.165353476382865,-0.223606797749979
0.483190121109193,1.39103721018664,1.29154913710386,1.22474487139159,1.21259216014101,-0.223606797749979
0.447200515357969,NA,0.178144708566049,-1.22474487139159,-0.165353476382865,NA
0.447646286791456,-0.723339349297054,-0.935259719971759,-1.22474487139159,-0.165353476382865,-0.223606797749979
NA,NA,NA,NA,NA,NA
-0.762292370024237,-0.723339349297054,0.178144708566049,0,-0.165353476382865,-0.223606797749979
0.706121458668806,1.39103721018664,-0.935259719971759,0,-0.165353476382865,-0.223606797749979
1.18098520927686,0.333848930444794,-0.935259719971759,0,1.21259216014101,-0.223606797749979
0.28741308190498,1.39103721018664,-0.935259719971759,0,1.21259216014101,-0.223606797749979
-0.520586106792789,0.333848930444794,0.178144708566049,1.22474487139159,-0.165353476382865,-0.223606797749979
1.52340049566438,0.333848930444794,-0.935259719971759,-1.22474487139159,-0.165353476382865,-0.223606797749979
1.81933126928674,-0.723339349297054,-2.04866414850957,-1.22474487139159,-0.165353476382865,-0.223606797749979
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-1.00113418377546,NA,1.29154913710386,0,-0.165353476382865,NA
-0.157710864130781,-0.723339349297054,0.178144708566049,0,-0.165353476382865,-0.223606797749979
-1.90184387244823,NA,1.29154913710386,1.22474487139159,-2.92124474943062,4.2485291572496
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.0948025840207964,-0.723339349297054,0.178144708566049,0,1.21259216014101,-0.223606797749979
-1.74421782201818,-0.723339349297054,-0.935259719971759,-1.22474487139159,-1.54329911290674,-0.223606797749979
-0.0934130404940019,NA,0.178144708566049,1.22474487139159,-0.165353476382865,NA
-1.02445603731667,-0.723339349297054,1.29154913710386,0,-0.165353476382865,-0.223606797749979
-1.09216726421308,NA,0.178144708566049,1.22474487139159,1.21259216014101,NA
-1.0212731764143,-0.723339349297054,0.178144708566049,1.22474487139159,-0.165353476382865,-0.223606797749979
1.62274545185344,0.333848930444794,-0.935259719971759,0,1.21259216014101,-0.223606797749979
-0.674374630769262,-0.723339349297054,-0.935259719971759,0,-0.165353476382865,-0.223606797749979
0.647530862965317,-0.723339349297054,1.29154913710386,0,-0.165353476382865,-0.223606797749979
