"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22h_num","TX_RESP_Q23g_num"
0.520801542218272,0.372193684159389,0.744041075682088,-0.717137165600636,-1.05603853684624,-0.692991453158116,0.675663924692176,-0.240917761208429
-1.31466898518401,NA,-2.56280814957164,NA,NA,NA,NA,-0.240917761208429
0.0523448213549413,0.372193684159389,-0.909383536944774,-2.39045721866879,-1.05603853684624,1.00098765456172,0.675663924692176,-0.240917761208429
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.511652274234175,0.372193684159389,-0.909383536944774,0.956182887467515,1.29071376725652,1.00098765456172,0.675663924692176,-1.3491394627672
0.228787422235651,0.372193684159389,0.744041075682088,0.956182887467515,0.117337615205138,-2.38697056087796,0.675663924692176,0.867303940350345
-0.199557843695875,NA,NA,-0.717137165600636,1.29071376725652,1.00098765456172,0.675663924692176,0.867303940350345
-0.91096033379657,-1.5818231576774,-0.909383536944774,0.956182887467515,-1.05603853684624,-0.692991453158116,-0.675663924692176,0.867303940350345
0.606633086491147,0.372193684159389,0.744041075682088,0.956182887467515,0.117337615205138,-0.692991453158116,-0.675663924692176,-0.240917761208429
-0.163499181049137,0.372193684159389,0.744041075682088,0.956182887467515,1.29071376725652,-0.692991453158116,0.675663924692176,0.867303940350345
0.771295145507327,0.372193684159389,0.744041075682088,0.956182887467515,1.29071376725652,1.00098765456172,0.675663924692176,-0.240917761208429
1.27791859913248,0.372193684159389,0.744041075682088,-0.717137165600636,0.117337615205138,1.00098765456172,0.675663924692176,0.867303940350345
1.20457906172033,0.372193684159389,0.744041075682088,-0.717137165600636,-1.05603853684624,-0.692991453158116,-0.675663924692176,-2.45736116432598
1.01886953577742,0.372193684159389,-0.909383536944774,0.956182887467515,1.29071376725652,-0.692991453158116,-0.675663924692176,-1.3491394627672
-1.43357635857663,NA,-0.909383536944774,NA,NA,NA,NA,0.867303940350345
2.1938496307929,0.372193684159389,0.744041075682088,0.956182887467515,0.117337615205138,1.00098765456172,0.675663924692176,0.867303940350345
-0.523400642629126,0.372193684159389,0.744041075682088,-0.717137165600636,-1.05603853684624,1.00098765456172,0.675663924692176,-0.240917761208429
-0.893676382722706,-3.53583999951419,NA,-0.717137165600636,NA,-0.692991453158116,-2.02699177407653,-0.240917761208429
-0.367472646677753,0.372193684159389,-0.909383536944774,0.956182887467515,0.117337615205138,1.00098765456172,0.675663924692176,0.867303940350345
NA,NA,NA,NA,NA,NA,NA,NA
-1.22723182174484,0.372193684159389,0.744041075682088,-0.717137165600636,-1.05603853684624,-0.692991453158116,-2.02699177407653,0.867303940350345
-1.81833590539098,0.372193684159389,NA,-0.717137165600636,-1.05603853684624,-0.692991453158116,-2.02699177407653,NA
-0.583021800592684,0.372193684159389,-0.909383536944774,-0.717137165600636,-1.05603853684624,-0.692991453158116,0.675663924692176,0.867303940350345
-0.340222762188361,0.372193684159389,0.744041075682088,-0.717137165600636,0.117337615205138,-0.692991453158116,-0.675663924692176,-1.3491394627672
1.13810910282311,0.372193684159389,0.744041075682088,0.956182887467515,1.29071376725652,1.00098765456172,0.675663924692176,-1.3491394627672
0.250784441960923,-1.5818231576774,NA,NA,NA,1.00098765456172,0.675663924692176,0.867303940350345
