"PROFICIENCIA_LP_SAEB","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q23a_num","TX_RESP_Q23g_num"
0.315445048557305,0.100870613972138,0.859382820344268,1.17206543065538,0
-0.209657199971205,0.95827083273531,0.859382820344268,1.17206543065538,1.30384048104053
0.559327683881391,0.100870613972138,0.859382820344268,-0.146508178831922,1.30384048104053
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.547385462193373,0.95827083273531,-0.531998888784547,-0.146508178831922,0
0.233125198893325,0.100870613972138,0.859382820344268,-0.146508178831922,-1.30384048104053
NA,NA,NA,NA,NA
0.767349822379903,0.95827083273531,-1.22768974334895,1.17206543065538,0
0.344583768824144,-1.61392982355421,-1.22768974334895,-0.146508178831922,0
-1.07840927097407,0.100870613972138,0.859382820344268,-0.146508178831922,0
-0.748251677927128,-1.61392982355421,0.859382820344268,1.17206543065538,1.30384048104053
-2.05770839937827,0.100870613972138,0.859382820344268,-0.146508178831922,0
1.43523012041592,0.95827083273531,0.163691965779861,1.17206543065538,0
1.90158597371739,0.95827083273531,-1.22768974334895,-0.146508178831922,1.30384048104053
-1.56072754381682,-1.61392982355421,-1.22768974334895,-2.78365539780652,-1.30384048104053
0.264159365070521,0.100870613972138,0.859382820344268,-0.146508178831922,0
-0.666658259670188,-1.61392982355421,0.859382820344268,-1.46508178831922,-2.60768096208106
0.785758788534207,NA,NA,-0.146508178831922,0
NA,NA,NA,NA,NA
-0.220551170321905,0.95827083273531,-1.22768974334895,-0.146508178831922,0
0.482783213978868,0.100870613972138,-1.22768974334895,-0.146508178831922,0
