"PROFICIENCIA_MT_SAEB","TX_RESP_Q21d_num","TX_RESP_Q22g_num","TX_RESP_Q23e_num"
0.514032645421387,NA,NA,0.361428596863379
-0.264557693699547,-0.802579383098625,-1.81782363242991,-0.722857193726757
-0.0598575260638301,-0.802579383098625,-0.393042947552414,0.361428596863379
NA,NA,NA,NA
0.0789068168132697,1.52213331277325,-0.393042947552414,0.361428596863379
-2.04006303621357,-0.802579383098625,1.03173773732509,0.361428596863379
-1.60181471854651,0.747229080815961,-0.393042947552414,-0.722857193726757
0.786996513079661,-0.802579383098625,-0.393042947552414,-1.80714298431689
1.49181544510767,-0.802579383098625,1.03173773732509,1.44571438745351
0.912744928313039,-0.0276751511413318,1.03173773732509,0.361428596863379
-1.73708726104249,1.52213331277325,-1.81782363242991,-1.80714298431689
NA,NA,NA,NA
1.75838047787426,NA,1.03173773732509,0.361428596863379
-0.819626253426247,1.52213331277325,1.03173773732509,1.44571438745351
-0.150736845267981,0.747229080815961,-1.81782363242991,-1.80714298431689
-0.0696670404965737,-0.802579383098625,1.03173773732509,0.361428596863379
1.23083368368672,-0.802579383098625,1.03173773732509,0.361428596863379
0.856941749750592,-0.802579383098625,-0.393042947552414,0.361428596863379
-0.744850384613877,-0.802579383098625,-0.393042947552414,0.361428596863379
0.515834499218233,1.52213331277325,1.03173773732509,-1.80714298431689
-0.295161375362835,1.52213331277325,-0.393042947552414,0.361428596863379
NA,NA,NA,NA
-0.861062082710373,1.52213331277325,-1.81782363242991,0.361428596863379
NA,NA,NA,NA
-0.25230699513431,1.52213331277325,-0.393042947552414,-0.722857193726757
1.20459195544527,-0.802579383098625,-0.393042947552414,0.361428596863379
-1.34989961891642,-0.0276751511413318,1.03173773732509,-0.722857193726757
0.496825415971873,-0.802579383098625,1.03173773732509,1.44571438745351
-0.766370609644069,-0.0276751511413318,-0.393042947552414,-1.80714298431689
1.36655668337452,-0.802579383098625,-0.393042947552414,1.44571438745351
-0.732696225104529,-0.0276751511413318,-0.393042947552414,0.361428596863379
NA,NA,NA,NA
0.911846792211798,-0.802579383098625,1.03173773732509,0.361428596863379
-0.36855365954169,-0.802579383098625,-0.393042947552414,0.361428596863379
-0.0119962804834642,-0.802579383098625,1.03173773732509,0.361428596863379
