"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q22e_num","TX_RESP_Q23f_num"
NA,NA,NA,NA
-0.772042747379926,-0.510162767888577,-0.406269372895221,-1.06681182100723
0.0400942473448255,0.595189895870006,-0.406269372895221,0.190502110894147
0.44432689372257,-0.510162767888577,0.710971402566636,1.44781604279552
0.60917578739546,0.595189895870006,1.82821217802849,1.44781604279552
1.68158237850274,-0.510162767888577,-0.406269372895221,-1.06681182100723
NA,NA,NA,NA
-1.2328603085061,-1.61551543164716,-1.52351014835708,-1.06681182100723
0.668265596141395,-0.510162767888577,0.710971402566636,0.190502110894147
1.71910252027207,1.70054255962859,-0.406269372895221,0.190502110894147
-1.92998039226753,-0.510162767888577,-1.52351014835708,-2.3241257529086
-0.855484614593549,-0.510162767888577,-0.406269372895221,0.190502110894147
-1.45627228759286,0.595189895870006,-0.406269372895221,0.190502110894147
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0.413593914247158,NA,-0.406269372895221,0.190502110894147
NA,NA,NA,NA
NA,NA,NA,NA
0.149902982742351,1.70054255962859,0.710971402566636,0.190502110894147
0.442321571280749,NA,0.710971402566636,-1.06681182100723
-0.0873171854155339,-0.510162767888577,-0.406269372895221,-1.06681182100723
-0.267024165019453,0.595189895870006,-0.406269372895221,-1.06681182100723
-1.06613479392443,-0.510162767888577,0.710971402566636,-1.06681182100723
1.71006085195742,0.595189895870006,0.710971402566636,0.190502110894147
1.2193854226171,-0.510162767888577,-0.406269372895221,0.190502110894147
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-1.40650170804452,-1.61551543164716,-0.406269372895221,0.190502110894147
1.74788097331378,1.70054255962859,1.82821217802849,-1.06681182100723
NA,NA,NA,NA
-1.03640448623483,NA,-1.52351014835708,0.190502110894147
-0.319838173448335,-0.510162767888577,-0.406269372895221,1.44781604279552
NA,NA,NA,NA
-0.787836164465369,NA,0.710971402566636,-1.06681182100723
-0.394750917592249,NA,1.82821217802849,0.190502110894147
0.321950034197447,-0.510162767888577,-0.406269372895221,0.190502110894147
-0.266492708615084,1.70054255962859,-0.406269372895221,1.44781604279552
0.273090000563288,0.595189895870006,-1.52351014835708,0.190502110894147
-0.779630622954841,-0.510162767888577,0.710971402566636,-1.06681182100723
NA,NA,NA,NA
0.525073741114641,0.595189895870006,0.710971402566636,1.44781604279552
-0.780257733905273,NA,-0.406269372895221,0.190502110894147
1.31881085387,-1.61551543164716,-1.52351014835708,1.44781604279552
0.154211240676864,NA,1.82821217802849,1.44781604279552
