"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q23g_num"
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.186341116228937,1.32066656578242,-1.38851244322089,0.643777398801052,1.2962216492591,1.24728276093045
-0.186449470493183,-0.0471666630636576,-0.599584918663567,0.643777398801052,1.2962216492591,-0.869318287921223
-0.184113504586552,1.32066656578242,0.978270130451084,-0.505825099057969,-1.11743245625785,0.188982236504613
5.1994662407817,1.32066656578242,0.978270130451084,-0.505825099057969,-1.11743245625785,-0.869318287921223
NA,NA,NA,NA,NA,NA
-0.186014932953234,-1.41499989190973,-1.38851244322089,0.643777398801052,1.2962216492591,-1.92761881234706
-0.186641255085373,-1.41499989190973,-1.38851244322089,0.643777398801052,-1.11743245625785,1.24728276093045
-0.18469742947577,-1.41499989190973,0.978270130451084,-0.505825099057969,0.0893945965006277,-1.92761881234706
-0.185541777558163,1.32066656578242,0.978270130451084,0.643777398801052,0.0893945965006277,0.188982236504613
NA,NA,NA,NA,NA,NA
-0.186012819601795,-0.0471666630636576,0.189342605893758,-0.505825099057969,-1.11743245625785,0.188982236504613
-0.18725339421572,-0.0471666630636576,0.978270130451084,0.643777398801052,0.0893945965006277,1.24728276093045
-0.186567329090761,1.32066656578242,0.189342605893758,-2.80503009477601,1.2962216492591,0.188982236504613
-0.187424045524607,-1.41499989190973,-1.38851244322089,0.643777398801052,1.2962216492591,1.24728276093045
-0.185870824880872,-1.41499989190973,-1.38851244322089,0.643777398801052,-1.11743245625785,0.188982236504613
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.186217104925977,-0.0471666630636576,NA,NA,1.2962216492591,0.188982236504613
-0.186338941554373,-1.41499989190973,0.978270130451084,0.643777398801052,NA,NA
-0.186439924218645,-0.0471666630636576,NA,NA,-1.11743245625785,-0.869318287921223
-0.184193680138376,-0.0471666630636576,-1.38851244322089,0.643777398801052,0.0893945965006277,-0.869318287921223
-0.1858619922134,1.32066656578242,0.978270130451084,-1.65542759691699,NA,-0.869318287921223
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.18430093174178,-0.0471666630636576,NA,NA,1.2962216492591,0.188982236504613
-0.1862525035048,NA,NA,NA,NA,NA
-0.185061339384884,-0.0471666630636576,-0.599584918663567,-1.65542759691699,-1.11743245625785,0.188982236504613
-0.186599332453976,-1.41499989190973,NA,NA,0.0893945965006277,-1.92761881234706
-0.183668760458061,-0.0471666630636576,0.978270130451084,0.643777398801052,-1.11743245625785,-0.869318287921223
-0.184674546158157,-0.0471666630636576,0.189342605893758,0.643777398801052,0.0893945965006277,1.24728276093045
-0.182980909741201,-0.0471666630636576,0.978270130451084,-1.65542759691699,0.0893945965006277,0.188982236504613
NA,NA,NA,NA,NA,NA
-0.185356785014756,1.32066656578242,0.189342605893758,0.643777398801052,-1.11743245625785,0.188982236504613
-0.186378597454308,-0.0471666630636576,0.978270130451084,0.643777398801052,-1.11743245625785,1.24728276093045
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.187229445354654,-0.0471666630636576,0.189342605893758,0.643777398801052,1.2962216492591,1.24728276093045
NA,NA,NA,NA,NA,NA
-0.184983546769389,-0.0471666630636576,-1.38851244322089,-0.505825099057969,0.0893945965006277,0.188982236504613
NA,1.32066656578242,0.189342605893758,0.643777398801052,0.0893945965006277,0.188982236504613
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
