"PROFICIENCIA_LP_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22d_num","TX_RESP_Q22f_num","TX_RESP_Q23d_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23i_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
-0.949125584128951,0.467426352442802,NA,NA,0.902956815386518,0.718243006142779,-0.215472901842834,0.312640945658523,0,-0.563918357472361,NA,NA
1.88543506892949,0.467426352442802,-0.872524747516223,1.28452325786651,-0.15049280256442,-0.287297202457111,-0.215472901842834,-1.87584567395114,-1.80277563773199,1.01505304345025,3.17542648054294,3.17542648054294
0.368252700170384,0.467426352442802,-0.872524747516223,1.28452325786651,-1.20394242051536,-1.292837411057,-0.215472901842834,0.312640945658523,0,-2.14288975839497,-0.288675134594813,-0.288675134594813
0.789715979188618,0.467426352442802,-0.872524747516223,-0.428174419288838,0.902956815386518,0.718243006142779,1.292837411057,1.40688425546335,0,1.01505304345025,-0.288675134594813,-0.288675134594813
0.0831681918659694,0.467426352442802,-0.124646392502317,-0.428174419288838,-2.25739203846629,-2.29837761965689,1.292837411057,1.40688425546335,1.80277563773199,1.01505304345025,-0.288675134594813,-0.288675134594813
-1.22713600729595,0.467426352442802,1.37111031752549,-1.28452325786651,0.902956815386518,0.718243006142779,-1.72378321474267,-0.781602364146308,0,-0.563918357472361,-0.288675134594813,-0.288675134594813
-0.184131784855939,-2.80455811465682,1.37111031752549,-0.428174419288838,-0.15049280256442,-0.287297202457111,-0.215472901842834,0.312640945658523,0,-0.563918357472361,-0.288675134594813,-0.288675134594813
0.3395126423589,0.467426352442802,-0.872524747516223,0.428174419288838,-0.15049280256442,-0.287297202457111,-1.72378321474267,-0.781602364146308,0,-0.563918357472361,-0.288675134594813,-0.288675134594813
0.541696965170885,0.467426352442802,0.623231962511588,0.428174419288838,-0.15049280256442,0.718243006142779,1.292837411057,0.312640945658523,0,1.01505304345025,-0.288675134594813,-0.288675134594813
-1.02211706290101,0.467426352442802,NA,NA,0.902956815386518,0.718243006142779,-0.215472901842834,-0.781602364146308,0,-0.563918357472361,NA,NA
1.4876730410479,0.467426352442802,-0.872524747516223,1.28452325786651,-1.20394242051536,-1.292837411057,1.292837411057,1.40688425546335,-1.80277563773199,1.01505304345025,-0.288675134594813,-0.288675134594813
-0.0365846003552867,0.467426352442802,0.623231962511588,-1.28452325786651,0.902956815386518,0.718243006142779,-0.215472901842834,-0.781602364146308,0,-0.563918357472361,-0.288675134594813,-0.288675134594813
-0.582780016572426,-1.16856588110701,1.37111031752549,-1.28452325786651,0.902956815386518,0.718243006142779,-0.215472901842834,0.312640945658523,0,1.01505304345025,-0.288675134594813,-0.288675134594813
-1.49357953262259,-1.16856588110701,-0.872524747516223,0.428174419288838,-0.15049280256442,0.718243006142779,-0.215472901842834,-0.781602364146308,1.80277563773199,-0.563918357472361,-0.288675134594813,-0.288675134594813
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
