"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
1.59019959857543,-0.538638634844706,1.07937232068015,0.588370505082338,1.89223747448531,-0.582085500087199,1,0.0654069940167726,-0.74059347946465,-0.766476320439145,0.588370505082338,-0.378905386770404,0.951302988308988,0,1.01629203649234,0.089308856137821,1.24025326257979,0.951302988308988,1.25
1.59989774272312,0.923380516876639,1.07937232068015,0.588370505082338,0.0540639278424375,-0.582085500087199,-1,-1.04651190426837,-0.74059347946465,0.164244925808388,0.588370505082338,0.69465987574574,0.951302988308988,0,-0.312705241997642,0.089308856137821,-0.286212291364566,-0.665912091816292,-0.75
-0.662417281620911,0.923380516876639,NA,-0.66191681821763,0.0540639278424375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.797490685726096,-0.538638634844706,-0.415143200261595,-0.66191681821763,-0.865022845478999,-2.23132775033426,-2,-1.04651190426837,-1.70906187568766,-1.69719756668668,-0.66191681821763,-0.378905386770404,-0.665912091816292,-1.15470053837925,-1.64170252048762,0.089308856137821,-0.286212291364566,0.951302988308988,-0.75
0.0846389930013701,0.923380516876639,1.07937232068015,0.588370505082338,0.0540639278424375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.5541585591884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.57731910170167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.20826679825481,-0.538638634844706,-0.415143200261595,-1.9122041415176,-0.865022845478999,1.06715675015986,1,1.17732589230191,1.19634331298136,1.09496617205592,0.588370505082338,0.69465987574574,0.951302988308988,0,-0.312705241997642,0.089308856137821,-0.286212291364566,-0.665912091816292,-0.75
-0.0980407151613772,NA,NA,-1.9122041415176,-0.865022845478999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.963514207554897,0.923380516876639,1.07937232068015,0.588370505082338,0.0540639278424375,1.06715675015986,1,0.0654069940167726,0.227874916758354,1.09496617205592,0.588370505082338,0.69465987574574,0.951302988308988,1.15470053837925,1.01629203649234,0.089308856137821,-0.286212291364566,0.951302988308988,1.25
