"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num"
1.05249417385159,-0.538638634844706,0.449088713139071,1.07937232068015,1.89223747448531,-0.582085500087199,1,0.588370505082338,-0.378905386770404,0.951302988308988,0.089308856137821,1.24025326257979,-2.46957962605213
1.99052477763065,0.923380516876639,0.449088713139071,1.07937232068015,0.0540639278424375,-0.582085500087199,-1,0.588370505082338,0.69465987574574,0.951302988308988,0.089308856137821,-0.286212291364566,-1.30338924708307
-0.207965498396022,0.923380516876639,NA,NA,0.0540639278424375,NA,NA,NA,NA,NA,NA,NA,NA
-1.02160565296274,-0.538638634844706,-2.09574732798234,-0.415143200261595,-0.865022845478999,-2.23132775033426,-2,-0.66191681821763,-0.378905386770404,-0.665912091816292,0.089308856137821,-0.286212291364566,1.02899151085505
-0.695107306839821,0.923380516876639,0.449088713139071,1.07937232068015,0.0540639278424375,NA,NA,NA,NA,NA,NA,NA,NA
-1.68113583679494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.96799598667359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.334124202770358,-0.538638634844706,0.449088713139071,-0.415143200261595,-0.865022845478999,1.06715675015986,1,0.588370505082338,0.69465987574574,0.951302988308988,0.089308856137821,-0.286212291364566,-0.137198868114007
1.13992781899536,NA,NA,NA,-0.865022845478999,NA,NA,NA,NA,NA,NA,NA,NA
1.37146926436741,0.923380516876639,0.449088713139071,1.07937232068015,0.0540639278424375,1.06715675015986,1,0.588370505082338,0.69465987574574,0.951302988308988,0.089308856137821,-0.286212291364566,-0.137198868114007
0.232608534630865,0.923380516876639,0.449088713139071,-0.415143200261595,1.89223747448531,1.06715675015986,1,0.588370505082338,0.69465987574574,0.951302988308988,1.60755941048078,1.24025326257979,1.02899151085505
-0.126651505477723,0.923380516876639,0.449088713139071,1.07937232068015,NA,1.06715675015986,1,0.588370505082338,0.69465987574574,0.951302988308988,1.60755941048078,1.24025326257979,1.02899151085505
-0.62022259634653,0.923380516876639,0.449088713139071,1.07937232068015,0.0540639278424375,-0.582085500087199,0,0.588370505082338,0.69465987574574,-0.665912091816292,-1.42894169820514,NA,-0.137198868114007
0.212709330510699,-0.538638634844706,0.449088713139071,-0.415143200261595,0.0540639278424375,1.06715675015986,0,-0.66191681821763,0.69465987574574,-0.665912091816292,-1.42894169820514,-0.286212291364566,-0.137198868114007
0.934171299045507,0.923380516876639,NA,-0.415143200261595,-0.865022845478999,-0.582085500087199,0,-0.66191681821763,0.69465987574574,-2.28312717194157,0.089308856137821,-0.286212291364566,-0.137198868114007
1.084002646072,0.923380516876639,0.449088713139071,1.07937232068015,1.89223747448531,1.06715675015986,1,0.588370505082338,0.69465987574574,0.951302988308988,1.60755941048078,1.24025326257979,1.02899151085505
-0.448670695282833,-0.538638634844706,0.449088713139071,-0.415143200261595,0.0540639278424375,-0.582085500087199,-1,0.588370505082338,-1.45247064928655,-0.665912091816292,0.089308856137821,-0.286212291364566,-0.137198868114007
-0.884261332387796,-0.538638634844706,-2.09574732798234,-1.90965872120334,-0.865022845478999,-0.582085500087199,0,-0.66191681821763,-0.378905386770404,-0.665912091816292,0.089308856137821,-1.81267784530892,1.02899151085505
0.173220534628924,-2.00065778656605,-2.09574732798234,-1.90965872120334,-0.865022845478999,-0.582085500087199,0,-0.66191681821763,-0.378905386770404,-0.665912091816292,0.089308856137821,-0.286212291364566,-1.30338924708307
-0.781016440283772,-2.00065778656605,0.449088713139071,-0.415143200261595,NA,-0.582085500087199,-2,-3.16249146481757,-2.52603591180269,-0.665912091816292,-1.42894169820514,-1.81267784530892,-0.137198868114007
0.413087312524262,-0.538638634844706,0.449088713139071,-0.415143200261595,NA,-0.582085500087199,0,0.588370505082338,-1.45247064928655,-0.665912091816292,0.089308856137821,-0.286212291364566,-0.137198868114007
0.164541361958853,-0.538638634844706,0.449088713139071,-0.415143200261595,-0.865022845478999,1.06715675015986,0,0.588370505082338,0.69465987574574,0.951302988308988,-1.42894169820514,1.24025326257979,1.02899151085505
