"PROFICIENCIA_LP_SAEB","TX_RESP_Q21d_num","TX_RESP_Q23a_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23h_num"
-0.843900890243701,-0.467707173346743,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.147806757475003,-0.467707173346743,-0.50395263067897,0.195047374401374,0.266666666666667,1.36533162080961,0.504016128774185,-0.666666666666667
-1.34753671892602,NA,NA,NA,NA,NA,NA,NA
0.925683856392604,NA,-0.50395263067897,0.195047374401374,-2.13333333333333,-0.195047374401374,-0.840026881290309,1.33333333333333
1.84946283534677,0.467707173346743,1.76383420737639,1.75542636961236,-0.933333333333333,-0.195047374401374,0.504016128774185,1.33333333333333
0.66515874430121,2.33853586673371,1.76383420737639,NA,1.46666666666667,-0.195047374401374,1.84805913883868,1.33333333333333
-0.635225567032248,-0.467707173346743,-0.50395263067897,0.195047374401374,0.266666666666667,1.36533162080961,-0.840026881290309,-0.666666666666667
-1.03189331863063,NA,-0.50395263067897,0.195047374401374,0.266666666666667,NA,NA,-0.666666666666667
0.706625224876952,-0.467707173346743,-0.50395263067897,0.195047374401374,0.266666666666667,-0.195047374401374,0.504016128774185,-0.666666666666667
0.359632765676048,-0.467707173346743,-0.50395263067897,-1.36533162080961,0.266666666666667,-1.75542636961236,-0.840026881290309,-0.666666666666667
-0.795813689235982,-0.467707173346743,-0.50395263067897,-1.36533162080961,0.266666666666667,-0.195047374401374,-0.840026881290309,-0.666666666666667
NA,NA,NA,NA,NA,NA,NA,NA
