"PROFICIENCIA_MT_SAEB","TX_RESP_Q10d_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23i_num"
0.777808138516964,0.724568837309472,1.26491106406735,-0.504016128774185,-0.724568837309472,0.409332617182361,-0.467707173346743,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.345134372487107,0.724568837309472,-0.316227766016838,-1.84805913883868,2.17370651192842,-0.682221028637269,-0.467707173346743,0.333333333333333,0.20333142711014,0.126131244777378,-0.126131244777378,0,-0.105409255338946,-0.50395263067897,-0.18490006540841,0.195047374401374,-0.843274042711568
-0.159875703767578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05409255338946
-0.667101733109183,NA,-0.316227766016838,NA,NA,NA,NA,0.333333333333333,0.20333142711014,-0.882918713441648,-0.126131244777378,0.894427190999916,0.843274042711568,-0.50395263067897,-1.8490006540841,0.195047374401374,1.05409255338946
1.88843464386121,0.724568837309472,1.26491106406735,-0.504016128774185,0.241522945769824,-0.682221028637269,0.467707173346743,0.333333333333333,0.20333142711014,0.126131244777378,-0.126131244777378,0,-0.105409255338946,1.76383420737639,1.47920052326728,1.75542636961236,-0.843274042711568
-0.362846171012918,0.724568837309472,1.26491106406735,0.840026881290309,-0.724568837309472,0.409332617182361,2.33853586673371,0.333333333333333,-1.62665141688112,NA,NA,-0.894427190999916,-1.05409255338946,1.76383420737639,1.47920052326728,NA,NA
-0.448428000734583,-1.20761472884912,-0.316227766016838,-0.504016128774185,-0.724568837309472,-1.7737746744569,-0.467707173346743,0.333333333333333,1.11832284910577,1.1351812029964,0.882918713441648,0.894427190999916,0.843274042711568,-0.50395263067897,-0.18490006540841,0.195047374401374,-0.843274042711568
1.35400008581335,NA,-0.316227766016838,NA,NA,NA,NA,NA,-1.62665141688112,-1.89196867166067,-2.14423116121543,-1.78885438199983,-2.00277585143997,-0.50395263067897,-0.18490006540841,0.195047374401374,-0.843274042711568
-1.34846928615998,-1.20761472884912,-1.89736659610103,0.840026881290309,-0.724568837309472,0.409332617182361,-0.467707173346743,-2.66666666666667,0.20333142711014,0.126131244777378,-0.126131244777378,-0.894427190999916,-0.105409255338946,-0.50395263067897,-0.18490006540841,0.195047374401374,1.05409255338946
-0.299232624601215,-1.20761472884912,-0.316227766016838,0.840026881290309,0.241522945769824,0.409332617182361,-0.467707173346743,0.333333333333333,0.20333142711014,0.126131244777378,0.882918713441648,0.894427190999916,0.843274042711568,-0.50395263067897,-0.18490006540841,-1.36533162080961,-0.843274042711568
-1.07942372129317,0.724568837309472,-0.316227766016838,0.840026881290309,0.241522945769824,1.50088626300199,-0.467707173346743,0.333333333333333,1.11832284910577,1.1351812029964,0.882918713441648,0.894427190999916,0.843274042711568,-0.50395263067897,-0.18490006540841,-1.36533162080961,1.05409255338946
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
