"PROFICIENCIA_MT_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
-0.946432882805324,0.479420914242099,-1.12358346703021,1.20394242051536,1.11269728052837,1.11269728052837,1.36041865477365,1.20394242051536,1.67530677986236,0.845926354861617,1.87028760047807,1.28388147753274,-0.393397896234721
-1.4612974049059,0.479420914242099,-1.12358346703021,0.15049280256442,-0.185449546754729,-0.185449546754729,0.240073880254174,0.15049280256442,0.223374237314982,-0.0769023958965108,-0.15585730003984,1.28388147753274,2.36038737740833
-0.457881428003358,1.82179947411998,1.02143951548201,-0.902956815386518,1.11269728052837,-0.185449546754729,0.240073880254174,0.15049280256442,0.223374237314982,-0.0769023958965108,-0.15585730003984,-0.385164443259822,-0.393397896234721
-0.721582463821416,1.82179947411998,1.02143951548201,-0.902956815386518,-0.185449546754729,-0.185449546754729,-0.880270894265305,-0.902956815386518,0.223374237314982,-1.92255989741277,-0.15585730003984,-0.385164443259822,-0.393397896234721
0.628459434800111,0.479420914242099,1.02143951548201,0.15049280256442,-0.185449546754729,-0.185449546754729,0.240073880254174,0.15049280256442,-1.2285583052324,-0.0769023958965108,-0.15585730003984,-0.385164443259822,-0.393397896234721
-0.776289855258571,-0.862957645635778,-1.12358346703021,0.15049280256442,1.11269728052837,-0.185449546754729,-0.880270894265305,1.20394242051536,-1.2285583052324,0.845926354861617,-0.15585730003984,-0.385164443259822,-0.393397896234721
0.476633824562324,-0.862957645635778,0.306431854644603,0.15049280256442,-0.185449546754729,-0.185449546754729,0.240073880254174,0.15049280256442,0.223374237314982,-0.0769023958965108,-0.15585730003984,1.28388147753274,-0.393397896234721
0.44912761554217,-0.862957645635778,-1.12358346703021,-0.902956815386518,-1.48359637403783,-2.78174320132093,-2.00061566878478,0.15049280256442,-1.2285583052324,0.845926354861617,-0.15585730003984,-0.385164443259822,-0.393397896234721
1.89647481197321,-0.862957645635778,-1.12358346703021,-1.95640643333745,-1.48359637403783,-0.185449546754729,-0.880270894265305,-0.902956815386518,0.223374237314982,-0.0769023958965108,-0.15585730003984,-2.05421036405238,-0.393397896234721
-0.0287573778921241,0.479420914242099,-0.408575806192804,1.20394242051536,1.11269728052837,1.11269728052837,1.36041865477365,1.20394242051536,NA,NA,NA,NA,-0.393397896234721
0.19294550956746,-0.862957645635778,1.02143951548201,0.15049280256442,-0.185449546754729,-0.185449546754729,0.240073880254174,-0.902956815386518,-1.2285583052324,NA,-0.15585730003984,-0.385164443259822,-0.393397896234721
-1.08831099838734,0.479420914242099,-0.408575806192804,1.20394242051536,-1.48359637403783,1.11269728052837,1.36041865477365,1.20394242051536,1.67530677986236,0.845926354861617,1.87028760047807,1.28388147753274,-0.393397896234721
0.110420485271616,-0.862957645635778,1.02143951548201,1.20394242051536,1.11269728052837,1.11269728052837,-0.880270894265305,-1.95640643333745,0.223374237314982,0.845926354861617,-2.18200220055775,-0.385164443259822,2.36038737740833
1.72649072935715,-0.862957645635778,1.02143951548201,-0.902956815386518,-0.185449546754729,-0.185449546754729,0.240073880254174,-0.902956815386518,0.223374237314982,-1.92255989741277,-0.15585730003984,-0.385164443259822,-0.393397896234721
