"Variavel","N_Total","N_NA","Pct_NA"
"TX_RESP_Q21a_num",128,20,15.62
"TX_RESP_Q21b_num",128,20,15.62
"TX_RESP_Q21c_num",128,20,15.62
"TX_RESP_Q21d_num",128,20,15.62
"TX_RESP_Q21e_num",128,20,15.62
"TX_RESP_Q19_num",128,20,15.62
"TX_RESP_Q20_num",128,20,15.62
"TX_RESP_Q10e_num",128,19,14.84
"TX_RESP_Q23b_num",128,19,14.84
"TX_RESP_Q10a_num",128,18,14.06
"TX_RESP_Q10f_num",128,18,14.06
"TX_RESP_Q22g_num",128,18,14.06
"TX_RESP_Q22h_num",128,18,14.06
"TX_RESP_Q23d_num",128,18,14.06
"TX_RESP_Q23e_num",128,18,14.06
"TX_RESP_Q10b_num",128,17,13.28
"TX_RESP_Q10c_num",128,17,13.28
"TX_RESP_Q10d_num",128,17,13.28
"TX_RESP_Q22a_num",128,17,13.28
"TX_RESP_Q22b_num",128,17,13.28
"TX_RESP_Q22c_num",128,17,13.28
"TX_RESP_Q22d_num",128,17,13.28
"TX_RESP_Q22e_num",128,17,13.28
"TX_RESP_Q22f_num",128,17,13.28
"TX_RESP_Q23a_num",128,17,13.28
"TX_RESP_Q23c_num",128,17,13.28
"TX_RESP_Q23f_num",128,17,13.28
"TX_RESP_Q23g_num",128,17,13.28
"TX_RESP_Q23h_num",128,17,13.28
"TX_RESP_Q23i_num",128,17,13.28
"TX_RESP_Q01",128,0,0
"TX_RESP_Q02",128,0,0
"TX_RESP_Q03",128,0,0
"TX_RESP_Q04",128,0,0
"TX_RESP_Q05a",128,0,0
"TX_RESP_Q05b",128,0,0
"TX_RESP_Q05c",128,0,0
"TX_RESP_Q06",128,0,0
"TX_RESP_Q07a",128,0,0
"TX_RESP_Q07b",128,0,0
"TX_RESP_Q07c",128,0,0
"TX_RESP_Q07d",128,0,0
"TX_RESP_Q07e",128,0,0
"TX_RESP_Q08",128,0,0
"TX_RESP_Q09",128,0,0
"TX_RESP_Q10a",128,0,0
"TX_RESP_Q10b",128,0,0
"TX_RESP_Q10c",128,0,0
"TX_RESP_Q10d",128,0,0
"TX_RESP_Q10e",128,0,0
"TX_RESP_Q10f",128,0,0
"TX_RESP_Q11a",128,0,0
"TX_RESP_Q11b",128,0,0
"TX_RESP_Q11c",128,0,0
"TX_RESP_Q12a",128,0,0
"TX_RESP_Q12b",128,0,0
"TX_RESP_Q12c",128,0,0
"TX_RESP_Q12d",128,0,0
"TX_RESP_Q12e",128,0,0
"TX_RESP_Q12f",128,0,0
"TX_RESP_Q12g",128,0,0
"TX_RESP_Q13a",128,0,0
"TX_RESP_Q13b",128,0,0
"TX_RESP_Q13c",128,0,0
"TX_RESP_Q13d",128,0,0
"TX_RESP_Q13e",128,0,0
"TX_RESP_Q13f",128,0,0
"TX_RESP_Q13g",128,0,0
"TX_RESP_Q13h",128,0,0
"TX_RESP_Q13i",128,0,0
"TX_RESP_Q14",128,0,0
"TX_RESP_Q15a",128,0,0
"TX_RESP_Q15b",128,0,0
"TX_RESP_Q16",128,0,0
"TX_RESP_Q17",128,0,0
"TX_RESP_Q18",128,0,0
"TX_RESP_Q19",128,0,0
"TX_RESP_Q20",128,0,0
"TX_RESP_Q21a",128,0,0
"TX_RESP_Q21b",128,0,0
"TX_RESP_Q21c",128,0,0
"TX_RESP_Q21d",128,0,0
"TX_RESP_Q21e",128,0,0
"TX_RESP_Q22a",128,0,0
"TX_RESP_Q22b",128,0,0
"TX_RESP_Q22c",128,0,0
"TX_RESP_Q22d",128,0,0
"TX_RESP_Q22e",128,0,0
"TX_RESP_Q22f",128,0,0
"TX_RESP_Q22g",128,0,0
"TX_RESP_Q22h",128,0,0
"TX_RESP_Q23a",128,0,0
"TX_RESP_Q23b",128,0,0
"TX_RESP_Q23c",128,0,0
"TX_RESP_Q23d",128,0,0
"TX_RESP_Q23e",128,0,0
"TX_RESP_Q23f",128,0,0
"TX_RESP_Q23g",128,0,0
"TX_RESP_Q23h",128,0,0
"TX_RESP_Q23i",128,0,0
"TX_RESP_Q24",128,0,0
"TX_RESP_Q25",128,0,0
