"PROFICIENCIA_LP_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q23a_num","TX_RESP_Q23c_num"
-0.180959774540676,0.410566255383114,-0.500206739723534,-0.675259093065244,-0.711434228534904,-2.22766483624796,-2.62076726411018,-2.53859103528797
-0.178306165195462,0.410566255383114,0.909466799497334,0.945362730291341,1.5700617457322,-0.0353597593055232,-0.873589088036728,1.26929551764398
-0.17991239137644,-1.34900341054452,-0.500206739723534,0.135051818613049,0.0490644295541313,1.0607927791657,0.873589088036728,1.26929551764398
-0.180630018842621,-1.34900341054452,-0.500206739723534,1.75567364196963,-0.711434228534904,-0.0353597593055232,-0.873589088036728,-1.26929551764398
-0.179687927455847,0.410566255383114,-0.500206739723534,1.75567364196963,-0.711434228534904,-0.0353597593055232,-0.873589088036728,-1.26929551764398
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.178847389749388,0.410566255383114,-1.9098802789444,-0.675259093065244,-0.711434228534904,-0.0353597593055232,-0.873589088036728,0
NA,NA,NA,NA,NA,NA,NA,NA
-0.180537381357647,-3.10857307647215,-1.9098802789444,-0.675259093065244,1.5700617457322,1.0607927791657,-0.873589088036728,-1.26929551764398
-0.179952569746031,-1.34900341054452,-0.500206739723534,1.75567364196963,-0.711434228534904,-1.13151229777674,-0.873589088036728,-1.26929551764398
NA,NA,NA,NA,NA,NA,NA,NA
-0.178846900700959,0.410566255383114,0.909466799497334,-0.675259093065244,-0.711434228534904,-1.13151229777674,0.873589088036728,0
NA,NA,NA,NA,NA,NA,NA,NA
-0.181071376501799,0.410566255383114,-0.500206739723534,-0.675259093065244,1.5700617457322,1.0607927791657,NA,NA
-0.179047695252935,0.410566255383114,0.909466799497334,-0.675259093065244,-0.711434228534904,1.0607927791657,-0.873589088036728,1.26929551764398
-0.179194342773807,0.410566255383114,0.909466799497334,-0.675259093065244,0.0490644295541313,-1.13151229777674,0.873589088036728,0
-0.179616049912302,0.410566255383114,0.909466799497334,-0.675259093065244,0.809563087643167,-0.0353597593055232,0.873589088036728,0
-0.17848980657927,0.410566255383114,-0.500206739723534,0.945362730291341,-0.711434228534904,-1.13151229777674,0.873589088036728,1.26929551764398
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.179994953415813,0.410566255383114,-0.500206739723534,-0.675259093065244,0.0490644295541313,-1.13151229777674,-0.873589088036728,0
-0.179283438007035,0.410566255383114,0.909466799497334,-0.675259093065244,-0.711434228534904,-0.0353597593055232,-0.873589088036728,-1.26929551764398
-0.179673962225893,0.410566255383114,2.3191403387182,-0.675259093065244,1.5700617457322,1.0607927791657,0.873589088036728,0
-0.180034648408293,0.410566255383114,-0.500206739723534,NA,1.5700617457322,1.0607927791657,0.873589088036728,1.26929551764398
NA,NA,NA,NA,NA,NA,NA,NA
-0.180450189139256,0.410566255383114,-0.500206739723534,-0.675259093065244,-0.711434228534904,1.0607927791657,-0.873589088036728,0
-0.178561697705211,0.410566255383114,0.909466799497334,0.135051818613049,-0.711434228534904,-1.13151229777674,0.873589088036728,0
-0.179520913965207,-3.10857307647215,0.909466799497334,-0.675259093065244,-0.711434228534904,-1.13151229777674,-0.873589088036728,0
-0.180540037198841,0.410566255383114,0.909466799497334,-0.675259093065244,1.5700617457322,1.0607927791657,-0.873589088036728,0
-0.180197470979927,0.410566255383114,-0.500206739723534,-0.675259093065244,-0.711434228534904,-0.0353597593055232,-0.873589088036728,0
-0.178539896255014,0.410566255383114,-0.500206739723534,1.75567364196963,-0.711434228534904,-0.0353597593055232,0.873589088036728,1.26929551764398
-0.178856662559665,0.410566255383114,-0.500206739723534,-0.675259093065244,1.5700617457322,1.0607927791657,0.873589088036728,1.26929551764398
-0.180372312759184,NA,0.909466799497334,-0.675259093065244,-0.711434228534904,1.0607927791657,0.873589088036728,0
-0.180517070847615,0.410566255383114,-1.9098802789444,-0.675259093065244,1.5700617457322,1.0607927791657,0.873589088036728,0
5.38815726639769,0.410566255383114,-0.500206739723534,1.75567364196963,-0.711434228534904,-1.13151229777674,0.873589088036728,-1.26929551764398
-0.179298889656538,0.410566255383114,-0.500206739723534,-0.675259093065244,-0.711434228534904,1.0607927791657,0.873589088036728,1.26929551764398
-0.178052254949765,0.410566255383114,0.909466799497334,1.75567364196963,-0.711434228534904,-1.13151229777674,0.873589088036728,0
-0.179163078339249,0.410566255383114,0.909466799497334,0.135051818613049,-0.711434228534904,-0.0353597593055232,0.873589088036728,0
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
