"PROFICIENCIA_MT_SAEB","TX_RESP_Q21b_num","TX_RESP_Q23b_num"
-0.337263419449037,0.438048071547771,-0.12700012700019
-0.429091109907598,-1.10800394567965,-0.12700012700019
0.977836781667379,1.21107408016148,-2.75166941833746
1.81477844401259,0.438048071547771,1.18533451866844
NA,NA,NA
NA,NA,NA
0.325424842583554,1.21107408016148,-0.12700012700019
-0.951294120856095,NA,-0.12700012700019
2.39367002059358,1.21107408016148,-0.12700012700019
0.914506041191408,0.438048071547771,-0.12700012700019
NA,NA,NA
-0.451554109336998,1.21107408016148,1.18533451866844
0.335577628940494,-1.10800394567965,-0.12700012700019
-0.916524479267419,0.438048071547771,-0.12700012700019
-0.61082068459116,-1.10800394567965,-0.12700012700019
0.923437532728441,-1.10800394567965,-1.43933477266883
NA,NA,NA
-1.08679089124345,-1.10800394567965,-0.12700012700019
0.309385448353149,1.21107408016148,1.18533451866844
NA,NA,NA
-0.0322320617340808,-1.10800394567965,-0.12700012700019
0.773866348112091,-1.10800394567965,-2.75166941833746
1.03767476519582,0.438048071547771,-0.12700012700019
1.05867887654594,1.21107408016148,-0.12700012700019
0.273948131020749,NA,NA
NA,NA,NA
0.909334593704842,-0.334977937065942,-0.12700012700019
2.13022634678511,1.21107408016148,-0.12700012700019
1.82419109484577,1.21107408016148,-0.12700012700019
0.642597730233883,-1.10800394567965,-0.12700012700019
1.02125043502631,0.438048071547771,-0.12700012700019
1.46971808474067,1.21107408016148,-0.12700012700019
1.10378903249896,0.438048071547771,-0.12700012700019
1.27174712542199,0.438048071547771,1.18533451866844
NA,NA,NA
0.955345257443376,-1.10800394567965,-1.43933477266883
-1.63230397324171,-1.10800394567965,1.18533451866844
0.230404968292575,-1.10800394567965,-0.12700012700019
NA,NA,NA
-0.419281662602244,-1.10800394567965,1.18533451866844
NA,NA,NA
-0.25278005589426,1.21107408016148,-0.12700012700019
NA,NA,NA
-0.205867694065816,-1.10800394567965,-1.43933477266883
-1.08140680437893,0.438048071547771,-0.12700012700019
-0.667224108554793,1.21107408016148,-0.12700012700019
-1.11682749996068,-0.334977937065942,1.18533451866844
-1.31174405318062,-1.10800394567965,1.18533451866844
NA,NA,NA
-0.90035438536338,-1.10800394567965,1.18533451866844
NA,NA,NA
NA,NA,NA
-0.142001146568714,1.21107408016148,-1.43933477266883
NA,NA,NA
-0.135396976444121,1.21107408016148,1.18533451866844
-1.05443884290229,NA,1.18533451866844
0.661004852459844,-1.10800394567965,-0.12700012700019
NA,NA,NA
NA,NA,NA
1.11188535545957,1.21107408016148,-0.12700012700019
0.30618967235211,-1.10800394567965,-0.12700012700019
-0.88062264564496,0.438048071547771,-0.12700012700019
NA,NA,NA
NA,NA,NA
-0.579771892029666,-1.10800394567965,-0.12700012700019
-0.73097185942221,-0.334977937065942,-0.12700012700019
-0.543796408322781,1.21107408016148,-1.43933477266883
0.0583684036380358,1.21107408016148,-1.43933477266883
1.61514664872081,1.21107408016148,-0.12700012700019
NA,NA,NA
-0.963919169440973,0.438048071547771,NA
-0.602789700839643,-0.334977937065942,NA
NA,NA,NA
-1.36262795064396,NA,1.18533451866844
-1.55887035417164,-1.10800394567965,-0.12700012700019
-1.09165343348414,0.438048071547771,1.18533451866844
NA,NA,NA
1.27157487137172,1.21107408016148,-2.75166941833746
-0.606882413713012,-1.10800394567965,1.18533451866844
-0.871693513461281,-1.10800394567965,1.18533451866844
0.0274514797991337,-1.10800394567965,-0.12700012700019
NA,NA,NA
-0.84931604590482,-1.10800394567965,1.18533451866844
-0.804144121655887,-1.10800394567965,-0.12700012700019
NA,NA,NA
-1.32674749998974,0.438048071547771,1.18533451866844
-0.688648779954111,0.438048071547771,-0.12700012700019
-0.551356945517701,NA,1.18533451866844
NA,NA,NA
NA,NA,NA
