"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22e_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
0.530651410588439,-1.8490006540841,-0.750939261482638,0.626783170528009,0.621260744197395,1.15470053837925,0.462789860334753,1.02353263143832,1.44913767461894,0.936281675898539,1.49078803979366,1.78018190616791,0.957427107756338,0.809173593712687,0
-1.06499195309767,NA,-0.750939261482638,-1.88034951158403,-1.24252148839479,-1.44337567297406,-0.647905804468655,-0.511766315719159,NA,-2.49675113572944,0.135526185435788,-2.10385134365299,-0.957427107756338,0.809173593712687,1.22474487139159
-1.37924756567314,1.47920052326728,NA,0.626783170528009,0.621260744197395,1.15470053837925,0.462789860334753,-0.511766315719159,-0.621059003408118,-0.20806259464412,0.135526185435788,-0.161834718742538,-0.957427107756338,-1.13284303119776,1.22474487139159
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.360547877407191,-0.18490006540841,-0.750939261482638,0.626783170528009,0.621260744197395,-0.577350269189626,0.462789860334753,1.02353263143832,-0.621059003408118,-0.20806259464412,-1.21973566892209,-0.161834718742538,0.957427107756338,0.809173593712687,1.22474487139159
-0.952017979595296,-0.18490006540841,NA,-0.626783170528009,-1.24252148839479,-0.577350269189626,-0.647905804468655,1.02353263143832,-0.621059003408118,0.936281675898539,-1.21973566892209,-0.161834718742538,0.957427107756338,0.809173593712687,NA
1.86762757423944,-0.18490006540841,1.35169067066875,0.626783170528009,0.621260744197395,0.288675134594813,0.462789860334753,1.02353263143832,1.44913767461894,-0.20806259464412,0.135526185435788,-0.161834718742538,0.957427107756338,0.809173593712687,-1.22474487139159
-0.7506057475864,-0.18490006540841,NA,0.626783170528009,0.621260744197395,-0.577350269189626,0.462789860334753,-2.04706526287664,-0.621059003408118,-0.20806259464412,NA,-0.161834718742538,-0.957427107756338,-1.13284303119776,0
-0.285644803523226,NA,NA,-1.88034951158403,-2.17441260469088,-1.44337567297406,0.462789860334753,-0.511766315719159,NA,NA,NA,-0.161834718742538,-0.957427107756338,-1.13284303119776,0
0.515462108977466,1.47920052326728,1.35169067066875,-0.626783170528009,-0.310630372098698,0.288675134594813,-2.86929713407547,-0.511766315719159,-0.621059003408118,-0.20806259464412,0.135526185435788,-0.161834718742538,-0.957427107756338,-1.13284303119776,0
0.570070476277564,-0.18490006540841,-0.750939261482638,0.626783170528009,0.621260744197395,-0.577350269189626,0.462789860334753,1.02353263143832,1.44913767461894,0.936281675898539,-1.21973566892209,1.78018190616791,0.957427107756338,0.809173593712687,-1.22474487139159
-0.0750242231934675,NA,0.300375704593055,0.626783170528009,0.621260744197395,1.15470053837925,0.462789860334753,-0.511766315719159,-0.621059003408118,-0.20806259464412,0.135526185435788,-0.161834718742538,-0.957427107756338,-1.13284303119776,-1.22474487139159
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.38426857999349,-0.18490006540841,NA,0.626783170528009,0.621260744197395,1.15470053837925,0.462789860334753,-0.511766315719159,-0.621059003408118,0.936281675898539,1.49078803979366,-0.161834718742538,0.957427107756338,0.809173593712687,NA
