"PROFICIENCIA_MT_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q23f_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
-0.506653550281503,-2.14121351612524,-0.750939261482638,-1.21973566892209,0.626783170528009,0.621260744197395,1.58113883008419,0.957427107756338,0.809173593712687,0
0.162408416452701,NA,-0.750939261482638,0.135526185435788,-1.88034951158403,-1.24252148839479,NA,-0.957427107756338,0.809173593712687,1.22474487139159
-1.60184194326647,0.611775290321498,NA,0.135526185435788,0.626783170528009,0.621260744197395,0,-0.957427107756338,-1.13284303119776,1.22474487139159
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.655620682632287,0.611775290321498,-0.750939261482638,0.135526185435788,0.626783170528009,0.621260744197395,1.58113883008419,0.957427107756338,0.809173593712687,1.22474487139159
-0.577874613522158,-0.764719112901872,NA,NA,-0.626783170528009,-1.24252148839479,-1.58113883008419,0.957427107756338,0.809173593712687,NA
0.119926031527332,0.611775290321498,1.35169067066875,1.49078803979366,0.626783170528009,0.621260744197395,0,0.957427107756338,0.809173593712687,-1.22474487139159
-0.535645376868381,-0.764719112901872,NA,0.135526185435788,0.626783170528009,0.621260744197395,0,-0.957427107756338,-1.13284303119776,0
-0.765965126611099,NA,NA,-1.21973566892209,-1.88034951158403,-2.17441260469088,-1.58113883008419,-0.957427107756338,-1.13284303119776,0
-0.358094156445468,0.611775290321498,1.35169067066875,-1.21973566892209,-0.626783170528009,-0.310630372098698,0,-0.957427107756338,-1.13284303119776,0
2.36932153779714,0.611775290321498,-0.750939261482638,0.135526185435788,0.626783170528009,0.621260744197395,0,0.957427107756338,0.809173593712687,-1.22474487139159
0.189411921171819,NA,0.300375704593055,1.49078803979366,0.626783170528009,0.621260744197395,0,-0.957427107756338,-1.13284303119776,-1.22474487139159
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.849386177413805,0.611775290321498,NA,NA,0.626783170528009,0.621260744197395,0,0.957427107756338,0.809173593712687,NA
