"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q23a_num","TX_RESP_Q23g_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
1.45824267154046,-0.58554004376912,-0.801783725737273,0.944911182523068,0.726273039202563,-0.133630620956212,0.377964473009227,2.26778683805536
NA,NA,NA,NA,NA,NA,NA,NA
-0.582997419469309,-0.58554004376912,-0.801783725737273,0.944911182523068,-0.544704779401922,0.801783725737273,0.377964473009227,-0.377964473009227
-0.826488527397108,-0.58554004376912,1.0690449676497,-1.70084012854152,0.726273039202563,0.801783725737273,-0.944911182523068,-0.377964473009227
-0.24955262932128,-0.58554004376912,-0.801783725737273,0.944911182523068,0.726273039202563,-0.133630620956212,-0.944911182523068,-0.377964473009227
NA,NA,NA,NA,NA,NA,NA,NA
1.41890226897261,1.4638501094228,1.0690449676497,-0.377964473009227,0.726273039202563,-0.133630620956212,0.377964473009227,-0.377964473009227
-0.737714195624183,-0.58554004376912,1.0690449676497,-0.377964473009227,-0.544704779401922,-2.00445931434318,-0.944911182523068,-0.377964473009227
-0.480392168701181,1.4638501094228,-0.801783725737273,-0.377964473009227,-1.81568259800641,0.801783725737273,1.70084012854152,-0.377964473009227
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
