"PROFICIENCIA_MT_SAEB","TX_RESP_Q10d_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q19_num"
-0.163847481260593,0.763762615825973,-1.77516873259089,-0.23914335132648,-0.156886012173656,-1.13053959463691,NA
-0.16276165715964,0.763762615825973,-0.580964312484292,0.837001729642679,-0.156886012173656,0.18234509590918,-0.517563610657193
-0.161339316634333,0.763762615825973,-0.580964312484292,-0.23914335132648,-0.156886012173656,0.18234509590918,NA
-0.161604974802105,0.763762615825973,0.613240107622308,0.837001729642679,-0.156886012173656,0.18234509590918,-0.517563610657193
-0.162922295020459,0.763762615825973,-1.77516873259089,-1.31528843229564,-1.56886012173656,-1.13053959463691,-0.517563610657193
-0.162299411227058,-0.763762615825973,0.613240107622308,0.837001729642679,-0.156886012173656,0.18234509590918,-0.517563610657193
-0.16281056440431,-0.763762615825973,0.613240107622308,-0.23914335132648,-0.156886012173656,0.18234509590918,NA
-0.162788891398816,-2.29128784747792,0.613240107622308,0.837001729642679,-0.156886012173656,0.18234509590918,-0.517563610657193
-0.161794182553167,-2.29128784747792,0.613240107622308,-1.31528843229564,-0.156886012173656,-1.13053959463691,-0.517563610657193
-0.162282885584686,-0.763762615825973,0.613240107622308,0.837001729642679,1.25508809738925,1.49522978645527,-0.517563610657193
-0.160679310384741,0.763762615825973,0.613240107622308,0.837001729642679,-0.156886012173656,0.18234509590918,-0.517563610657193
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.161004534986834,0.763762615825973,0.613240107622308,-1.31528843229564,-0.156886012173656,0.18234509590918,-0.517563610657193
-0.161117861951386,0.763762615825973,0.613240107622308,-0.23914335132648,1.25508809738925,1.49522978645527,NA
-0.160706972156052,0.763762615825973,0.613240107622308,0.837001729642679,1.25508809738925,0.18234509590918,-0.517563610657193
-0.161157247962545,0.763762615825973,0.613240107622308,0.837001729642679,-0.156886012173656,0.18234509590918,-0.517563610657193
-0.163131901912519,-0.763762615825973,0.613240107622308,0.837001729642679,1.25508809738925,1.49522978645527,1.19039630451155
NA,NA,NA,NA,NA,NA,NA
-0.163419506118329,NA,NA,NA,NA,NA,1.19039630451155
-0.16323755480787,-0.763762615825973,0.613240107622308,-1.31528843229564,-1.56886012173656,-1.13053959463691,-0.517563610657193
NA,NA,NA,NA,NA,NA,NA
-0.16206618904261,-0.763762615825973,0.613240107622308,0.837001729642679,-1.56886012173656,-1.13053959463691,1.19039630451155
NA,NA,NA,NA,NA,NA,NA
-0.163128415160259,0.763762615825973,-0.580964312484292,0.837001729642679,-1.56886012173656,-1.13053959463691,-0.517563610657193
-0.16289939512595,-0.763762615825973,0.613240107622308,0.837001729642679,-0.156886012173656,0.18234509590918,NA
NA,NA,NA,NA,NA,NA,NA
-0.161113667206793,0.763762615825973,-0.580964312484292,-0.23914335132648,1.25508809738925,1.49522978645527,-0.517563610657193
-0.163521811861493,NA,0.613240107622308,NA,NA,NA,2.89835621968028
NA,NA,NA,NA,NA,NA,NA
-0.162877090747896,-0.763762615825973,-0.580964312484292,-0.23914335132648,-0.156886012173656,0.18234509590918,2.89835621968028
6.00219006337371,0.763762615825973,0.613240107622308,0.837001729642679,-0.156886012173656,0.18234509590918,-0.517563610657193
-0.162281071778494,-0.763762615825973,0.613240107622308,0.837001729642679,-0.156886012173656,0.18234509590918,1.19039630451155
-0.162319764630519,0.763762615825973,0.613240107622308,-0.23914335132648,-0.156886012173656,-1.13053959463691,1.19039630451155
-0.161164367256851,-0.763762615825973,-1.77516873259089,-0.23914335132648,-0.156886012173656,0.18234509590918,1.19039630451155
-0.162926547815693,0.763762615825973,0.613240107622308,-0.23914335132648,-0.156886012173656,0.18234509590918,-0.517563610657193
-0.162237940771517,0.763762615825973,0.613240107622308,0.837001729642679,1.25508809738925,1.49522978645527,-0.517563610657193
-0.163804242773717,0.763762615825973,-1.77516873259089,-2.3914335132648,-2.98083423129946,-2.44342428518301,-0.517563610657193
-0.161480333798653,0.763762615825973,0.613240107622308,0.837001729642679,1.25508809738925,0.18234509590918,-0.517563610657193
-0.161592258395903,0.763762615825973,-0.580964312484292,-0.23914335132648,-0.156886012173656,0.18234509590918,-0.517563610657193
-0.161015965171227,0.763762615825973,0.613240107622308,0.837001729642679,-0.156886012173656,0.18234509590918,-0.517563610657193
-0.161110852612863,0.763762615825973,0.613240107622308,0.837001729642679,1.25508809738925,0.18234509590918,-0.517563610657193
-0.162852291783936,-0.763762615825973,-1.77516873259089,-1.31528843229564,1.25508809738925,1.49522978645527,-0.517563610657193
-0.163110985090675,-2.29128784747792,-2.96937315269749,-2.3914335132648,1.25508809738925,-2.44342428518301,-0.517563610657193
-0.16178032202322,-0.763762615825973,0.613240107622308,-1.31528843229564,-0.156886012173656,0.18234509590918,-0.517563610657193
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
