"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q22h_num","TX_RESP_Q23h_num","TX_RESP_Q19_num"
-0.203442568536248,-1.18887028883189,0.763762615825973,NA,-0.23914335132648,-0.779432378019464,NA
0.342372052281384,-1.18887028883189,0.763762615825973,0.750484339734046,0.837001729642679,-0.779432378019464,-0.517563610657193
0.255381346636383,0.317032077021838,0.763762615825973,NA,-0.23914335132648,-0.779432378019464,NA
1.25410301024561,0.317032077021838,0.763762615825973,-0.450290603840427,0.837001729642679,1.02300499615055,-0.517563610657193
0.887219481366548,0.317032077021838,0.763762615825973,0.750484339734046,-1.31528843229564,-0.779432378019464,-0.517563610657193
1.434527069454,0.317032077021838,-0.763762615825973,0.750484339734046,0.837001729642679,1.02300499615055,-0.517563610657193
-0.505210250820515,-1.18887028883189,-0.763762615825973,NA,-0.23914335132648,-0.779432378019464,NA
-0.388917757104943,-1.18887028883189,-2.29128784747792,-0.450290603840427,0.837001729642679,-0.779432378019464,-0.517563610657193
-0.419048557148779,-1.18887028883189,-2.29128784747792,-0.450290603840427,-1.31528843229564,-0.779432378019464,-0.517563610657193
-0.215257914483604,-1.18887028883189,-0.763762615825973,-1.6510655474149,0.837001729642679,1.02300499615055,-0.517563610657193
0.678822787543938,0.317032077021838,0.763762615825973,0.750484339734046,0.837001729642679,-0.779432378019464,-0.517563610657193
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.563644210004796,0.317032077021838,0.763762615825973,0.750484339734046,-1.31528843229564,1.02300499615055,-0.517563610657193
-0.848730858250548,-1.18887028883189,0.763762615825973,NA,-0.23914335132648,-0.779432378019464,NA
0.256251927946139,0.317032077021838,0.763762615825973,-0.450290603840427,0.837001729642679,1.02300499615055,-0.517563610657193
-1.0621603713947,0.317032077021838,0.763762615825973,-1.6510655474149,0.837001729642679,-0.779432378019464,-0.517563610657193
-0.858001685853382,-1.18887028883189,-0.763762615825973,0.750484339734046,0.837001729642679,1.02300499615055,1.19039630451155
NA,NA,NA,NA,NA,NA,NA
-1.77998167137016,-1.18887028883189,NA,NA,NA,NA,1.19039630451155
-1.48065093317843,0.317032077021838,-0.763762615825973,-0.450290603840427,-1.31528843229564,-0.779432378019464,-0.517563610657193
NA,NA,NA,NA,NA,NA,NA
-0.641261007493168,-1.18887028883189,-0.763762615825973,-0.450290603840427,0.837001729642679,-0.779432378019464,1.19039630451155
NA,NA,NA,NA,NA,NA,NA
0.21889596441212,1.82293444287557,0.763762615825973,0.750484339734046,0.837001729642679,1.02300499615055,-0.517563610657193
-0.328959415647174,0.317032077021838,-0.763762615825973,NA,0.837001729642679,1.02300499615055,NA
NA,NA,NA,NA,NA,NA,NA
0.359830352429868,1.82293444287557,0.763762615825973,0.750484339734046,-0.23914335132648,1.02300499615055,-0.517563610657193
-0.836975436066418,0.317032077021838,NA,-1.6510655474149,NA,-0.779432378019464,2.89835621968028
NA,NA,NA,NA,NA,NA,NA
-1.5867420720242,-1.18887028883189,-0.763762615825973,-1.6510655474149,-0.23914335132648,-0.779432378019464,2.89835621968028
0.949839725162807,0.317032077021838,0.763762615825973,0.750484339734046,0.837001729642679,-0.779432378019464,-0.517563610657193
-0.283406192019512,1.82293444287557,-0.763762615825973,1.95125928330852,0.837001729642679,-0.779432378019464,1.19039630451155
1.68168955540747,1.82293444287557,0.763762615825973,-0.450290603840427,-0.23914335132648,1.02300499615055,1.19039630451155
0.142106591442936,1.82293444287557,-0.763762615825973,0.750484339734046,-0.23914335132648,-0.779432378019464,1.19039630451155
-0.29236765764619,0.317032077021838,0.763762615825973,1.95125928330852,-0.23914335132648,1.02300499615055,-0.517563610657193
0.68246166916289,0.317032077021838,0.763762615825973,-0.450290603840427,0.837001729642679,1.02300499615055,-0.517563610657193
-1.91399291166439,0.317032077021838,0.763762615825973,-0.450290603840427,-2.3914335132648,-2.58186975218947,-0.517563610657193
1.83700582415159,0.317032077021838,0.763762615825973,0.750484339734046,0.837001729642679,1.02300499615055,-0.517563610657193
1.23727075806495,0.317032077021838,0.763762615825973,0.750484339734046,-0.23914335132648,1.02300499615055,-0.517563610657193
1.59808829316849,-1.18887028883189,0.763762615825973,-0.450290603840427,0.837001729642679,1.02300499615055,-0.517563610657193
0.548301263086199,0.317032077021838,0.763762615825973,0.750484339734046,0.837001729642679,1.02300499615055,-0.517563610657193
-1.02398271990292,0.317032077021838,-0.763762615825973,-0.450290603840427,-1.31528843229564,1.02300499615055,-0.517563610657193
-1.16327863687614,-1.18887028883189,-2.29128784747792,-1.6510655474149,-2.3914335132648,-0.779432378019464,-0.517563610657193
0.904556735513313,0.317032077021838,-0.763762615825973,-0.450290603840427,-1.31528843229564,-0.779432378019464,-0.517563610657193
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
