Termo,Coef,SE,t_value,p_valor,Sig,IC_95_inf,IC_95_sup,Referencia
AREA_LOCAL_Rural_Interior,9.244623683988248,2.0950401555850946,4.4126236241073125,1.0679521407347464e-5,***,5.138344979041463,13.350902388935033,Privada_Urbana_Capital
AREA_LOCAL_Rural_Interior,3.571157297575283,1.4741606465748316,2.422502124088552,0.015490134349351063,*,0.681802430288613,6.460512164861953,Privada_Urbana_Interior
AREA_LOCAL_Rural_Interior,9.244623683988106,2.095040155585094,4.412623624107246,1.067952140735073e-5,***,5.138344979041322,13.350902388934891,Publica_Urbana_Capital
AREA_LOCAL_Rural_Interior,3.5711572975752475,1.4741606465748291,2.422502124088532,0.015490134349351894,*,0.6818024302885823,6.460512164861912,Publica_Urbana_Interior
AREA_LOCAL_Urbana_Capital,-9.244623683988166,2.0950401555851044,-4.412623624107253,1.0679521407350361e-5,***,-13.350902388934971,-5.138344979041362,Privada_Rural_Interior
AREA_LOCAL_Urbana_Capital,-5.673466386412938,1.5116888191271476,-3.753064992363184,1.7897196700019578e-4,***,-8.636376471902148,-2.710556300923729,Privada_Urbana_Interior
AREA_LOCAL_Urbana_Capital,-9.244623683988051,2.09504015558511,-4.4126236241071854,1.0679521407353668e-5,***,-13.350902388934866,-5.138344979041235,Publica_Rural_Interior
AREA_LOCAL_Urbana_Capital,-5.673466386412832,1.5116888191271467,-3.7530649923631154,1.7897196700024414e-4,***,-8.63637647190204,-2.710556300923624,Publica_Urbana_Interior
AREA_LOCAL_Urbana_Interior,-3.571157297575211,1.474160646574828,-2.4225021240885094,0.015490134349352883,*,-6.460512164861874,-0.6818024302885481,Privada_Rural_Interior
AREA_LOCAL_Urbana_Interior,5.673466386412944,1.5116888191271338,3.7530649923632216,1.78971967000169e-4,***,2.7105563009237614,8.636376471902127,Privada_Urbana_Capital
AREA_LOCAL_Urbana_Interior,-3.5711572975751906,1.4741606465748278,-2.4225021240884956,0.015490134349353467,*,-6.4605121648618535,-0.6818024302885282,Publica_Rural_Interior
AREA_LOCAL_Urbana_Interior,5.673466386412848,1.5116888191271325,3.753064992363161,1.7897196700021196e-4,***,2.710556300923668,8.636376471902027,Publica_Urbana_Capital
INSE_MEDIO_norm,12.487244131846905,0.39044585226737566,31.98201251039464,2.841749330364554e-186,***,11.721970261402848,13.252518002290962,Privada_Rural_Interior
INSE_MEDIO_norm,12.487244131846916,0.39044585226737577,31.982012510394657,2.8417493303634227e-186,***,11.72197026140286,13.252518002290973,Privada_Urbana_Capital
INSE_MEDIO_norm,12.487244131846914,0.39044585226737577,31.982012510394654,2.8417493303634227e-186,***,11.721970261402857,13.252518002290971,Privada_Urbana_Interior
INSE_MEDIO_norm,12.487244131846893,0.39044585226737516,31.982012510394647,2.8417493303634227e-186,***,11.721970261402838,13.252518002290948,Publica_Rural_Interior
INSE_MEDIO_norm,12.487244131846898,0.3904458522673752,31.982012510394657,2.8417493303634227e-186,***,11.721970261402843,13.252518002290953,Publica_Urbana_Capital
INSE_MEDIO_norm,12.487244131846898,0.39044585226737516,31.98201251039466,2.8417493303629373e-186,***,11.721970261402843,13.252518002290953,Publica_Urbana_Interior
TIPO_ESCOLA_Privada,7.059622356325268,3.1678213848885846,2.2285417953176556,0.02593984433418592,*,0.8506924419436421,13.268552270706895,Publica_Rural_Interior
TIPO_ESCOLA_Privada,7.059622356325228,3.1678213848885846,2.2285417953176427,0.025939844334186786,*,0.8506924419436022,13.268552270706854,Publica_Urbana_Capital
TIPO_ESCOLA_Privada,7.059622356325243,3.1678213848885846,2.2285417953176476,0.02593984433418646,*,0.8506924419436173,13.26855227070687,Publica_Urbana_Interior
TIPO_ESCOLA_Publica,-7.05962235632478,3.1678213848885983,-2.2285417953174917,0.025939844334196833,*,-13.268552270706433,-0.8506924419431279,Privada_Rural_Interior
TIPO_ESCOLA_Publica,-7.059622356324736,3.1678213848885983,-2.228541795317478,0.025939844334197763,*,-13.268552270706389,-0.8506924419430835,Privada_Urbana_Capital
TIPO_ESCOLA_Publica,-7.059622356324753,3.1678213848885988,-2.228541795317483,0.025939844334197434,*,-13.268552270706406,-0.8506924419430995,Privada_Urbana_Interior
