Termo,Coef,SE,t_value,p_valor,Sig,IC_95_inf,IC_95_sup
(Intercept),300.0978637359718,3.404256124157304,88.1537266266235,0,***,293.4255217326235,306.77020573932015
INSE_MEDIO_norm,12.257243377943068,0.4072151661990889,30.10016422608008,2.4894608856391053e-168,***,11.459101652192853,13.055385103693283
TIPO_ESCOLA_Publica,-24.77259912165749,3.303876591966106,-7.498040084758598,9.164366247175702e-14,***,-31.248197241911058,-18.29700100140392
AREA_Capital,-9.448423377105776,1.5766145552511006,-5.992855606740841,2.3838622042914436e-9,***,-12.538587905397932,-6.358258848813619
LOCALIZACAO_Urbana,-5.077977547555682,1.5374745799272607,-3.302804230946001,9.717581844134456e-4,***,-8.091427724213112,-2.0645273708982517
