Variavel,VIF_MT,VIF_LP,Status_MT,Status_LP
TIPO_ESCOLA_Privada,1.104334928749649,1.104334928749649,OK (<5),OK (<5)
AREA_LOCAL_Rural_Interior,2.2406805875133324,2.2406805875133324,OK (<5),OK (<5)
AREA_LOCAL_Urbana_Interior,2.0584892105234998,2.0584892105234998,OK (<5),OK (<5)
INSE_MEDIO_norm,1.235919940053143,1.235919940053143,OK (<5),OK (<5)
