Termo,Coef,SE,t_value,p_valor,Sig,IC_95_inf,IC_95_sup,Referencia
AREA_Capital,-9.448423377105762,1.5766145552511004,-5.992855606740833,2.3838622042915515e-9,***,-12.538587905397918,-6.358258848813605,Privada_Interior_Rural
AREA_Capital,-9.44842337710569,1.5766145552511006,-5.992855606740787,2.3838622042922228e-9,***,-12.538587905397847,-6.358258848813533,Privada_Interior_Urbana
AREA_Capital,-9.448423377105351,1.5766145552510964,-5.992855606740588,2.3838622042951034e-9,***,-12.5385879053975,-6.358258848813202,Publica_Interior_Rural
AREA_Capital,-9.44842337710528,1.5766145552510964,-5.992855606740543,2.383862204295756e-9,***,-12.53858790539743,-6.358258848813131,Publica_Interior_Urbana
AREA_Interior,9.448423377105836,1.5766145552510795,5.992855606740959,2.383862204289727e-9,***,6.358258848813721,12.538587905397952,Privada_Capital_Rural
AREA_Interior,9.448423377105765,1.5766145552510795,5.992855606740915,2.3838622042903707e-9,***,6.35825884881365,12.53858790539788,Privada_Capital_Urbana
AREA_Interior,9.448423377105458,1.576614555251076,5.992855606740733,2.383862204293018e-9,***,6.35825884881335,12.538587905397566,Publica_Capital_Rural
AREA_Interior,9.448423377105387,1.5766145552510764,5.992855606740687,2.383862204293663e-9,***,6.358258848813277,12.538587905397497,Publica_Capital_Urbana
INSE_MEDIO_norm,12.257243377943107,0.40721516619908926,30.100164226080143,2.4894608856358415e-168,***,11.459101652192892,13.055385103693322,Privada_Capital_Rural
INSE_MEDIO_norm,12.257243377943125,0.40721516619908926,30.10016422608019,2.4894608856332876e-168,***,11.45910165219291,13.05538510369334,Privada_Capital_Urbana
INSE_MEDIO_norm,12.257243377943098,0.4072151661990894,30.100164226080114,2.4894608856375435e-168,***,11.459101652192883,13.055385103693313,Privada_Interior_Rural
INSE_MEDIO_norm,12.257243377943118,0.40721516619908943,30.100164226080157,2.4894608856351317e-168,***,11.459101652192903,13.055385103693332,Privada_Interior_Urbana
INSE_MEDIO_norm,12.257243377943082,0.40721516619908826,30.100164226080157,2.4894608856351317e-168,***,11.459101652192869,13.055385103693295,Publica_Capital_Rural
INSE_MEDIO_norm,12.2572433779431,0.4072151661990883,30.100164226080196,2.4894608856327194e-168,***,11.459101652192887,13.055385103693313,Publica_Capital_Urbana
INSE_MEDIO_norm,12.257243377943073,0.40721516619908843,30.10016422608012,2.4894608856369773e-168,***,11.45910165219286,13.055385103693286,Publica_Interior_Rural
INSE_MEDIO_norm,12.25724337794309,0.40721516619908843,30.100164226080164,2.489460885634565e-168,***,11.459101652192876,13.055385103693302,Publica_Interior_Urbana
LOCALIZACAO_Rural,5.077977547555894,1.537474579927262,3.3028042309461356,9.717581844129806e-4,***,2.0645273708984604,8.091427724213327,Privada_Capital_Urbana
LOCALIZACAO_Rural,5.07797754755588,1.5374745799272624,3.3028042309461263,9.717581844130135e-4,***,2.064527370898446,8.091427724213315,Privada_Interior_Urbana
LOCALIZACAO_Rural,5.077977547555838,1.5374745799272602,3.302804230946103,9.71758184413092e-4,***,2.064527370898408,8.091427724213268,Publica_Capital_Urbana
LOCALIZACAO_Rural,5.077977547555832,1.5374745799272609,3.3028042309460983,9.717581844131078e-4,***,2.0645273708984013,8.091427724213263,Publica_Interior_Urbana
LOCALIZACAO_Urbana,-5.077977547555682,1.537474579927261,-3.302804230946,9.717581844134481e-4,***,-8.091427724213114,-2.064527370898251,Privada_Capital_Rural
LOCALIZACAO_Urbana,-5.077977547555674,1.5374745799272616,-3.302804230945994,9.717581844134699e-4,***,-8.091427724213107,-2.064527370898242,Privada_Interior_Rural
LOCALIZACAO_Urbana,-5.077977547555621,1.5374745799272587,-3.3028042309459655,9.717581844135665e-4,***,-8.091427724213048,-2.064527370898194,Publica_Capital_Rural
LOCALIZACAO_Urbana,-5.077977547555627,1.53747457992726,-3.302804230945967,9.717581844135623e-4,***,-8.091427724213057,-2.0645273708981975,Publica_Interior_Rural
TIPO_ESCOLA_Privada,24.772599121658327,3.3038765919660777,7.498040084758916,9.16436624715401e-14,***,18.297001001404816,31.24819724191184,Publica_Capital_Rural
TIPO_ESCOLA_Privada,24.772599121658246,3.303876591966078,7.49804008475889,9.164366247155732e-14,***,18.29700100140473,31.24819724191176,Publica_Capital_Urbana
TIPO_ESCOLA_Privada,24.77259912165835,3.3038765919660795,7.498040084758919,9.164366247153775e-14,***,18.297001001404833,31.248197241911864,Publica_Interior_Rural
TIPO_ESCOLA_Privada,24.772599121658274,3.3038765919660795,7.4980400847588955,9.16436624715543e-14,***,18.29700100140476,31.24819724191179,Publica_Interior_Urbana
TIPO_ESCOLA_Publica,-24.772599121657418,3.303876591966102,-7.4980400847585855,9.164366247176514e-14,***,-31.24819724191098,-18.297001001403856,Privada_Capital_Rural
TIPO_ESCOLA_Publica,-24.77259912165734,3.303876591966102,-7.4980400847585615,9.164366247178201e-14,***,-31.2481972419109,-18.29700100140378,Privada_Capital_Urbana
TIPO_ESCOLA_Publica,-24.772599121657443,3.303876591966103,-7.498040084758591,9.164366247176241e-14,***,-31.248197241911004,-18.29700100140388,Privada_Interior_Rural
TIPO_ESCOLA_Publica,-24.772599121657365,3.3038765919661035,-7.498040084758566,9.164366247177963e-14,***,-31.248197241910926,-18.297001001403803,Privada_Interior_Urbana
