Termo,Coef,SE,t_value,p_valor,Sig,IC_95_inf,IC_95_sup
(Intercept),272.5374695676405,0.3528946272111787,772.2913542816538,0,***,271.8457960983066,273.22914303697445
INSE_MEDIO_norm,12.19400783104771,0.35297051037025584,34.54681757480688,1.9859145796137166e-211,***,11.502185630722009,12.88583003137341
