ID_ESCOLA,TIPO_ESCOLA,AREA,LOCALIZACAO,AREA_LOCAL,MEDIA_MT,MEDIA_LP,INSE_MEDIO,N_ALUNOS_MT,N_ALUNOS_INSE
61399452,Publica,Interior,Urbana,Urbana_Interior,260.0574380333333,283.9857927333333,4.754074074074074,30,27
61399455,Publica,Interior,Urbana,Urbana_Interior,274.62986252941175,242.64482999999998,3.996470588235294,17,17
61399456,Publica,Interior,Urbana,Urbana_Interior,270.9925652142857,278.9550451190476,4.543414634146342,42,41
61399457,Publica,Interior,Urbana,Urbana_Interior,259.3987905,266.4323743125,4.346046511627907,48,43
61399458,Publica,Interior,Urbana,Urbana_Interior,252.7065919230769,259.4874973846154,4.789090909090909,13,11
61399459,Publica,Interior,Urbana,Urbana_Interior,271.7767747435897,277.2733598461538,4.124615384615384,39,39
61399460,Publica,Interior,Urbana,Urbana_Interior,251.13443225,254.66374252272726,4.50452380952381,44,42
61399461,Publica,Interior,Urbana,Urbana_Interior,269.5397746666667,267.28264711111115,4.147777777777778,9,9
61399462,Publica,Interior,Rural,Rural_Interior,283.226946125,282.223415375,4.28875,8,8
61399467,Publica,Interior,Urbana,Urbana_Interior,259.125241125,259.6383367875,4.549350649350649,80,77
61399472,Publica,Interior,Urbana,Urbana_Interior,256.5172876111111,243.02396303703705,4.488333333333333,54,54
61399474,Publica,Interior,Urbana,Urbana_Interior,267.9942133809524,271.4155813809524,4.786666666666667,21,21
61399475,Publica,Interior,Rural,Rural_Interior,282.68900833333333,270.7198134166667,4.548333333333333,12,12
61399476,Publica,Interior,Urbana,Urbana_Interior,299.9901890925926,288.1663182037037,5.1625,108,100
61399477,Publica,Interior,Urbana,Urbana_Interior,249.2178401627907,255.18569960465118,4.31953488372093,43,43
61399478,Publica,Interior,Urbana,Urbana_Interior,289.7941343030303,294.9440562666667,5.293881578947368,165,152
61399479,Publica,Interior,Urbana,Urbana_Interior,285.4570023076923,286.9750891025641,5.12,39,38
61399481,Publica,Interior,Urbana,Urbana_Interior,291.14595824031005,283.63214878294576,5.352561983471074,129,121
61399485,Publica,Interior,Urbana,Urbana_Interior,276.1498594285714,274.30216676190474,4.560952380952381,21,21
61399489,Publica,Interior,Urbana,Urbana_Interior,267.9662033939394,279.1817443333333,4.1838461538461535,99,91
61399490,Publica,Interior,Urbana,Urbana_Interior,273.20333607692305,273.3765851538462,4.577692307692308,13,13
61399491,Publica,Interior,Urbana,Urbana_Interior,243.3186725957447,226.10114985106384,3.9225,47,40
61399492,Publica,Interior,Urbana,Urbana_Interior,280.2391856585366,282.9238456097561,5.1165,41,40
61399505,Publica,Interior,Urbana,Urbana_Interior,248.88828815384616,239.88176146153845,4.9152,26,25
61399510,Publica,Interior,Urbana,Urbana_Interior,272.2843030895522,281.92116929850744,5.214,67,60
61399515,Publica,Interior,Urbana,Urbana_Interior,281.55795926086955,284.4947610869565,4.39304347826087,23,23
61399517,Publica,Interior,Rural,Rural_Interior,242.38440420689656,262.89846768965515,4.051785714285714,29,28
61399521,Publica,Interior,Urbana,Urbana_Interior,258.23323174,267.84085794,4.322444444444445,50,45
61399522,Publica,Interior,Urbana,Urbana_Interior,262.1455041515151,262.60942542424243,3.896551724137931,33,29
61399524,Publica,Interior,Urbana,Urbana_Interior,271.2532,273.469858175,4.227297297297297,40,37
61399530,Publica,Interior,Urbana,Urbana_Interior,271.07346141666665,282.0471752619048,4.894375,84,80
61399531,Publica,Interior,Urbana,Urbana_Interior,258.9499005625,273.39501375,4.989375,16,16
61399532,Publica,Interior,Urbana,Urbana_Interior,253.21394837931035,244.74068413793103,4.701272727272728,58,55
61399536,Publica,Interior,Urbana,Urbana_Interior,278.5234220909091,280.40744102272726,5.324146341463415,44,41
61399541,Publica,Interior,Urbana,Urbana_Interior,266.50186474626867,266.02364723880595,5.123548387096775,67,62
61399546,Publica,Interior,Urbana,Urbana_Interior,300.5386839591837,300.7670790204082,4.894222222222222,49,45
61399548,Publica,Interior,Urbana,Urbana_Interior,262.09567892391306,264.0585747862319,5.226413502109705,276,237
61399559,Publica,Interior,Urbana,Urbana_Interior,276.43874666666665,294.1968051153846,5.305068493150685,156,146
61399561,Publica,Interior,Urbana,Urbana_Interior,252.39914579069767,254.6097613255814,4.3989473684210525,43,38
61399564,Publica,Interior,Urbana,Urbana_Interior,291.039905,302.2788577142857,5.464578313253012,84,83
61399565,Publica,Interior,Urbana,Urbana_Interior,251.73911402597403,268.75901354545454,4.926486486486486,77,74
61399566,Publica,Interior,Urbana,Urbana_Interior,249.98761815,266.498998275,5.1190625,40,32
61399570,Publica,Interior,Urbana,Urbana_Interior,263.93697977419356,251.06448932258064,4.162068965517241,31,29
61399572,Publica,Interior,Urbana,Urbana_Interior,268.2777417142857,269.65155757142855,4.7457142857142856,14,14
61399575,Publica,Interior,Urbana,Urbana_Interior,226.0082475,246.6637691,4.51,10,10
61399576,Publica,Interior,Urbana,Urbana_Interior,284.0121845625,287.8222164375,4.759375,16,16
61399577,Publica,Interior,Urbana,Urbana_Interior,263.2205927826087,276.710488,5.0535,23,20
61399584,Publica,Interior,Urbana,Urbana_Interior,247.4838,244.18380684210527,3.971111111111111,19,18
61399585,Publica,Interior,Urbana,Urbana_Interior,250.23565888,269.98723254,4.459555555555555,50,45
61399587,Publica,Interior,Urbana,Urbana_Interior,238.7818598125,231.458094,3.990625,16,16
61399591,Publica,Interior,Urbana,Urbana_Interior,276.3389737708333,268.57369489583334,4.855869565217391,48,46
61399595,Publica,Interior,Urbana,Urbana_Interior,284.8558235,278.34976895833336,4.95375,24,24
61399596,Publica,Interior,Urbana,Urbana_Interior,265.21304539215686,255.26384911764706,4.424318181818181,51,44
61399597,Publica,Interior,Urbana,Urbana_Interior,268.66357131395347,269.38925159302323,4.849166666666667,86,84
61399599,Publica,Interior,Urbana,Urbana_Interior,272.1465327407407,272.65589553703705,4.990377358490566,54,53
61399604,Publica,Interior,Urbana,Urbana_Interior,236.5954225,228.7382897,4.107142857142857,10,7
61399605,Publica,Interior,Urbana,Urbana_Interior,271.58856575657893,275.7853874144737,4.6253496503496505,304,286
61399610,Publica,Interior,Urbana,Urbana_Interior,257.22160263157895,261.6408492368421,4.488125,38,32
61399617,Publica,Interior,Urbana,Urbana_Interior,237.69784083333334,234.8076041666667,4.804285714285714,6,7
61399619,Publica,Interior,Urbana,Urbana_Interior,274.4299248,262.446521,5.512857142857143,15,14
61399620,Publica,Interior,Urbana,Urbana_Interior,265.99765931818183,267.2248651818182,4.8805,22,20
61399621,Publica,Interior,Urbana,Urbana_Interior,273.47898207142856,276.4710690714286,4.282142857142857,14,14
61399626,Publica,Interior,Urbana,Urbana_Interior,273.91885443262413,289.92404183687944,5.462265625,141,128
61399627,Publica,Interior,Urbana,Urbana_Interior,265.1654990608696,270.41324771304346,5.055794392523365,115,107
61399628,Publica,Interior,Urbana,Urbana_Interior,279.3560402692308,284.8655663589744,5.135,78,76
61399629,Publica,Interior,Urbana,Urbana_Interior,267.67667015625,299.49626225000003,4.8825806451612905,32,31
61399632,Publica,Interior,Urbana,Urbana_Interior,267.4832014390244,276.9125187804878,5.224857142857143,41,35
61399633,Publica,Interior,Rural,Rural_Interior,255.42392805555556,258.73199177777775,4.317647058823529,18,17
61399634,Publica,Interior,Rural,Rural_Interior,238.61590508333333,231.70993866666666,3.719,12,10
61399640,Publica,Interior,Urbana,Urbana_Interior,298.7106489583333,298.5877762083333,5.26625,24,24
61399642,Publica,Interior,Urbana,Urbana_Interior,257.0438903877551,269.15607593877553,5.00734693877551,49,49
61399643,Publica,Interior,Urbana,Urbana_Interior,279.59484560869566,296.6527594347826,4.460952380952381,23,21
61399648,Publica,Interior,Urbana,Urbana_Interior,289.9928035,293.17370566666665,5.0808333333333335,12,12
61399649,Publica,Interior,Urbana,Urbana_Interior,287.74004523255815,288.3674378139535,5.249047619047619,43,42
61399652,Publica,Interior,Urbana,Urbana_Interior,276.3908680705882,277.8413473647059,5.136,85,85
61399653,Publica,Interior,Urbana,Urbana_Interior,281.87602686363635,290.7164421818182,5.014,22,20
61399662,Publica,Interior,Urbana,Urbana_Interior,233.36818423809524,219.4639333809524,3.966818181818182,21,22
61399663,Publica,Interior,Urbana,Urbana_Interior,297.1787202643678,298.79134964367813,5.192439024390244,87,82
61399664,Publica,Interior,Urbana,Urbana_Interior,246.76897797530864,243.26331271604937,4.184935064935065,81,77
61399665,Publica,Interior,Urbana,Urbana_Interior,267.9807884891304,268.79850867391303,5.284331983805668,276,247
61399667,Publica,Interior,Urbana,Urbana_Interior,248.0878385,250.4188579072165,4.614673913043478,194,184
61399668,Publica,Interior,Urbana,Urbana_Interior,270.85542713793103,278.258703537931,5.242086330935252,145,139
61399679,Publica,Interior,Urbana,Urbana_Interior,264.50791873015874,282.77307993650794,4.942741935483871,63,62
61399681,Publica,Interior,Urbana,Urbana_Interior,244.6294857254902,241.05382223529412,5.0252,51,50
61399683,Publica,Interior,Urbana,Urbana_Interior,261.78042235714287,258.2876068928571,5.081111111111111,28,27
61399686,Publica,Interior,Urbana,Urbana_Interior,277.0376406981132,264.02512803773584,4.872391304347826,53,46
61399689,Publica,Interior,Urbana,Urbana_Interior,261.65556714285714,270.7916584065934,4.908705882352941,91,85
61399692,Publica,Capital,Urbana,Urbana_Capital,280.8632385485714,292.1642394,5.5216071428571425,175,168
61399698,Publica,Interior,Urbana,Urbana_Interior,261.9828710952381,290.0069940952381,5.211904761904762,21,21
61399849,Publica,Interior,Urbana,Urbana_Interior,287.2756129934211,292.8776136973684,5.494366197183099,152,142
61399850,Publica,Interior,Urbana,Urbana_Interior,263.3642566185567,259.2833722886598,5.1011702127659575,97,94
61399853,Publica,Interior,Urbana,Urbana_Interior,259.1390163846154,264.57775553846153,3.9515384615384614,13,13
61399854,Publica,Interior,Urbana,Urbana_Interior,289.9455156959064,291.1286324912281,4.823030303030303,171,165
61399855,Publica,Interior,Urbana,Urbana_Interior,258.52327423076923,248.76706011538462,4.3403846153846155,26,26
61399859,Publica,Interior,Urbana,Urbana_Interior,246.77556346666665,256.7335632666667,4.072666666666667,15,15
61399861,Publica,Interior,Urbana,Urbana_Interior,269.33123069565215,268.3945737826087,4.26047619047619,23,21
61399864,Publica,Interior,Urbana,Urbana_Interior,273.7746924782609,272.9489,4.877727272727273,23,22
61399867,Publica,Interior,Urbana,Urbana_Interior,243.22274155555556,259.7550225185185,4.748461538461538,27,26
61399871,Publica,Interior,Urbana,Urbana_Interior,264.0897938433735,274.8776960120482,4.993,83,80
61399872,Publica,Interior,Urbana,Urbana_Interior,286.697833009009,288.4387908108108,5.1736,111,100
61399874,Publica,Interior,Urbana,Urbana_Interior,260.77707689473687,267.3847120526316,4.811891891891892,38,37
61399876,Publica,Interior,Urbana,Urbana_Interior,281.1141559127517,285.3638174697987,4.604642857142857,149,140
61399877,Publica,Interior,Urbana,Urbana_Interior,248.9067411923077,264.7157770769231,3.796923076923077,26,26
61399878,Publica,Interior,Urbana,Urbana_Interior,251.68786072881358,254.51699518644068,4.231698113207547,59,53
61399879,Publica,Interior,Rural,Rural_Interior,238.59718108333334,231.28751933333334,4.3375,12,12
61399887,Publica,Interior,Urbana,Urbana_Interior,244.96681960869566,274.1921225217391,4.715909090909091,23,22
61399891,Publica,Interior,Urbana,Urbana_Interior,298.1515815862069,299.2030161724138,5.036428571428572,29,28
61399897,Publica,Interior,Urbana,Urbana_Interior,295.93536473684213,288.12950031578947,5.332631578947368,19,19
61399904,Publica,Interior,Urbana,Urbana_Interior,289.0496791715481,293.0500888661088,5.60695067264574,239,223
61399906,Publica,Interior,Urbana,Urbana_Interior,263.07097906666667,273.7557779333333,4.978,15,15
61399907,Publica,Interior,Urbana,Urbana_Interior,274.76385853846153,258.13341292307695,4.69923076923077,13,13
61399908,Publica,Interior,Urbana,Urbana_Interior,272.48495622222225,276.0130522222222,4.546279069767442,45,43
61399912,Publica,Interior,Urbana,Urbana_Interior,273.15905992,253.28305492,5.162,25,20
61399913,Publica,Interior,Urbana,Urbana_Interior,285.4583029245283,292.21739873584903,5.057058823529411,53,51
61399916,Publica,Interior,Urbana,Urbana_Interior,251.4501162826087,245.61911045652175,4.0543023255813955,92,86
61399918,Publica,Interior,Rural,Rural_Interior,258.9845923125,267.6360150625,4.398125,16,16
61399921,Publica,Interior,Rural,Rural_Interior,244.06927589473685,248.460316,3.7826315789473686,19,19
61399924,Publica,Interior,Urbana,Urbana_Interior,271.88597847761196,274.0241269402985,4.690727272727273,67,55
61399927,Publica,Interior,Urbana,Urbana_Interior,261.75854590566036,257.0621867358491,4.837755102040816,53,49
61399928,Publica,Interior,Urbana,Urbana_Interior,293.40547523417723,304.57577197468356,5.286751592356688,158,157
61399931,Publica,Interior,Urbana,Urbana_Interior,288.1786292,291.81996015,4.957692307692308,40,39
61399933,Publica,Interior,Urbana,Urbana_Interior,285.5048469833333,291.23867415,4.899259259259259,60,54
61399936,Publica,Interior,Urbana,Urbana_Interior,276.42885142391304,281.07240742391303,5.26978021978022,92,91
61399938,Publica,Interior,Urbana,Urbana_Interior,279.8585549148936,280.23724313829786,5.123444444444444,94,90
61399939,Publica,Interior,Urbana,Urbana_Interior,283.98629757042255,288.19161242253523,5.456692913385827,142,127
61399943,Publica,Interior,Urbana,Urbana_Interior,286.30336514563106,288.32166747572813,4.974368932038835,103,103
61399945,Publica,Interior,Urbana,Urbana_Interior,252.50572385517242,256.68090926206895,4.89288,145,125
61399948,Publica,Interior,Urbana,Urbana_Interior,301.50698817391304,296.1478696521739,5.007272727272727,23,22
61399952,Publica,Interior,Urbana,Urbana_Interior,271.2295881186441,274.6059635084746,4.997118644067797,59,59
61399954,Publica,Interior,Urbana,Urbana_Interior,260.3639305934959,258.7070204715447,5.0557657657657655,123,111
61399955,Publica,Interior,Urbana,Urbana_Interior,273.12358225,280.60148596666664,5.007787610619469,120,113
61399956,Publica,Interior,Urbana,Urbana_Interior,268.3616616296296,282.93518290123455,4.98025974025974,81,77
61399959,Publica,Interior,Urbana,Urbana_Interior,273.3919274109589,280.86550890410956,5.072622950819672,73,61
61399960,Publica,Interior,Urbana,Urbana_Interior,252.60957917857144,250.45757885714286,5.102592592592592,28,27
61399963,Publica,Interior,Urbana,Urbana_Interior,263.51792277777776,280.82751255555553,4.838235294117647,18,17
61399964,Publica,Interior,Urbana,Urbana_Interior,247.9233063974359,249.5758807948718,4.103243243243243,78,74
61399965,Publica,Interior,Urbana,Urbana_Interior,271.5652343333333,268.2100102,5.198,15,15
61399966,Publica,Interior,Urbana,Urbana_Interior,282.4993854375,272.7917795,4.53875,16,16
61399967,Publica,Interior,Urbana,Urbana_Interior,262.3852437701149,264.93344298850576,4.2943373493975905,87,83
61399969,Publica,Interior,Urbana,Urbana_Interior,251.2985954736842,267.833842,4.58235294117647,19,17
61399978,Publica,Interior,Urbana,Urbana_Interior,238.98607303225808,248.90766774193548,4.693225806451613,31,31
61399982,Publica,Interior,Urbana,Urbana_Interior,260.5025472777778,272.29960466666665,5.037222222222222,18,18
61399988,Publica,Interior,Urbana,Urbana_Interior,276.4772592173913,277.82247569565214,4.3113636363636365,23,22
61400001,Publica,Interior,Urbana,Urbana_Interior,253.28804425,250.39224607142856,4.8612,28,25
61400006,Publica,Interior,Urbana,Urbana_Interior,224.08415888888888,227.34879822222223,3.5633333333333335,9,9
61400009,Publica,Interior,Urbana,Urbana_Interior,287.51742509090906,285.6674636363636,4.889090909090909,11,11
61400015,Publica,Interior,Urbana,Urbana_Interior,262.81915148,274.54552744,4.81625,25,24
61400023,Publica,Interior,Urbana,Urbana_Interior,275.32524102564105,277.1328603333333,4.907435897435898,39,39
61400033,Publica,Interior,Rural,Rural_Interior,288.3707660714286,278.5371254285714,4.505714285714285,14,14
61400039,Publica,Interior,Urbana,Urbana_Interior,250.4119216153846,252.6391255,4.7736,26,25
61400066,Publica,Interior,Urbana,Urbana_Interior,248.44185099999999,232.18179347058825,3.7770588235294116,17,17
61400070,Publica,Interior,Urbana,Urbana_Interior,218.82609111764705,202.72283105882352,5.042857142857143,17,14
61400084,Publica,Interior,Urbana,Urbana_Interior,309.12136378571427,307.8501864285714,5.217142857142857,14,14
61400085,Publica,Interior,Urbana,Urbana_Interior,270.21735877027027,286.53999831756755,5.320714285714286,148,140
61400087,Publica,Interior,Rural,Rural_Interior,266.43739275,262.7590886,3.983,20,20
61400149,Privada,Interior,Urbana,Urbana_Interior,338.5330536470588,319.0054557647059,6.41235294117647,17,17
61400151,Publica,Interior,Urbana,Urbana_Interior,254.9808349,273.820621,4.171,10,10
61400152,Publica,Interior,Urbana,Urbana_Interior,284.1713592631579,292.128768,4.868888888888889,19,18
61400166,Publica,Interior,Urbana,Urbana_Interior,236.78203912195121,239.86392134146342,4.764571428571428,41,35
61400172,Publica,Interior,Urbana,Urbana_Interior,285.3969279444444,287.64005927777777,5.0088888888888885,36,36
61400177,Publica,Interior,Rural,Rural_Interior,257.9522554,254.3710554,4.411,10,10
61400179,Publica,Interior,Urbana,Urbana_Interior,282.1520618,289.4927578,4.830416666666666,25,24
61400449,Privada,Interior,Urbana,Urbana_Interior,319.91054164444444,311.30712882222224,5.954545454545455,45,22
61400454,Publica,Interior,Urbana,Urbana_Interior,271.4663762777778,260.60994703333336,4.639058823529412,90,85
61400483,Publica,Interior,Urbana,Urbana_Interior,345.2073232173913,328.1342616521739,5.7975,23,20
61400493,Publica,Interior,Urbana,Urbana_Interior,238.4803971923077,241.10885176923077,4.6125,26,24
61405112,Publica,Capital,Urbana,Urbana_Capital,269.3395509674797,277.4015144308943,5.329752066115702,123,121
61405119,Publica,Capital,Urbana,Urbana_Capital,242.04496908333334,252.9498404375,5.003255813953488,48,43
61405124,Privada,Capital,Urbana,Urbana_Capital,315.73668395238093,308.9335975238095,6.0895,21,20
61405125,Publica,Capital,Urbana,Urbana_Capital,258.1647601262136,263.0606347864078,5.119152542372881,103,59
61405126,Publica,Capital,Urbana,Urbana_Capital,267.42778213043476,270.82218489130435,5.141951219512195,46,41
61405127,Publica,Capital,Urbana,Urbana_Capital,269.7484958472222,280.177947125,5.091527777777777,72,72
61405129,Publica,Capital,Urbana,Urbana_Capital,275.7443779551282,286.32252303846155,5.306858974358974,156,156
61405579,Publica,Interior,Urbana,Urbana_Interior,285.8299326,287.6801074666667,5.069333333333334,15,15
61405581,Publica,Interior,Urbana,Urbana_Interior,271.2712104819277,280.1832479036145,4.83078947368421,83,76
61405582,Publica,Interior,Urbana,Urbana_Interior,269.9840589223301,282.3919945048544,5.310681818181818,103,88
61405584,Publica,Interior,Urbana,Urbana_Interior,253.7653324318182,254.10460803409092,4.622125,88,80
61405589,Publica,Interior,Urbana,Urbana_Interior,257.01782169924815,255.11443187969925,5.056016260162601,133,123
61405590,Publica,Interior,Urbana,Urbana_Interior,258.49558859183674,260.45387581632656,4.242083333333333,49,48
61405591,Publica,Interior,Urbana,Urbana_Interior,342.7129418,330.6136077,5.623684210526315,60,57
61405592,Publica,Interior,Urbana,Urbana_Interior,309.35477734375,295.4317184375,4.845833333333333,32,24
61405597,Publica,Interior,Urbana,Urbana_Interior,270.9212005526316,278.85367,4.560555555555555,38,36
61405599,Publica,Interior,Urbana,Urbana_Interior,267.73263580555556,268.84857025,4.603714285714286,36,35
61405603,Publica,Interior,Urbana,Urbana_Interior,270.32357939130435,272.91561173913044,5.044761904761905,23,21
61405604,Publica,Interior,Urbana,Urbana_Interior,285.74554006349206,281.25165335449736,5.388901098901099,189,182
61405610,Publica,Interior,Urbana,Urbana_Interior,260.3325787882353,254.25709917647058,4.258181818181818,85,77
61405611,Publica,Interior,Urbana,Urbana_Interior,304.5099189833333,309.10904475,6.0060714285714285,60,56
61405613,Publica,Interior,Urbana,Urbana_Interior,270.55571315116276,280.36672913953487,4.975542168674699,86,83
61405615,Publica,Interior,Urbana,Urbana_Interior,294.05357833333335,274.1696846666667,4.28,9,9
61405616,Publica,Interior,Urbana,Urbana_Interior,291.75519105555554,269.9786208333333,4.264722222222222,36,36
61405619,Publica,Interior,Urbana,Urbana_Interior,248.87281985714284,258.9350404285714,4.5,7,7
61405620,Publica,Interior,Urbana,Urbana_Interior,269.0830241935484,269.6377806129032,5.087962962962963,62,54
61405623,Publica,Interior,Urbana,Urbana_Interior,255.640278375,255.75125081250002,5.054166666666666,16,12
61405626,Publica,Interior,Urbana,Urbana_Interior,275.4116281641791,284.6084344179105,5.186229508196721,67,61
61405627,Privada,Interior,Urbana,Urbana_Interior,354.36985490243904,322.88668034146343,6.578536585365853,41,41
61405628,Publica,Interior,Urbana,Urbana_Interior,285.5314537272727,273.6404923181818,4.658695652173913,22,23
61405629,Publica,Interior,Urbana,Urbana_Interior,254.61792865,240.6068903,4.602941176470589,20,17
61405632,Publica,Interior,Urbana,Urbana_Interior,272.9066032857143,285.39889080952383,5.101428571428571,21,21
61405637,Publica,Interior,Urbana,Urbana_Interior,260.4706852727273,252.51781718181817,4.431818181818182,11,11
61405640,Publica,Interior,Urbana,Urbana_Interior,264.95001689130436,271.99228110869564,5.022235294117647,92,85
61405641,Publica,Interior,Urbana,Urbana_Interior,300.95662095454543,290.8126853863636,5.2102272727272725,44,44
61405642,Publica,Interior,Urbana,Urbana_Interior,253.80088528220858,257.3961220613497,5.270125,163,160
61405646,Publica,Interior,Urbana,Urbana_Interior,280.92986241666665,271.476718,4.403333333333333,12,12
61405649,Publica,Interior,Urbana,Urbana_Interior,265.90409973333334,263.0109929,4.733,30,30
61405650,Publica,Interior,Urbana,Urbana_Interior,251.499763,263.099414,4.8566666666666665,17,15
61405652,Publica,Interior,Urbana,Urbana_Interior,261.6780571666667,266.17633957692306,5.144805194805195,78,77
61405653,Publica,Interior,Urbana,Urbana_Interior,287.6157193030303,280.8894348787879,4.8539393939393944,33,33
61405654,Publica,Interior,Urbana,Urbana_Interior,264.71467881967214,265.13094929508196,4.5986666666666665,61,60
61405655,Publica,Interior,Urbana,Urbana_Interior,261.23290846153844,236.49864126923077,4.457916666666667,26,24
61405656,Publica,Interior,Urbana,Urbana_Interior,264.3571529,264.2213436,4.965625,20,16
61405661,Publica,Interior,Urbana,Urbana_Interior,259.5311155753425,260.63548642465753,5.00530303030303,73,66
61405666,Publica,Interior,Urbana,Urbana_Interior,245.12247945454544,257.35624645454544,4.61,11,11
61405673,Publica,Interior,Urbana,Urbana_Interior,269.508201,276.8893159,4.625517241379311,60,58
61405675,Publica,Interior,Urbana,Urbana_Interior,250.21557236666666,234.92221126666666,4.615862068965517,30,29
61405681,Publica,Interior,Urbana,Urbana_Interior,267.5889345875,270.499098,5.474428571428572,80,70
61405684,Publica,Interior,Urbana,Urbana_Interior,275.6602359166667,279.4476530833333,5.179166666666666,12,12
61405693,Publica,Interior,Urbana,Urbana_Interior,252.34816905882354,224.5654276470588,4.765625,17,16
61405698,Publica,Interior,Urbana,Urbana_Interior,244.45028613333332,233.3436578,4.8,15,15
61405699,Publica,Interior,Urbana,Urbana_Interior,407.00037865217394,360.4974862391304,5.805747126436781,92,87
61405706,Publica,Interior,Urbana,Urbana_Interior,271.9605281147541,272.5866627377049,4.754166666666666,61,60
61405709,Publica,Interior,Urbana,Urbana_Interior,287.0104966,292.59151797777776,5.159,90,90
61405719,Publica,Interior,Urbana,Urbana_Interior,267.59970104545454,257.9814585909091,4.7655,22,20
61405725,Publica,Interior,Urbana,Urbana_Interior,285.8235423333333,292.4744897333333,4.859230769230769,15,13
61405726,Publica,Interior,Urbana,Urbana_Interior,279.93585854285715,289.6580322,4.809833333333334,70,60
61406176,Publica,Interior,Urbana,Urbana_Interior,279.5683142,284.1693639,4.2540000000000004,20,20
61406180,Publica,Interior,Urbana,Urbana_Interior,254.62042715,246.58657515000002,4.661052631578947,20,19
61406181,Publica,Interior,Rural,Rural_Interior,309.7847408888889,287.8329243333333,5.056666666666667,9,9
61406217,Publica,Interior,Urbana,Urbana_Interior,251.22700538709677,252.99316625,4.464700854700855,124,117
61406230,Publica,Interior,Urbana,Urbana_Interior,247.14212847727273,259.75299820454546,4.876585365853659,44,41
61406232,Publica,Interior,Urbana,Urbana_Interior,306.50506215584414,306.33567206493507,5.365405405405405,77,74
