Termo,Coef,SE,t_value,p_valor,Sig,IC_95_inf,IC_95_sup
(Intercept),270.36621862198,0.3744831086141556,721.9717322431991,0,***,269.63223172909625,271.1002055148638
INSE_MEDIO_norm,12.254025026721594,0.37456363395829945,32.71546919070592,2.0105834336388316e-193,***,11.519880304163328,12.98816974927986
