"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q22c_num","TX_RESP_Q23a_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
-0.357200427632573,1.47920052326728,1.47920052326728,-0.50395263067897,0.471404520791032,0.333333333333333,0.764719112901872,-1.37612492411237,-1.19256958799989,0.761904761904762,0.666666666666667,1.11832284910577,-2.03552675630345,-2.00277585143997,-2,-2.00277585143997,-2.00277585143997
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.974952326642469,-1.8490006540841,-1.8490006540841,-1.63784604970665,-2.35702260395516,-2.66666666666667,-1.98826969354487,1.27783028667578,0.596284793999944,-1.80952380952381,-1.33333333333333,-0.711659994885488,-0.957894944142799,-1.05409255338946,-1,-1.05409255338946,-1.05409255338946
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.340207149225026,-0.18490006540841,-0.18490006540841,-1.63784604970665,-0.942809041582063,0.333333333333333,0.764719112901872,-1.37612492411237,-1.19256958799989,-0.952380952380952,0.666666666666667,-0.711659994885488,0.11973686801785,0.843274042711568,0,0.843274042711568,-0.105409255338946
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.964735717288427,-0.18490006540841,-0.18490006540841,0.629940788348712,0.471404520791032,0.333333333333333,-0.611775290321498,0.393178549746393,0.596284793999944,0.761904761904762,0.666666666666667,1.11832284910577,1.1973686801785,0.843274042711568,1,0.843274042711568,0.843274042711568
1.05876055990235,1.47920052326728,1.47920052326728,0.629940788348712,0.471404520791032,0.333333333333333,0.764719112901872,0.393178549746393,0.596284793999944,-0.0952380952380953,-1.33333333333333,0.20333142711014,1.1973686801785,-0.105409255338946,1,-0.105409255338946,0.843274042711568
1.38027321865848,-0.18490006540841,-0.18490006540841,0.629940788348712,0.471404520791032,0.333333333333333,0.764719112901872,-0.49147318718299,0.596284793999944,0.761904761904762,0.666666666666667,-0.711659994885488,0.11973686801785,0.843274042711568,0,0.843274042711568,0.843274042711568
-1.28939239878023,-0.18490006540841,-0.18490006540841,0.629940788348712,0.471404520791032,0.333333333333333,-0.611775290321498,1.27783028667578,-1.19256958799989,-0.952380952380952,-1.33333333333333,1.11832284910577,0.11973686801785,-0.105409255338946,0,-0.105409255338946,-0.105409255338946
0.944349910521307,-0.18490006540841,-0.18490006540841,0.629940788348712,0.471404520791032,0.333333333333333,0.764719112901872,-0.49147318718299,1.49071198499986,0.761904761904762,0.666666666666667,0.20333142711014,0.11973686801785,-0.105409255338946,0,-0.105409255338946,-0.105409255338946
0.543104330486595,-0.18490006540841,-0.18490006540841,0.629940788348712,0.471404520791032,0.333333333333333,-0.611775290321498,0.393178549746393,-0.298142396999972,0.761904761904762,0.666666666666667,-1.62665141688112,0.11973686801785,0.843274042711568,1,0.843274042711568,0.843274042711568
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
