"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num","TX_RESP_Q20_num"
-0.564600296614927,-1.12464311423107,-1.68549965615811,-1.68549965615811,-0.688395100442577,0.870388279778489,0.438866729387554,-1.29099444873581,0.943879807448539,1.12464311423107,-0.793328828021918,-0.301511344577763
1.51874409332432,-1.12464311423107,0.786566506207116,0.786566506207116,1.47513235809124,-1.04446593573419,0.438866729387554,0,-0.539359889970594,-0.42174116783665,0.661107356684931,-0.301511344577763
0.630398963938339,0.42174116783665,-0.449466574975495,-0.449466574975495,-0.688395100442577,0.870388279778489,0.438866729387554,0,-0.539359889970594,-0.42174116783665,0.661107356684931,-0.301511344577763
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.661153332582437,0.42174116783665,-0.449466574975495,0.786566506207116,-0.688395100442577,-1.04446593573419,0.438866729387554,1.29099444873581,-0.539359889970594,1.12464311423107,0.661107356684931,3.01511344577764
-0.137521678663338,0.42174116783665,0.786566506207116,-0.449466574975495,-0.688395100442577,0.870388279778489,0.438866729387554,0,-0.539359889970594,-0.42174116783665,0.661107356684931,-0.301511344577763
-0.64224543850911,-1.12464311423107,-1.68549965615811,-0.449466574975495,-0.688395100442577,0.870388279778489,-2.4576536845703,1.29099444873581,0.943879807448539,-0.42174116783665,-0.793328828021918,-0.301511344577763
-0.246877994426047,0.42174116783665,0.786566506207116,0.786566506207116,-0.688395100442577,-1.04446593573419,0.438866729387554,0,0.943879807448539,-0.42174116783665,-0.793328828021918,-0.301511344577763
0.793772301515371,0.42174116783665,0.786566506207116,0.786566506207116,1.47513235809124,-1.04446593573419,0.438866729387554,-1.29099444873581,0.943879807448539,1.12464311423107,0.661107356684931,-0.301511344577763
0.657935206824988,0.42174116783665,0.786566506207116,0.786566506207116,0.39336862882433,0.870388279778489,0.438866729387554,1.29099444873581,-0.539359889970594,-0.42174116783665,0.661107356684931,-0.301511344577763
0.753300230381515,-1.12464311423107,-0.449466574975495,0.786566506207116,1.47513235809124,-1.04446593573419,0.438866729387554,-1.29099444873581,-2.02259958738973,-1.96812544990437,0.661107356684931,-0.301511344577763
-2.10175205518867,1.96812544990437,0.786566506207116,-1.68549965615811,-0.688395100442577,0.870388279778489,-1.49214687991768,0,0.943879807448539,1.12464311423107,-2.24776501272877,-0.301511344577763
