"PROFICIENCIA_LP_SAEB","TX_RESP_Q21e_num","TX_RESP_Q19_num"
1.00464327244379,-1.3670762006571,-0.57473696648568
0.463924241360821,NA,NA
-1.99788615748415,0.768980362869617,1.22131605378207
1.10109302717383,-0.29904791889374,-0.57473696648568
NA,NA,NA
0.940026625444737,0.768980362869617,-0.57473696648568
NA,NA,NA
NA,NA,NA
0.64333571876003,-0.29904791889374,-0.57473696648568
NA,NA,NA
0.502766119436367,-2.43510448242045,1.22131605378207
NA,NA,NA
NA,NA,NA
-0.997224333352999,0.768980362869617,-0.57473696648568
0.635786603107529,-0.29904791889374,-0.57473696648568
NA,NA,NA
-0.646920212844751,-0.29904791889374,1.22131605378207
-0.0342453004191582,0.768980362869617,1.22131605378207
NA,NA,NA
NA,NA,NA
0.601185457114256,0.768980362869617,-0.57473696648568
-0.628243447207836,0.768980362869617,-0.57473696648568
0.348060782992262,-0.29904791889374,-0.57473696648568
NA,NA,NA
NA,NA,NA
-0.111245163568281,-1.3670762006571,-0.57473696648568
-0.799649902178847,0.768980362869617,-0.57473696648568
1.32723920713078,-2.43510448242045,-0.57473696648568
0.0340355235195672,0.768980362869617,-0.57473696648568
0.100929318138351,0.768980362869617,-0.57473696648568
1.50890491093031,0.768980362869617,-0.57473696648568
NA,NA,NA
-0.839129808925264,-0.29904791889374,1.22131605378207
-1.58165553095147,0.768980362869617,-0.57473696648568
-1.80714078291043,-0.29904791889374,3.01736907404982
0.859831736962338,-0.29904791889374,1.22131605378207
-1.36677209825206,0.768980362869617,-0.57473696648568
NA,NA,NA
0.738350193580273,0.768980362869617,-0.57473696648568
NA,NA,NA
NA,NA,NA
