"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
-1.74749966408688,0.47026997156298,-0.428746462856272,0.885489079035371,-1.46841751555884,-1.65039426726838,0.949716159867634,0.987137161649972,1.47581513172562,-0.333848930444794,-0.242535625036333
0.774592076026848,0.47026997156298,1.02899151085505,0.885489079035371,1.46841751555884,-0.518695341141491,0.949716159867634,-0.0897397419681795,-0.295163026345123,-0.333848930444794,-0.242535625036333
0.573795289597025,0.47026997156298,-0.428746462856272,0.885489079035371,0.48947250518628,-0.518695341141491,-0.474858079933817,0.987137161649972,-0.295163026345123,-0.333848930444794,-0.242535625036333
0.717746250282463,0.47026997156298,NA,0.885489079035371,-0.48947250518628,-0.518695341141491,0.949716159867634,0.987137161649972,-0.295163026345123,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.87114974727482,0.47026997156298,1.02899151085505,-0.295163026345124,-0.48947250518628,-0.518695341141491,-0.474858079933817,-1.16661664558633,-0.295163026345123,-0.333848930444794,-0.242535625036333
0.128943158701041,0.47026997156298,-0.428746462856272,-1.47581513172562,0.48947250518628,-0.518695341141491,-0.474858079933817,0.987137161649972,-0.295163026345123,-0.333848930444794,-0.242535625036333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.24520348603488,0.47026997156298,-0.428746462856272,0.885489079035371,1.46841751555884,0.613003584985398,0.949716159867634,0.987137161649972,-0.295163026345123,1.55796167540904,3.88057000058133
-0.157081740555658,-1.41080991468894,-1.8864844365676,-1.47581513172562,-1.46841751555884,-0.518695341141491,-1.89943231973527,-1.16661664558633,-0.295163026345123,-0.333848930444794,-0.242535625036333
1.02211817000629,0.47026997156298,1.02899151085505,-1.47581513172562,-0.48947250518628,-1.65039426726838,-0.474858079933817,-0.0897397419681795,-0.295163026345123,-0.333848930444794,-0.242535625036333
-0.496479462469643,-1.41080991468894,-1.8864844365676,0.885489079035371,-0.48947250518628,0.613003584985398,0.949716159867634,0.987137161649972,-0.295163026345123,3.44977228126287,-0.242535625036333
0.238187751040512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.1854162752654,0.47026997156298,1.02899151085505,-0.295163026345124,0.48947250518628,0.613003584985398,0.949716159867634,-0.0897397419681795,-0.295163026345123,-0.333848930444794,-0.242535625036333
-0.0587911968742715,0.47026997156298,NA,-0.295163026345124,-0.48947250518628,-0.518695341141491,-0.474858079933817,0.987137161649972,1.47581513172562,NA,NA
-0.104580272455895,0.47026997156298,1.02899151085505,0.885489079035371,-0.48947250518628,0.613003584985398,0.949716159867634,-0.0897397419681795,-0.295163026345123,-0.333848930444794,-0.242535625036333
-1.07051125866274,0.47026997156298,NA,-0.295163026345124,1.46841751555884,0.613003584985398,-1.89943231973527,-1.16661664558633,1.47581513172562,NA,NA
-1.01757976770578,0.47026997156298,-0.428746462856272,0.885489079035371,0.48947250518628,1.74470251111229,0.949716159867634,0.987137161649972,-0.295163026345123,-0.333848930444794,-0.242535625036333
-1.51436901035816,0.47026997156298,NA,0.885489079035371,1.46841751555884,1.74470251111229,0.949716159867634,0.987137161649972,1.47581513172562,NA,NA
0.00132110216095457,0.47026997156298,-0.428746462856272,-0.295163026345124,-0.48947250518628,-0.518695341141491,-0.474858079933817,-0.0897397419681795,-0.295163026345123,-0.333848930444794,-0.242535625036333
0.767073826000946,-1.41080991468894,1.02899151085505,-1.47581513172562,-1.46841751555884,1.74470251111229,-0.474858079933817,-2.24349354920448,-0.295163026345123,-0.333848930444794,-0.242535625036333
1.0524316674096,-3.29188980094086,-0.428746462856272,-1.47581513172562,-1.46841751555884,-0.518695341141491,-1.89943231973527,-1.16661664558633,-0.295163026345123,-0.333848930444794,-0.242535625036333
1.71519391695029,-1.41080991468894,NA,-1.47581513172562,-0.48947250518628,-0.518695341141491,-0.474858079933817,-0.0897397419681795,-2.06614118441586,NA,NA
0.826986314987278,0.47026997156298,NA,-0.295163026345124,0.48947250518628,-0.518695341141491,-0.474858079933817,-0.0897397419681795,1.47581513172562,NA,NA
-0.193586133010214,0.47026997156298,1.02899151085505,0.885489079035371,0.48947250518628,-0.518695341141491,0.949716159867634,-1.16661664558633,-0.295163026345123,-0.333848930444794,-0.242535625036333
-0.89844100295855,0.47026997156298,-0.428746462856272,0.885489079035371,-0.48947250518628,-0.518695341141491,-0.474858079933817,-1.16661664558633,-2.06614118441586,-0.333848930444794,-0.242535625036333
NA,0.47026997156298,NA,0.885489079035371,1.46841751555884,1.74470251111229,0.949716159867634,0.987137161649972,1.47581513172562,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
