"PROFICIENCIA_MT_SAEB","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q23a_num"
-1.04531777267512,-0.909799269869812,0.933907474746414,0.120335556090431
0.229079985957965,1.46741817720937,-2.20402164040154,-1.5041944511304
-0.542900202689247,-0.909799269869812,-0.11206889696957,0.120335556090431
1.25696377284358,1.46741817720937,-2.20402164040154,0.120335556090431
NA,NA,NA,NA
-1.06517222196405,0.675012361516311,0.933907474746414,0.120335556090431
NA,NA,NA,NA
1.09347450133458,0.675012361516311,-0.11206889696957,0.120335556090431
1.25387879764319,NA,NA,NA
-0.996958199228165,-0.909799269869812,-1.15804526868555,1.74486556331126
NA,NA,NA,NA
NA,NA,NA,NA
-1.12964738143883,-0.909799269869812,-0.11206889696957,0.120335556090431
0.275760188496635,NA,NA,NA
0.314410969459739,1.46741817720937,0.933907474746414,1.74486556331126
NA,NA,NA,NA
2.64528983362261,1.46741817720937,-1.15804526868555,-3.12872445835122
-0.172966134674506,NA,0.933907474746414,NA
-0.736338471100104,-0.909799269869812,-0.11206889696957,0.120335556090431
-1.12444477527627,-0.11739345417675,0.933907474746414,0.120335556090431
-0.967230438640715,-0.909799269869812,0.933907474746414,-1.5041944511304
0.411161304634261,0.675012361516311,-0.11206889696957,0.120335556090431
-1.11052767119681,-0.909799269869812,-2.20402164040154,0.120335556090431
0.0229330388009486,-0.909799269869812,0.933907474746414,0.120335556090431
NA,NA,NA,NA
1.96906431522726,-0.11739345417675,-0.11206889696957,0.120335556090431
NA,NA,NA,NA
0.479278869555159,-0.909799269869812,-0.11206889696957,0.120335556090431
0.445000969756245,-0.909799269869812,-0.11206889696957,0.120335556090431
-0.717611646912184,-0.909799269869812,-0.11206889696957,0.120335556090431
NA,NA,NA,NA
0.901596433640165,1.46741817720937,-0.11206889696957,-1.5041944511304
NA,1.46741817720937,0.933907474746414,0.120335556090431
-0.828900364836646,0.675012361516311,-0.11206889696957,0.120335556090431
-0.159633385792551,-0.909799269869812,0.933907474746414,0.120335556090431
-0.169902450741351,-0.11739345417675,-0.11206889696957,0.120335556090431
-1.20908360226561,0.675012361516311,0.933907474746414,1.74486556331126
-0.104386176213257,-0.909799269869812,0.933907474746414,0.120335556090431
0.78312791467309,NA,NA,NA
