"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10c_num","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q22g_num","TX_RESP_Q23e_num"
0.259209634326348,0,0.474341649025257,0.42174116783665,0.34687296754716,1.02787243329629,-0.619687452821947,1.29099444873581,-0.39336862882433,-0.42174116783665
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.63568013453119,0,NA,0.42174116783665,1.61874051522008,-1.25628852958435,-0.619687452821947,-1.29099444873581,-0.39336862882433,-0.42174116783665
-1.77855924339142,0,0.474341649025257,0.42174116783665,0.34687296754716,-1.25628852958435,-1.59348202154215,-1.29099444873581,1.77015882970948,1.12464311423107
0.902186768378351,1.58113883008419,0.474341649025257,0.42174116783665,-0.924994580125761,-0.114208048144032,-0.619687452821947,-1.29099444873581,-0.39336862882433,1.12464311423107
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0928715547367829,0,0.474341649025257,0.42174116783665,1.61874051522008,-0.114208048144032,0.354107115898256,0,0.688395100442577,-0.42174116783665
-0.54124782009069,0,0.474341649025257,0.42174116783665,0.34687296754716,NA,1.32790168461846,0,-0.39336862882433,1.12464311423107
0.39140753605673,0,0.474341649025257,0.42174116783665,-0.924994580125761,1.02787243329629,0.354107115898256,0,-1.47513235809124,-1.96812544990437
-0.426644457684062,-1.58113883008419,0.474341649025257,0.42174116783665,-0.924994580125761,-0.114208048144032,-0.619687452821947,0,1.77015882970948,1.12464311423107
1.20501067187723,1.58113883008419,-1.89736659610103,0.42174116783665,0.34687296754716,1.02787243329629,1.32790168461846,0,-0.39336862882433,-0.42174116783665
0.862247017869951,0,0.474341649025257,-2.67102739629878,-0.924994580125761,-1.25628852958435,1.32790168461846,1.29099444873581,-0.39336862882433,-0.42174116783665
0.669198472451976,-1.58113883008419,-1.89736659610103,-1.12464311423107,-0.924994580125761,1.02787243329629,-0.619687452821947,1.29099444873581,-0.39336862882433,-0.42174116783665
