"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23a_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num"
1.15024623165109,-0.12974982402692,0.42174116783665,0.34687296754716,-0.324656502371783,1.29099444873581,0,0,-0.242179739848241,0.109369659814952,0.42174116783665,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.14517110797599,1.29749824026921,0.42174116783665,1.61874051522008,-1.21746188389419,-1.29099444873581,NA,0,-0.242179739848241,0.109369659814952,0.42174116783665,-1.29099444873581
-1.96875076441191,-0.12974982402692,0.42174116783665,0.34687296754716,-1.21746188389419,-1.29099444873581,0,0,2.42179739848241,-2.29676285611399,0.42174116783665,1.29099444873581
0.345583080537325,1.29749824026921,0.42174116783665,-0.924994580125761,-1.21746188389419,-1.29099444873581,0,0,-0.242179739848241,1.31243591777942,0.42174116783665,1.29099444873581
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.229661066281168,1.29749824026921,0.42174116783665,1.61874051522008,1.46095426067302,0,2.12132034355964,2.23606797749979,1.08980882931709,0.109369659814952,0.42174116783665,1.29099444873581
-0.709472164527441,-0.12974982402692,0.42174116783665,0.34687296754716,0.56814887915062,0,0,0,-0.242179739848241,0.109369659814952,0.42174116783665,0
0.527136632962838,-0.12974982402692,0.42174116783665,-0.924994580125761,-0.324656502371783,0,0,0,-0.242179739848241,0.109369659814952,-1.12464311423107,0
0.607933536263365,-1.55699788832305,0.42174116783665,-0.924994580125761,1.46095426067302,0,-2.12132034355964,-2.23606797749979,-1.57416830901357,1.31243591777942,-2.67102739629878,-1.29099444873581
0.119251175828215,-0.12974982402692,0.42174116783665,0.34687296754716,0.56814887915062,0,0,0,-0.242179739848241,-1.09369659814952,0.42174116783665,0
1.45878037484394,-1.55699788832305,-2.67102739629878,-0.924994580125761,0.56814887915062,1.29099444873581,0,0,-0.242179739848241,0.109369659814952,0.42174116783665,-1.29099444873581
-0.155875928890272,-0.12974982402692,-1.12464311423107,-0.924994580125761,-0.324656502371783,1.29099444873581,0,0,-0.242179739848241,0.109369659814952,0.42174116783665,0
