"Variavel","N_Total","N_NA","Pct_NA"
"TX_RESP_Q21a_num",49,17,34.69
"TX_RESP_Q21b_num",49,17,34.69
"TX_RESP_Q21c_num",49,17,34.69
"TX_RESP_Q21d_num",49,17,34.69
"TX_RESP_Q21e_num",49,17,34.69
"TX_RESP_Q19_num",49,17,34.69
"TX_RESP_Q20_num",49,17,34.69
"TX_RESP_Q22b_num",49,11,22.45
"TX_RESP_Q10a_num",49,10,20.41
"TX_RESP_Q10b_num",49,10,20.41
"TX_RESP_Q10c_num",49,10,20.41
"TX_RESP_Q10d_num",49,10,20.41
"TX_RESP_Q10e_num",49,10,20.41
"TX_RESP_Q10f_num",49,10,20.41
"TX_RESP_Q22a_num",49,10,20.41
"TX_RESP_Q22c_num",49,10,20.41
"TX_RESP_Q22d_num",49,10,20.41
"TX_RESP_Q22e_num",49,10,20.41
"TX_RESP_Q22f_num",49,10,20.41
"TX_RESP_Q22g_num",49,10,20.41
"TX_RESP_Q22h_num",49,10,20.41
"TX_RESP_Q23a_num",49,10,20.41
"TX_RESP_Q23b_num",49,10,20.41
"TX_RESP_Q23c_num",49,10,20.41
"TX_RESP_Q23d_num",49,10,20.41
"TX_RESP_Q23e_num",49,10,20.41
"TX_RESP_Q23f_num",49,10,20.41
"TX_RESP_Q23g_num",49,10,20.41
"TX_RESP_Q23h_num",49,10,20.41
"TX_RESP_Q23i_num",49,10,20.41
"TX_RESP_Q01",49,0,0
"TX_RESP_Q02",49,0,0
"TX_RESP_Q03",49,0,0
"TX_RESP_Q04",49,0,0
"TX_RESP_Q05a",49,0,0
"TX_RESP_Q05b",49,0,0
"TX_RESP_Q05c",49,0,0
"TX_RESP_Q06",49,0,0
"TX_RESP_Q07a",49,0,0
"TX_RESP_Q07b",49,0,0
"TX_RESP_Q07c",49,0,0
"TX_RESP_Q07d",49,0,0
"TX_RESP_Q07e",49,0,0
"TX_RESP_Q08",49,0,0
"TX_RESP_Q09",49,0,0
"TX_RESP_Q10a",49,0,0
"TX_RESP_Q10b",49,0,0
"TX_RESP_Q10c",49,0,0
"TX_RESP_Q10d",49,0,0
"TX_RESP_Q10e",49,0,0
"TX_RESP_Q10f",49,0,0
"TX_RESP_Q11a",49,0,0
"TX_RESP_Q11b",49,0,0
"TX_RESP_Q11c",49,0,0
"TX_RESP_Q12a",49,0,0
"TX_RESP_Q12b",49,0,0
"TX_RESP_Q12c",49,0,0
"TX_RESP_Q12d",49,0,0
"TX_RESP_Q12e",49,0,0
"TX_RESP_Q12f",49,0,0
"TX_RESP_Q12g",49,0,0
"TX_RESP_Q13a",49,0,0
"TX_RESP_Q13b",49,0,0
"TX_RESP_Q13c",49,0,0
"TX_RESP_Q13d",49,0,0
"TX_RESP_Q13e",49,0,0
"TX_RESP_Q13f",49,0,0
"TX_RESP_Q13g",49,0,0
"TX_RESP_Q13h",49,0,0
"TX_RESP_Q13i",49,0,0
"TX_RESP_Q14",49,0,0
"TX_RESP_Q15a",49,0,0
"TX_RESP_Q15b",49,0,0
"TX_RESP_Q16",49,0,0
"TX_RESP_Q17",49,0,0
"TX_RESP_Q18",49,0,0
"TX_RESP_Q19",49,0,0
"TX_RESP_Q20",49,0,0
"TX_RESP_Q21a",49,0,0
"TX_RESP_Q21b",49,0,0
"TX_RESP_Q21c",49,0,0
"TX_RESP_Q21d",49,0,0
"TX_RESP_Q21e",49,0,0
"TX_RESP_Q22a",49,0,0
"TX_RESP_Q22b",49,0,0
"TX_RESP_Q22c",49,0,0
"TX_RESP_Q22d",49,0,0
"TX_RESP_Q22e",49,0,0
"TX_RESP_Q22f",49,0,0
"TX_RESP_Q22g",49,0,0
"TX_RESP_Q22h",49,0,0
"TX_RESP_Q23a",49,0,0
"TX_RESP_Q23b",49,0,0
"TX_RESP_Q23c",49,0,0
"TX_RESP_Q23d",49,0,0
"TX_RESP_Q23e",49,0,0
"TX_RESP_Q23f",49,0,0
"TX_RESP_Q23g",49,0,0
"TX_RESP_Q23h",49,0,0
"TX_RESP_Q23i",49,0,0
"TX_RESP_Q24",49,0,0
"TX_RESP_Q25",49,0,0
