"PROFICIENCIA_LP_SAEB","TX_RESP_Q10e_num","TX_RESP_Q21b_num","TX_RESP_Q23c_num","TX_RESP_Q23g_num","TX_RESP_Q19_num"
-0.135736357786016,0.295784970671072,-1.12524932053372,-2.6164186604812,-2.88230676849157,-0.338668219686345
-0.134737351592065,0.295784970671072,0.432788200205278,0.0240038409218457,0,-0.338668219686345
-0.134913103009959,0.295784970671072,1.21180696057478,-1.29620740977967,0,-0.338668219686345
-0.136090140509874,0.295784970671072,-1.12524932053372,0.0240038409218457,1.44115338424578,-0.338668219686345
-0.136288423107977,0.295784970671072,-1.12524932053372,0.0240038409218457,0,-0.338668219686345
-0.13396282259239,0.295784970671072,1.21180696057478,0.0240038409218457,0,-0.338668219686345
-0.134137917556316,0.295784970671072,-0.346230560164223,0.0240038409218457,0,-0.338668219686345
-0.135319951612908,0.295784970671072,1.21180696057478,0.0240038409218457,0,2.17715284084079
-0.135315169688655,0.295784970671072,-0.346230560164223,0.0240038409218457,0,-0.338668219686345
-0.134378495321571,0.295784970671072,1.21180696057478,1.34421509162337,0,-0.338668219686345
-0.134940187619222,0.295784970671072,0.432788200205278,1.34421509162337,0,2.17715284084079
-0.134711290765946,0.295784970671072,1.21180696057478,1.34421509162337,0,-0.338668219686345
-0.134637070979104,0.295784970671072,1.21180696057478,1.34421509162337,0,-0.338668219686345
-0.134216756442813,0.295784970671072,-0.346230560164223,1.34421509162337,-2.88230676849157,-0.338668219686345
-0.132840259819072,0.295784970671072,-1.12524932053372,1.34421509162337,0,-0.338668219686345
-0.135153125301826,0.295784970671072,-1.12524932053372,-1.29620740977967,1.44115338424578,-0.338668219686345
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.13540185052948,0.295784970671072,-1.12524932053372,-2.6164186604812,0,-0.338668219686345
-0.134297180887104,0.295784970671072,1.21180696057478,-1.29620740977967,-1.44115338424578,-0.338668219686345
-0.131924731775311,0.295784970671072,1.21180696057478,1.34421509162337,-1.44115338424578,-0.338668219686345
-0.134759890333788,0.295784970671072,-1.12524932053372,0.0240038409218457,1.44115338424578,-0.338668219686345
7.28135481867556,0.295784970671072,0.432788200205278,0.0240038409218457,0,-0.338668219686345
-0.132840105793327,0.295784970671072,1.21180696057478,-1.29620740977967,0,-0.338668219686345
-0.135095832926043,0.295784970671072,-0.346230560164223,0.0240038409218457,0,-0.338668219686345
-0.132340703688389,0.295784970671072,0.432788200205278,0.0240038409218457,0,-0.338668219686345
-0.135819294394334,0.295784970671072,1.21180696057478,0.0240038409218457,0,-0.338668219686345
-0.132823305896888,0.295784970671072,1.21180696057478,1.34421509162337,-2.88230676849157,-0.338668219686345
-0.134230333461667,0.295784970671072,0.432788200205278,0.0240038409218457,-1.44115338424578,-0.338668219686345
-0.13408114781862,0.295784970671072,1.21180696057478,0.0240038409218457,0,-0.338668219686345
NA,NA,NA,NA,NA,NA
-0.134761015120426,0.295784970671072,-0.346230560164223,1.34421509162337,1.44115338424578,-0.338668219686345
-0.1355520486134,-2.41557726048043,0.432788200205278,-1.29620740977967,0,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.136074069016352,-2.41557726048043,-1.12524932053372,1.34421509162337,1.44115338424578,2.17715284084079
-0.136169125837689,0.295784970671072,-1.12524932053372,0.0240038409218457,0,-0.338668219686345
-0.133837860969187,0.295784970671072,NA,0.0240038409218457,1.44115338424578,NA
NA,NA,NA,NA,NA,NA
-0.133207517298039,0.295784970671072,0.432788200205278,1.34421509162337,0,-0.338668219686345
-0.135262972306711,0.295784970671072,1.21180696057478,0.0240038409218457,1.44115338424578,-0.338668219686345
-0.135255496421307,0.295784970671072,-0.346230560164223,0.0240038409218457,0,-0.338668219686345
-0.135643394014618,0.295784970671072,-1.12524932053372,0.0240038409218457,0,-0.338668219686345
