"PROFICIENCIA_LP_SAEB","TX_RESP_Q10e_num","TX_RESP_Q21b_num","TX_RESP_Q23c_num","TX_RESP_Q23g_num","TX_RESP_Q19_num"
-0.134812595184965,0.295784970671072,-1.12524932053372,0.0240038409218457,0,-0.338668219686345
NA,NA,NA,NA,NA,NA
-0.135019764990655,0.295784970671072,-0.346230560164223,0.0240038409218457,0,-0.338668219686345
-0.134357583794708,0.295784970671072,1.21180696057478,0.0240038409218457,-1.44115338424578,-0.338668219686345
-0.134042006100608,0.295784970671072,-1.12524932053372,1.34421509162337,0,-0.338668219686345
NA,NA,NA,NA,NA,NA
-0.135306879565695,-2.41557726048043,-1.12524932053372,0.0240038409218457,0,-0.338668219686345
-0.135694669831337,0.295784970671072,-1.12524932053372,0.0240038409218457,0,4.69297390136793
-0.135783229135504,0.295784970671072,-1.12524932053372,0.0240038409218457,0,-0.338668219686345
-0.135692851997587,0.295784970671072,-1.12524932053372,0.0240038409218457,0,-0.338668219686345
-0.135445742619609,-5.12693949163193,0.432788200205278,-1.29620740977967,0,2.17715284084079
-0.136380687508088,0.295784970671072,-1.12524932053372,-1.29620740977967,1.44115338424578,NA
-0.135888878675326,0.295784970671072,-1.12524932053372,0.0240038409218457,1.44115338424578,2.17715284084079
-0.136243730643066,-2.41557726048043,1.21180696057478,-1.29620740977967,1.44115338424578,-0.338668219686345
-0.134977811947633,0.295784970671072,1.21180696057478,-1.29620740977967,0,-0.338668219686345
-0.134730894448796,0.295784970671072,0.432788200205278,1.34421509162337,0,-0.338668219686345
NA,NA,NA,NA,NA,NA
-0.135254958660193,0.295784970671072,0.432788200205278,0.0240038409218457,0,-0.338668219686345
-0.135014850510773,0.295784970671072,-1.12524932053372,0.0240038409218457,0,-0.338668219686345
-0.134509247529143,0.295784970671072,1.21180696057478,0.0240038409218457,0,-0.338668219686345
-0.135442134723488,0.295784970671072,-1.12524932053372,-1.29620740977967,0,-0.338668219686345
