"PROFICIENCIA_LP_SAEB","TX_RESP_Q23i_num"
NA,NA
-0.863040123851459,-0.397185541120737
-0.581923343963234,-0.397185541120737
0.157434483674231,-0.397185541120737
-0.55676151033879,-1.78733493504332
-1.18098347601004,-0.397185541120737
NA,NA
0.707948160765954,0.992963852801842
-1.92677213593625,-0.397185541120737
NA,NA
-0.788563526846663,0.992963852801842
NA,NA
-0.205729004989288,-0.397185541120737
NA,NA
0.893006004220946,-0.397185541120737
0.757674002026404,-0.397185541120737
1.32650382620804,0.992963852801842
-0.344411144036886,-0.397185541120737
1.80310365303099,-0.397185541120737
-0.192068957556129,-0.397185541120737
-1.31453326108878,-0.397185541120737
2.11791369087527,0.992963852801842
0.592507732631578,0.992963852801842
-0.191167816605026,0.992963852801842
-0.0425329747733015,-0.397185541120737
-1.9961514582246,-0.397185541120737
NA,NA
1.8459662681307,0.992963852801842
0.217732169699146,0.992963852801842
-0.0499802636619687,-0.397185541120737
NA,NA
0.478692893433459,-1.78733493504332
-0.304520187500738,-0.397185541120737
-0.0294544876570668,0.992963852801842
-0.297425078836852,0.992963852801842
NA,NA
1.18467831770374,0.992963852801842
-1.69668968527236,-0.397185541120737
-1.68162467055659,-0.397185541120737
-0.423548891018821,0.992963852801842
-0.302879584098468,-1.78733493504332
0.768382455682403,-0.397185541120737
1.622055195233,0.992963852801842
-0.61019219383727,0.992963852801842
0.516034598383227,-1.78733493504332
-0.492522117499884,-0.397185541120737
0.417542954468747,-0.397185541120737
0.394355113639646,-0.397185541120737
0.652411880402603,-0.397185541120737
NA,NA
1.0511674109923,-1.78733493504332
-1.55348175393366,-0.397185541120737
0.981199043903216,-0.397185541120737
0.272284570303984,0.992963852801842
-0.304428690254819,-0.397185541120737
0.159684219412831,-3.17748432896589
1.08313482432767,-0.397185541120737
0.53565295466033,0.992963852801842
1.12202188181729,0.992963852801842
0.514130786841902,0.992963852801842
-0.595177318338299,-0.397185541120737
1.43161930654711,0.992963852801842
1.09870118571316,-0.397185541120737
1.4240166179352,0.992963852801842
0.0835432006028618,0.992963852801842
NA,NA
-1.07983604604806,-3.17748432896589
NA,NA
0.305618118053058,0.992963852801842
-1.19575898452205,-0.397185541120737
0.320981442909497,-0.397185541120737
NA,NA
-0.615333351743023,-0.397185541120737
1.81514689271559,0.992963852801842
1.29114739765231,0.992963852801842
0.947319037838822,0.992963852801842
0.475509439902343,-0.397185541120737
-0.316174893753453,NA
-0.0616826067204901,-1.78733493504332
0.822822065798611,-0.397185541120737
-0.388310280522921,-0.397185541120737
0.27864772374971,-0.397185541120737
-0.321314800453704,0.992963852801842
0.425633203740658,-0.397185541120737
1.53485229133675,0.992963852801842
-1.76350342205524,0.992963852801842
-1.60233152385141,-1.78733493504332
0.608966453780468,0.992963852801842
-0.380904349663363,0.992963852801842
0.738985609925314,0.992963852801842
-0.955558398957601,-0.397185541120737
0.516247667305473,-0.397185541120737
-0.990429792013516,-0.397185541120737
0.216945070442174,-1.78733493504332
0.689436484380004,0.992963852801842
NA,NA
-0.79074808615325,-0.397185541120737
NA,NA
-1.59149774490258,NA
-1.2601700882541,-0.397185541120737
NA,NA
-1.54887954711022,0.992963852801842
-0.404609825582876,0.992963852801842
0.299728739257631,0.992963852801842
-1.72420025911434,NA
0.129311023879426,-0.397185541120737
0.00482283302691223,0.992963852801842
0.734712993380062,0.992963852801842
-0.317038430291949,0.992963852801842
-2.53308780394138,NA
