"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21d_num","TX_RESP_Q22f_num","TX_RESP_Q23c_num","TX_RESP_Q23g_num","TX_RESP_Q20_num"
-0.164203513401447,0.661246522533581,-1.15785871172767,-0.731009575860672,1.47481543202504,0.385076294856502,-0.235702260395516
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.00458609532937976,0.661246522533581,0.859056463539881,-0.731009575860672,-0.393284115206678,-0.834331972189088,-0.235702260395516
NA,NA,NA,NA,NA,NA,NA
1.60505081144408,0.661246522533581,0.859056463539881,-0.731009575860672,-2.2613836624384,-2.05374023923468,-0.235702260395516
0.151955341400657,0.661246522533581,NA,0.487339717240448,NA,0.385076294856502,NA
-1.494340543494,0.661246522533581,-1.15785871172767,1.70568901034157,1.47481543202504,1.60448456190209,-0.235702260395516
0.263917719005166,0.661246522533581,-1.15785871172767,-0.731009575860672,1.47481543202504,0.385076294856502,-0.235702260395516
0.163188897158288,-1.43270079882276,-1.15785871172767,-0.731009575860672,-0.393284115206678,-0.834331972189088,-0.235702260395516
-0.478531242568178,0.661246522533581,0.859056463539881,-0.731009575860672,1.47481543202504,-0.834331972189088,-0.235702260395516
0.177923803518676,0.661246522533581,0.859056463539881,-0.731009575860672,-0.393284115206678,0.385076294856502,-0.235702260395516
1.04458897529239,-1.43270079882276,0.859056463539881,-0.731009575860672,-0.393284115206678,0.385076294856502,-0.235702260395516
-1.52105897156432,0.661246522533581,-0.48555365330515,1.70568901034157,1.47481543202504,1.60448456190209,-0.235702260395516
0.923003837637715,-1.43270079882276,0.859056463539881,0.487339717240448,-0.393284115206678,-0.834331972189088,-0.235702260395516
0.914046651754462,-1.43270079882276,0.859056463539881,-1.94935886896179,-0.393284115206678,-2.05374023923468,-0.235702260395516
1.0065322774439,-1.43270079882276,0.859056463539881,0.487339717240448,-0.393284115206678,0.385076294856502,-0.235702260395516
-1.47961346412927,0.661246522533581,0.859056463539881,1.70568901034157,-0.393284115206678,0.385076294856502,-0.235702260395516
0.232857404858541,0.661246522533581,-1.15785871172767,0.487339717240448,-0.393284115206678,0.385076294856502,-0.235702260395516
0.22637036289944,0.661246522533581,0.859056463539881,-0.731009575860672,-0.393284115206678,0.385076294856502,-0.235702260395516
0.504324114424563,0.661246522533581,NA,0.487339717240448,-0.393284115206678,0.385076294856502,NA
0.177266028393864,-1.43270079882276,-1.15785871172767,0.487339717240448,-0.393284115206678,NA,-0.235702260395516
-2.25786458540393,NA,-1.15785871172767,0.487339717240448,-0.393284115206678,0.385076294856502,4.00693842672377
NA,NA,NA,NA,NA,NA,NA
