"Variavel","N_Total","N_NA","Pct_NA"
"TX_RESP_Q23g_num",14,2,14.29
"TX_RESP_Q22b_num",14,1,7.14
"TX_RESP_Q23f_num",14,1,7.14
"TX_RESP_Q23h_num",14,1,7.14
"TX_RESP_Q23i_num",14,1,7.14
"TX_RESP_Q01",14,0,0
"TX_RESP_Q02",14,0,0
"TX_RESP_Q03",14,0,0
"TX_RESP_Q04",14,0,0
"TX_RESP_Q05a",14,0,0
"TX_RESP_Q05b",14,0,0
"TX_RESP_Q05c",14,0,0
"TX_RESP_Q06",14,0,0
"TX_RESP_Q07a",14,0,0
"TX_RESP_Q07b",14,0,0
"TX_RESP_Q07c",14,0,0
"TX_RESP_Q07d",14,0,0
"TX_RESP_Q07e",14,0,0
"TX_RESP_Q08",14,0,0
"TX_RESP_Q09",14,0,0
"TX_RESP_Q10a",14,0,0
"TX_RESP_Q10b",14,0,0
"TX_RESP_Q10c",14,0,0
"TX_RESP_Q10d",14,0,0
"TX_RESP_Q10e",14,0,0
"TX_RESP_Q10f",14,0,0
"TX_RESP_Q11a",14,0,0
"TX_RESP_Q11b",14,0,0
"TX_RESP_Q11c",14,0,0
"TX_RESP_Q12a",14,0,0
"TX_RESP_Q12b",14,0,0
"TX_RESP_Q12c",14,0,0
"TX_RESP_Q12d",14,0,0
"TX_RESP_Q12e",14,0,0
"TX_RESP_Q12f",14,0,0
"TX_RESP_Q12g",14,0,0
"TX_RESP_Q13a",14,0,0
"TX_RESP_Q13b",14,0,0
"TX_RESP_Q13c",14,0,0
"TX_RESP_Q13d",14,0,0
"TX_RESP_Q13e",14,0,0
"TX_RESP_Q13f",14,0,0
"TX_RESP_Q13g",14,0,0
"TX_RESP_Q13h",14,0,0
"TX_RESP_Q13i",14,0,0
"TX_RESP_Q14",14,0,0
"TX_RESP_Q15a",14,0,0
"TX_RESP_Q15b",14,0,0
"TX_RESP_Q16",14,0,0
"TX_RESP_Q17",14,0,0
"TX_RESP_Q18",14,0,0
"TX_RESP_Q19",14,0,0
"TX_RESP_Q20",14,0,0
"TX_RESP_Q21a",14,0,0
"TX_RESP_Q21b",14,0,0
"TX_RESP_Q21c",14,0,0
"TX_RESP_Q21d",14,0,0
"TX_RESP_Q21e",14,0,0
"TX_RESP_Q22a",14,0,0
"TX_RESP_Q22b",14,0,0
"TX_RESP_Q22c",14,0,0
"TX_RESP_Q22d",14,0,0
"TX_RESP_Q22e",14,0,0
"TX_RESP_Q22f",14,0,0
"TX_RESP_Q22g",14,0,0
"TX_RESP_Q22h",14,0,0
"TX_RESP_Q23a",14,0,0
"TX_RESP_Q23b",14,0,0
"TX_RESP_Q23c",14,0,0
"TX_RESP_Q23d",14,0,0
"TX_RESP_Q23e",14,0,0
"TX_RESP_Q23f",14,0,0
"TX_RESP_Q23g",14,0,0
"TX_RESP_Q23h",14,0,0
"TX_RESP_Q23i",14,0,0
"TX_RESP_Q24",14,0,0
"TX_RESP_Q25",14,0,0
"TX_RESP_Q10a_num",14,0,0
"TX_RESP_Q10b_num",14,0,0
"TX_RESP_Q10c_num",14,0,0
"TX_RESP_Q10d_num",14,0,0
"TX_RESP_Q10e_num",14,0,0
"TX_RESP_Q10f_num",14,0,0
"TX_RESP_Q21a_num",14,0,0
"TX_RESP_Q21b_num",14,0,0
"TX_RESP_Q21c_num",14,0,0
"TX_RESP_Q21d_num",14,0,0
"TX_RESP_Q21e_num",14,0,0
"TX_RESP_Q22a_num",14,0,0
"TX_RESP_Q22c_num",14,0,0
"TX_RESP_Q22d_num",14,0,0
"TX_RESP_Q22e_num",14,0,0
"TX_RESP_Q22f_num",14,0,0
"TX_RESP_Q22g_num",14,0,0
"TX_RESP_Q22h_num",14,0,0
"TX_RESP_Q23a_num",14,0,0
"TX_RESP_Q23b_num",14,0,0
"TX_RESP_Q23c_num",14,0,0
"TX_RESP_Q23d_num",14,0,0
"TX_RESP_Q23e_num",14,0,0
"TX_RESP_Q19_num",14,0,0
"TX_RESP_Q20_num",14,0,0
