"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21e_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
0.716503614851447,0.212040657210068,-0.22322226298951,0.732265260700077,-0.320542742916063,0.165500936671456,0.730036784438238,0.0463997030428506,-0.56076539776033,1.4816636267398
0.0314075384277375,0.212040657210068,-1.56255584092657,-0.559967552300058,1.05321186958135,-1.0343808541966,-0.384229886546441,0.0463997030428506,-0.56076539776033,-0.164629291859978
0.329744133141599,0.212040657210068,-0.22322226298951,0.732265260700077,1.05321186958135,0.165500936671456,0.730036784438238,1.43839079432837,1.3084525947741,1.4816636267398
3.53308073329621,0.212040657210068,-1.56255584092657,-1.85220036530019,-1.69429735541348,1.36538272753951,-0.384229886546441,-1.34559138824267,1.3084525947741,-0.164629291859978
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.994611163206657,0.212040657210068,1.11611131494755,0.732265260700077,1.05321186958135,1.36538272753951,0.730036784438238,0.0463997030428506,-0.56076539776033,-0.164629291859978
-0.514789715729678,0.212040657210068,-0.22322226298951,0.732265260700077,-0.320542742916063,-1.0343808541966,0.730036784438238,0.0463997030428506,-0.56076539776033,-0.164629291859978
0.989430151722155,-1.37826427186544,-0.22322226298951,-0.559967552300058,-0.320542742916063,0.165500936671456,-0.384229886546441,0.0463997030428506,-0.56076539776033,-0.164629291859978
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.214461082687525,-1.37826427186544,-0.22322226298951,-0.559967552300058,-0.320542742916063,0.165500936671456,0.730036784438238,0.0463997030428506,-2.42998339029476,-1.81092221045976
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.15880662336932,1.80234558628558,1.11611131494755,0.732265260700077,1.05321186958135,-1.0343808541966,-1.49849655753112,0.0463997030428506,-0.56076539776033,-1.81092221045976
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.15015098405064,0.212040657210068,1.11611131494755,0.732265260700077,1.05321186958135,1.36538272753951,-1.49849655753112,0.0463997030428506,-0.56076539776033,-0.164629291859978
-0.62767263590675,-1.37826427186544,-0.22322226298951,0.732265260700077,-0.320542742916063,-1.0343808541966,-1.49849655753112,-1.34559138824267,-0.56076539776033,-0.164629291859978
-0.6414469095829,-1.37826427186544,-0.22322226298951,-0.559967552300058,-0.320542742916063,-1.0343808541966,-0.384229886546441,0.0463997030428506,-0.56076539776033,-0.164629291859978
0.119210374856544,0.212040657210068,1.11611131494755,0.732265260700077,1.05321186958135,1.36538272753951,-0.384229886546441,0.0463997030428506,-0.56076539776033,-0.164629291859978
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.788391174314116,0.212040657210068,1.11611131494755,0.732265260700077,1.05321186958135,1.36538272753951,0.730036784438238,1.43839079432837,1.3084525947741,1.4816636267398
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.74121060104077,1.80234558628558,1.11611131494755,0.732265260700077,-0.320542742916063,-1.0343808541966,0.730036784438238,-1.34559138824267,-0.56076539776033,-1.81092221045976
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.53091071375533,0.212040657210068,-0.22322226298951,0.732265260700077,-0.320542742916063,-1.0343808541966,0.730036784438238,-2.7375824795282,-0.56076539776033,-0.164629291859978
0.288163545796505,0.212040657210068,-0.22322226298951,0.732265260700077,-0.320542742916063,-1.0343808541966,0.730036784438238,0.0463997030428506,1.3084525947741,-0.164629291859978
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.296243523151555,-1.37826427186544,-1.56255584092657,-1.85220036530019,-1.69429735541348,0.165500936671456,-0.384229886546441,0.0463997030428506,-0.56076539776033,-0.164629291859978
-0.50284582044248,0.212040657210068,1.11611131494755,0.732265260700077,1.05321186958135,-1.0343808541966,0.730036784438238,-1.34559138824267,-0.56076539776033,-0.164629291859978
-0.810250545155845,1.80234558628558,1.11611131494755,0.732265260700077,1.05321186958135,1.36538272753951,-1.49849655753112,0.0463997030428506,-0.56076539776033,-0.164629291859978
0.971232038877016,-1.37826427186544,-0.22322226298951,-1.85220036530019,-1.69429735541348,NA,NA,1.43839079432837,1.3084525947741,-0.164629291859978
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0309937562631784,0.212040657210068,1.11611131494755,0.732265260700077,1.05321186958135,1.36538272753951,-2.6127632285158,0.0463997030428506,1.3084525947741,1.4816636267398
