"PROFICIENCIA_MT_SAEB","TX_RESP_Q10f_num"
-0.105646287619476,-1.5479918518978
-0.106388760004787,-0.265370031753909
-0.107754890575919,-1.5479918518978
-0.106238023347191,1.01725178838998
-0.107132525701148,1.01725178838998
NA,NA
-0.108430299005408,-0.265370031753909
-0.107669378891023,-0.265370031753909
-0.107263196631241,-1.5479918518978
-0.10668415019446,-0.265370031753909
NA,NA
-0.105495596260025,-0.265370031753909
NA,NA
-0.106441554369033,-0.265370031753909
NA,NA
-0.107986086604391,-0.265370031753909
-0.105988058617995,-0.265370031753909
-0.108302656464117,-1.5479918518978
-0.104380572667759,-0.265370031753909
-0.107086309127636,-0.265370031753909
NA,NA
-0.107338171312057,1.01725178838998
NA,NA
-0.106191986142177,1.01725178838998
-0.106349817955463,-1.5479918518978
-0.107426243102238,1.01725178838998
-0.105462712812393,-0.265370031753909
-0.10636230713736,-0.265370031753909
-0.108269206603874,-0.265370031753909
-0.105969136998028,1.01725178838998
-0.107468662873653,1.01725178838998
-0.105903966747919,1.01725178838998
-0.107365904249017,-0.265370031753909
-0.108423409667469,-1.5479918518978
-0.107492901131275,1.01725178838998
NA,NA
-0.105692706193668,-0.265370031753909
NA,NA
-0.106900774576155,-1.5479918518978
NA,NA
-0.107881555136655,1.01725178838998
-0.104218339908201,-0.265370031753909
-0.108832599541737,-1.5479918518978
NA,NA
9.27422323692002,1.01725178838998
-0.106083480429272,1.01725178838998
-0.108982118452754,-0.265370031753909
-0.108658406281328,-1.5479918518978
-0.106119052411385,-1.5479918518978
-0.107062520237082,-1.5479918518978
-0.108359051270933,-1.5479918518978
NA,NA
-0.108114414495483,-0.265370031753909
NA,NA
-0.107675496032378,-0.265370031753909
-0.108228076360217,-0.265370031753909
-0.107255470882123,-1.5479918518978
-0.107976710732654,-1.5479918518978
-0.108236191011315,-0.265370031753909
NA,NA
-0.107287519810219,1.01725178838998
NA,NA
NA,NA
-0.106000831006199,-0.265370031753909
-0.108521895741249,-0.265370031753909
NA,NA
NA,NA
NA,NA
-0.106569008151158,-0.265370031753909
-0.105832314944524,-0.265370031753909
-0.105180670847983,-0.265370031753909
NA,NA
NA,NA
-0.105326455279856,-1.5479918518978
-0.106770356653603,1.01725178838998
-0.108736775586964,-0.265370031753909
-0.107295625036871,-1.5479918518978
NA,NA
-0.106996649537789,1.01725178838998
-0.107467050516379,-1.5479918518978
NA,NA
-0.102874087598441,1.01725178838998
-0.107645595675404,1.01725178838998
-0.105406176402424,-1.5479918518978
-0.103288146668721,1.01725178838998
-0.104746547941845,1.01725178838998
-0.106150593466532,-0.265370031753909
-0.106542287176807,-0.265370031753909
-0.105981884828623,1.01725178838998
-0.106794540154853,1.01725178838998
-0.106669708834744,1.01725178838998
-0.105312895595688,1.01725178838998
-0.107052085212944,1.01725178838998
-0.106666995776435,1.01725178838998
-0.103534526054727,1.01725178838998
-0.104918785241146,1.01725178838998
-0.106096826762888,1.01725178838998
-0.107306496186559,NA
-0.107299123533279,1.01725178838998
-0.106887197934739,1.01725178838998
-0.104259026493506,1.01725178838998
-0.106342413177994,-0.265370031753909
-0.105638097437688,1.01725178838998
-0.105478432383775,1.01725178838998
-0.104183830895558,-0.265370031753909
-0.105970260365025,1.01725178838998
-0.105348176804914,1.01725178838998
-0.107295517415772,1.01725178838998
-0.105394314064446,1.01725178838998
-0.105963776953873,-1.5479918518978
NA,NA
NA,NA
