"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10f_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
-0.768201556213007,0.195047374401374,0.58554004376912,-0.540061724867322,-0.158776837207489,1.84805913883868,1.70084012854152,0.682221028637269,-0.50395263067897,1.34807555140938,-1.04850320665174,0.377964473009227,0.801783725737273,2.47487373415292
0.481537892492669,0.195047374401374,NA,-0.540061724867322,-0.158776837207489,0.504016128774185,0.377964473009227,0.682221028637269,-0.50395263067897,0.14978617237882,-1.04850320665174,0.377964473009227,-1.0690449676497,-0.353553390593274
1.20182729068215,-1.36533162080961,0.58554004376912,-0.540061724867322,0.952661023244934,0.504016128774185,0.377964473009227,0.682221028637269,-0.50395263067897,-1.04850320665174,1.34807555140938,0.377964473009227,0.801783725737273,-0.353553390593274
-1.24583204393521,0.195047374401374,NA,NA,NA,-0.840026881290309,-0.944911182523068,0.682221028637269,1.76383420737639,1.34807555140938,0.14978617237882,NA,NA,NA
-1.45647779729244,NA,0.58554004376912,1.62018517460197,-1.27021469765991,-0.840026881290309,0.377964473009227,-1.50088626300199,1.76383420737639,0.14978617237882,0.14978617237882,0.377964473009227,0.801783725737273,-0.353553390593274
0.313482833290873,0.195047374401374,0.58554004376912,1.62018517460197,0.952661023244934,-0.840026881290309,NA,-1.50088626300199,-0.50395263067897,-1.04850320665174,0.14978617237882,0.377964473009227,0.801783725737273,-0.353553390593274
1.36270763339672,-1.36533162080961,-1.4638501094228,-0.540061724867322,0.952661023244934,0.504016128774185,-0.944911182523068,0.682221028637269,-0.50395263067897,-1.04850320665174,1.34807555140938,-2.26778683805536,-1.0690449676497,-0.353553390593274
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.807641821134725,0.195047374401374,-1.4638501094228,-0.540061724867322,-1.27021469765991,-0.840026881290309,-0.944911182523068,-0.409332617182361,-0.50395263067897,0.14978617237882,-1.04850320665174,0.377964473009227,-1.0690449676497,-0.353553390593274
-0.672348515219771,1.75542636961236,0.58554004376912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0243375583367059,NA,NA,-0.540061724867322,NA,NA,NA,NA,-0.50395263067897,NA,NA,NA,NA,-0.353553390593274
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
