"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num"
-0.188859917673598,0.195047374401374,-0.158776837207489,1.84805913883868,-0.50395263067897,1.34807555140938,-1.04850320665174,0.377964473009227,0.58554004376912
0.096941395496854,0.195047374401374,-0.158776837207489,0.504016128774185,-0.50395263067897,0.14978617237882,-1.04850320665174,0.377964473009227,-1.4638501094228
1.02449343953814,-1.36533162080961,0.952661023244934,0.504016128774185,-0.50395263067897,-1.04850320665174,1.34807555140938,0.377964473009227,0.58554004376912
-0.576318331891111,0.195047374401374,NA,-0.840026881290309,1.76383420737639,1.34807555140938,0.14978617237882,NA,NA
-0.973826278798255,NA,-1.27021469765991,-0.840026881290309,1.76383420737639,0.14978617237882,0.14978617237882,0.377964473009227,0.58554004376912
1.61472256921074,0.195047374401374,0.952661023244934,-0.840026881290309,-0.50395263067897,-1.04850320665174,0.14978617237882,0.377964473009227,0.58554004376912
1.17921620133787,-1.36533162080961,0.952661023244934,0.504016128774185,-0.50395263067897,-1.04850320665174,1.34807555140938,-2.26778683805536,0.58554004376912
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.388860843847775,0.195047374401374,-1.27021469765991,-0.840026881290309,-0.50395263067897,0.14978617237882,-1.04850320665174,0.377964473009227,-1.4638501094228
-0.23111483863055,1.75542636961236,NA,NA,NA,NA,NA,NA,NA
-1.55639339474231,NA,NA,NA,-0.50395263067897,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
