"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num"
-0.101881671056432,-1.43814694014147
-0.103051530149258,-0.347138916585871
-0.10408696465813,-0.347138916585871
NA,NA
-0.103488598439785,1.83487713052532
-0.102361127536674,0.743869106969724
-0.103831262144173,0.743869106969724
-0.106145667054142,-0.347138916585871
-0.106298774579649,0.743869106969724
-0.104952981888837,0.743869106969724
-0.103509482661731,-0.347138916585871
-0.101449957269285,0.743869106969724
NA,NA
NA,NA
-0.103216374613945,0.743869106969724
-0.105458720086314,-0.347138916585871
-0.105900723132524,-0.347138916585871
-0.102480924729508,0.743869106969724
-0.104004971280435,0.743869106969724
-0.106263603383266,-0.347138916585871
NA,NA
-0.105617532466739,0.743869106969724
NA,NA
-0.105591647404572,0.743869106969724
-0.10652480421948,-0.347138916585871
-0.106745399995349,1.83487713052532
-0.104371001442544,0.743869106969724
-0.103293851357411,-0.347138916585871
NA,NA
NA,NA
-0.105008258928885,-0.347138916585871
NA,NA
-0.103040720315531,1.83487713052532
-0.105497594796214,-0.347138916585871
-0.10503395230154,0.743869106969724
-0.103775069559772,0.743869106969724
-0.102775116918531,-0.347138916585871
-0.105579211388556,NA
-0.104038919513699,-1.43814694014147
-0.106436524235956,-1.43814694014147
-0.105914816732072,-0.347138916585871
9.43455401382903,0.743869106969724
-0.101176060987196,1.83487713052532
-0.102998475885558,-0.347138916585871
-0.103493541444947,1.83487713052532
-0.105337184352693,-0.347138916585871
-0.102538279100783,-0.347138916585871
-0.107356486496712,-1.43814694014147
NA,NA
-0.10589710554369,-1.43814694014147
NA,NA
-0.105464339016549,-0.347138916585871
-0.104959389132211,-0.347138916585871
-0.106909713980083,0.743869106969724
-0.104932246394062,1.83487713052532
-0.103678012485166,NA
-0.102356667111262,1.83487713052532
-0.106021926698942,-0.347138916585871
-0.10546388786761,-0.347138916585871
-0.10575446740566,0.743869106969724
-0.102633759549112,-0.347138916585871
-0.10549387640998,0.743869106969724
NA,-0.347138916585871
NA,NA
-0.105765949852841,-0.347138916585871
NA,NA
-0.105027584738457,-0.347138916585871
-0.105876807980946,0.743869106969724
-0.10553133315563,0.743869106969724
-0.105159027978359,NA
-0.105023456480248,-0.347138916585871
-0.106203687445202,-1.43814694014147
-0.104672232181863,0.743869106969724
-0.106881834170184,-1.43814694014147
-0.10649707479256,-0.347138916585871
-0.105714447407844,0.743869106969724
-0.105885656123995,0.743869106969724
-0.106297564863005,-1.43814694014147
-0.105665265254545,-1.43814694014147
-0.104114069371798,-0.347138916585871
NA,NA
-0.106360875299148,-1.43814694014147
-0.106172517275811,-0.347138916585871
-0.104944586550538,0.743869106969724
NA,NA
-0.103856234973606,0.743869106969724
-0.105947340407416,-1.43814694014147
-0.104549099981819,0.743869106969724
-0.103485779069378,-1.43814694014147
-0.104268722092771,-1.43814694014147
-0.106979831596717,-1.43814694014147
-0.10497387604564,0.743869106969724
-0.105251624597985,0.743869106969724
-0.105133546135361,0.743869106969724
-0.103175877003806,-0.347138916585871
-0.104236680997178,-1.43814694014147
-0.104776451696792,0.743869106969724
-0.101841619657373,1.83487713052532
NA,NA
-0.106050376669085,NA
-0.105165693025351,0.743869106969724
-0.103649537737017,-1.43814694014147
-0.107271943113326,-1.43814694014147
-0.106180798570235,-0.347138916585871
NA,-1.43814694014147
-0.10446442933765,NA
-0.105510146511916,-1.43814694014147
-0.105897257582479,0.743869106969724
NA,NA
