"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22f_num","TX_RESP_Q23d_num","TX_RESP_Q23i_num","TX_RESP_Q20_num"
-0.216169697284264,-2.5298221281347,-1.14187534798892,NA,0.834364049043722,0.155043418236511,-1.63404251373973,-0.652791209833867,-0.25
-0.967789288987353,-0.948683298050514,0.519034249085875,-0.66321159825515,-0.945612588916218,1.39539076412859,1.85191484890503,-0.652791209833867,-0.25
-0.603496798018936,NA,0.519034249085875,-0.66321159825515,0.834364049043722,-1.08530392765557,0.108936167582649,-0.652791209833867,-0.25
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0358528858236886,0.632455532033676,-1.14187534798892,0.884282131006867,-0.0556242699362481,0.155043418236511,0.108936167582649,-0.652791209833867,-0.25
NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.56973767128965,0.632455532033676,0.519034249085875,0.884282131006867,-0.0556242699362481,0.155043418236511,0.108936167582649,-0.652791209833867,-0.25
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.863171830766253,0.632455532033676,0.519034249085875,NA,-1.83560090789619,-1.08530392765557,0.108936167582649,-0.652791209833867,-0.25
0.836466051210862,0.632455532033676,0.519034249085875,-0.66321159825515,-0.945612588916218,-1.08530392765557,0.108936167582649,-0.652791209833867,-0.25
-0.233310748594651,0.632455532033676,0.519034249085875,-0.66321159825515,0.834364049043722,0.155043418236511,0.108936167582649,1.43614066163451,-0.25
0.897020628129193,0.632455532033676,-2.80278494506372,0.884282131006867,0.834364049043722,0.155043418236511,0.108936167582649,1.43614066163451,-0.25
1.13899034697034,-0.948683298050514,0.519034249085875,-2.21070532751717,0.834364049043722,0.155043418236511,-1.63404251373973,1.43614066163451,-0.25
-0.0498713604311369,0.632455532033676,0.519034249085875,0.884282131006867,-0.0556242699362481,-1.08530392765557,0.108936167582649,1.43614066163451,-0.25
1.79669357865936,-0.948683298050514,-1.14187534798892,-0.66321159825515,0.834364049043722,0.155043418236511,0.108936167582649,-0.652791209833867,-0.25
-0.791580270263134,0.632455532033676,0.519034249085875,0.884282131006867,-1.83560090789619,0.155043418236511,0.108936167582649,-0.652791209833867,-0.25
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.762075512664196,0.632455532033676,0.519034249085875,0.884282131006867,0.834364049043722,0.155043418236511,1.85191484890503,1.43614066163451,-0.25
1.16565803945153,-0.948683298050514,0.519034249085875,-0.66321159825515,0.834364049043722,-1.08530392765557,-1.63404251373973,-0.652791209833867,-0.25
-1.3376293772738,0.632455532033676,0.519034249085875,0.884282131006867,-0.945612588916218,2.63573811002068,0.108936167582649,-0.652791209833867,3.75
NA,NA,NA,NA,NA,NA,NA,NA,NA
