"PROFICIENCIA_LP_SAEB","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q22f_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23i_num"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.70270469289041,0.179113787993637,0.798830552808817,-0.525561446226405,1.12946491724678,-1.46998787265008,-0.137198868114007
0.932659438399022,-1.73143328393849,0.798830552808817,-1.51828862243184,-2.71071580139228,0.19599838302001,1.02899151085505
0.192756475211712,NA,NA,-0.525561446226405,-0.150595322299571,0.19599838302001,-0.137198868114007
1.15024729856698,0.179113787993637,-1.33138425468136,-0.525561446226405,-0.150595322299571,-1.46998787265008,-1.30338924708307
-0.913068202665096,-1.73143328393849,-1.33138425468136,1.45989290618446,1.12946491724678,1.8619846386901,1.02899151085505
0.7349325651908,1.1343873239597,-1.33138425468136,1.45989290618446,-0.150595322299571,0.19599838302001,-0.137198868114007
0.254493909283237,-0.776159747972428,-0.621312652184635,-1.51828862243184,-0.150595322299571,0.19599838302001,-0.137198868114007
-0.61509430491626,1.1343873239597,0.0887589503120908,-0.525561446226405,-0.150595322299571,0.19599838302001,1.02899151085505
1.26569754270561,1.1343873239597,0.798830552808817,-0.525561446226405,-1.43065556184593,-1.46998787265008,-1.30338924708307
0.291509779696379,1.1343873239597,0.798830552808817,-0.525561446226405,1.12946491724678,0.19599838302001,1.02899151085505
1.98046461589983,1.1343873239597,-1.33138425468136,0.467165729979027,-0.150595322299571,0.19599838302001,-0.137198868114007
-1.36588287323637,-0.776159747972428,0.798830552808817,0.467165729979027,-0.150595322299571,0.19599838302001,-0.137198868114007
-0.12413200550476,0.179113787993637,-1.33138425468136,0.467165729979027,1.12946491724678,0.19599838302001,-2.46957962605213
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-1.66896591182046,0.179113787993637,0.798830552808817,-0.525561446226405,-0.150595322299571,0.19599838302001,-0.137198868114007
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.114605575426726,-0.776159747972428,0.798830552808817,-0.525561446226405,-0.150595322299571,-1.46998787265008,-0.137198868114007
-0.80682231225312,0.179113787993637,0.798830552808817,1.45989290618446,-0.150595322299571,0.19599838302001,1.02899151085505
NA,NA,NA,NA,NA,NA,NA
-0.720696897093802,-0.776159747972428,0.798830552808817,1.45989290618446,1.12946491724678,1.8619846386901,1.02899151085505
