"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22d_num","TX_RESP_Q22g_num","TX_RESP_Q23b_num","TX_RESP_Q23i_num"
0.534791200675377,-0.408248290463863,0.847579379526013,0.847579379526013,-0.912870929175277,0,0.597614304667197,0.408248290463863,0.408248290463863,0.645497224367903,1.54982604969517,0.645497224367903,0.956182887467515
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.82763820112969,-0.408248290463863,0.847579379526013,0.847579379526013,-0.912870929175277,-1.11803398874989,-1.79284291400159,-2.04124145231932,0.408248290463863,0.645497224367903,0.221403721385024,0.645497224367903,NA
0.964352879074978,-0.408248290463863,-1.18661113133642,-1.18661113133642,0.912870929175277,1.11803398874989,0.597614304667197,0.408248290463863,0.408248290463863,0.645497224367903,0.221403721385024,-1.29099444873581,-1.43427433120127
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.135541314533719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.61455440738599,-0.408248290463863,-1.18661113133642,-1.18661113133642,-0.912870929175277,1.11803398874989,0.597614304667197,0.408248290463863,0.408248290463863,-1.29099444873581,-1.10701860692512,-1.29099444873581,-0.239045721866879
0.731816580755454,2.04124145231932,0.847579379526013,0.847579379526013,0.912870929175277,-1.11803398874989,0.597614304667197,0.408248290463863,-2.04124145231932,-1.29099444873581,-1.10701860692512,0.645497224367903,-0.239045721866879
-0.278407541104665,-0.408248290463863,-0.169515875905202,-0.169515875905202,0.912870929175277,0,-0.597614304667197,0.408248290463863,0.408248290463863,0.645497224367903,0.221403721385024,0.645497224367903,0.956182887467515
-1.45037842603036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.575367785839196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
