"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23i_num"
1.75175140008566,0.847579379526013,1.29099444873581,0.847579379526013,0.912870929175277,-0.912870929175277,0,0.408248290463863,0,-0.322748612183952,-0.912870929175277,-0.912870929175277,1.54982604969517,0,0.645497224367903,0.597614304667197,0.645497224367903,0.956182887467515
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.814801841089129,0.847579379526013,-0.645497224367903,0.847579379526013,0.912870929175277,-0.912870929175277,-1.11803398874989,-2.04124145231932,0,-0.322748612183952,0.912870929175277,0.912870929175277,0.221403721385024,NA,0.645497224367903,0.597614304667197,0.645497224367903,NA
-0.750673257652421,-1.18661113133642,-0.645497224367903,-1.18661113133642,-0.912870929175277,0.912870929175277,1.11803398874989,0.408248290463863,1.58113883008419,1.61374306091976,0.912870929175277,0.912870929175277,0.221403721385024,1,-1.29099444873581,-0.597614304667197,0.645497224367903,-1.43427433120127
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.647013887564759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.079210018844134,-1.18661113133642,-0.645497224367903,-1.18661113133642,-0.912870929175277,-0.912870929175277,1.11803398874989,0.408248290463863,0,-1.29099444873581,-0.912870929175277,-0.912870929175277,-1.10701860692512,-1,-1.29099444873581,0.597614304667197,-1.29099444873581,-0.239045721866879
0.365467978514776,0.847579379526013,1.29099444873581,0.847579379526013,0.912870929175277,0.912870929175277,-1.11803398874989,0.408248290463863,-1.58113883008419,-0.322748612183952,-0.912870929175277,-0.912870929175277,-1.10701860692512,-1,0.645497224367903,0.597614304667197,0.645497224367903,-0.239045721866879
-0.66981022717034,-0.169515875905202,-0.645497224367903,-0.169515875905202,-0.912870929175277,0.912870929175277,0,0.408248290463863,0,0.645497224367903,0.912870929175277,0.912870929175277,0.221403721385024,1,0.645497224367903,-1.79284291400159,-1.29099444873581,0.956182887467515
-1.53288626977647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.589152403630287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
